# T(K)	P(bar)
3023.8      	1e-08       
3023.415301576659	1.1885022274370215e-08
3023.080996673696	1.4125375446227554e-08
3022.73183681826	1.6788040181225588e-08
3022.332069434494	1.9952623149688826e-08
3021.934488683233	2.3713737056616554e-08
3021.408359234093	2.818382931264461e-08
3020.812365785746	3.3496543915782795e-08
3020.123116295914	3.981071705534969e-08
3019.3134764072265	4.731512589614813e-08
3018.4513580166135	5.6234132519034905e-08
3017.3436423687162	6.683439175686162e-08
3015.9966365667074	7.94328234724282e-08
3014.420955742361	9.440608762859226e-08
3012.6382722635694	1.1220184543019653e-07
3010.469010952171	1.333521432163324e-07
3007.9468127437895	1.584893192461114e-07
3005.014242295028	1.883649089489802e-07
3001.5992330948175	2.2387211385683422e-07
2997.6105381871566	2.6607250597988136e-07
2993.0230350669553	3.162277660168379e-07
2987.7264718185756	3.7583740428844433e-07
2981.6405246979075	4.466835921509635e-07
2974.6980507601284	5.308844442309889e-07
2966.975889953497	6.309573444801942e-07
2958.7322537244595	7.498942093324558e-07
2949.9962890059687	8.912509381337459e-07
2941.160554635259	1.0592537251772896e-06
2932.6994133015164	1.2589254117941687e-06
2924.168652885494	1.4962356560944327e-06
2916.1591525226495	1.7782794100389227e-06
2908.511949111034	2.1134890398366474e-06
2900.80684389245	2.511886431509582e-06
2892.059202464058	2.9853826189179636e-06
2879.820787088049	3.5481338923357534e-06
2863.0606555548584	4.216965034285822e-06
2840.524313032034	5.011872336272725e-06
2810.6926976164805	5.95662143529011e-06
2771.230980505786	7.079457843841388e-06
2723.5931249982336	8.413951416451948e-06
2678.8292083712463	1e-05       
2643.4232196638304	1.188502227437019e-05
2622.3405517001283	1.4125375446227555e-05
2611.4868743345937	1.678804018122562e-05
2601.2043954573296	1.9952623149688786e-05
2589.6431870855977	2.371373705661655e-05
2576.5557284356946	2.818382931264455e-05
2562.702202709128	3.349654391578279e-05
2549.7658479841616	3.981071705534977e-05
2537.2384701512133	4.731512589614803e-05
2525.645908464318	5.623413251903491e-05
2515.488445264223	6.683439175686148e-05
2507.3655626157542	7.943282347242821e-05
2501.645513919458	9.440608762859246e-05
2497.757272322787	0.00011220184543019629
2495.17678568494	0.0001333521432163324
2493.2126955153467	0.00015848931924611142
2491.5616760843986	0.00018836490894898024
2489.933796213544	0.00022387211385683424
2487.285440232009	0.0002660725059798809
2483.034689396054	0.0003162277660168379
2476.7178320643643	0.00037583740428844437
2467.803924401137	0.0004466835921509635
2455.1109705471467	0.0005308844442309889
2437.796191752116	0.000630957344480193
2415.041407728224	0.0007498942093324559
2386.2094403806523	0.0008912509381337458
2348.5537123577883	0.0010592537251772895
2301.1640607914865	0.0012589254117941673
2245.1845195667097	0.0014962356560944345
2182.346597872015	0.0017782794100389225
2116.0162017870407	0.0021134890398366475
2040.1436501315482	0.002511886431509582
1948.7883177754964	0.0029853826189179603
1849.4952034293233	0.0035481338923357567
1757.9775297647502	0.004216965034285822
1719.9873574323044	0.0050118723362727255
1703.1828750644272	0.005956621435290103
1697.1616285535868	0.00707945784384138
1697.2779612319998	0.008413951416451957
1700.5      	0.01        
1704.8855620260858	0.01188502227437019
1711.0728240102696	0.014125375446227554
1718.6314268165443	0.016788040181225587
1726.8499224053144	0.01995262314968883
1734.1654082285143	0.023713737056616554
1741.4722675373089	0.02818382931264455
1749.7753332763414	0.033496543915782793
1758.9502928194454	0.03981071705534969
1768.6753568639926	0.04731512589614813
1778.393782358175	0.056234132519034905
1789.5360619620008	0.06683439175686148
1801.6651657540426	0.07943282347242821
1814.579930888226	0.09440608762859228
1828.2195345882026	0.11220184543019629
1842.9629903442317	0.1333521432163324
1859.510735982778	0.1584893192461114
1877.850784222637	0.18836490894898023
1898.0042179785053	0.22387211385683378
1919.9420399706373	0.26607250597988086
1942.2553305097153	0.3162277660168379
1965.1002400741495	0.3758374042884443
1988.3828848719668	0.4466835921509634
2012.138759353475	0.5308844442309879
2036.3296100436373	0.630957344480193
2060.805030700203	0.7498942093324559
2086.2739002458793	0.8912509381337458
2112.91644749457	1.0592537251772898
2140.9792408340027	1.2589254117941662
2169.5960644113875	1.4962356560944328
2198.509268406452	1.7782794100389228
2227.2349044781918	2.1134890398366473
2255.0063249792533	2.511886431509582
2280.928234900085	2.9853826189179573
2301.1797111433198	3.548133892335753
2317.6574864820277	4.216965034285823
2330.397741420171	5.011872336272725
2339.5974413084605	5.956621435290109
2345.3027498063925	7.079457843841373
2348.520065372531	8.413951416451948
2351.6      	10.0        
