# T(K)	P(bar)
1471.1      	1e-08       
1476.1780191880994	1.1885022274370215e-08
1481.149302389292	1.4125375446227554e-08
1485.9170602718384	1.6788040181225588e-08
1490.3793056550621	1.9952623149688826e-08
1494.3551131676709	2.3713737056616554e-08
1497.5796102003123	2.818382931264461e-08
1500.3989911337987	3.3496543915782795e-08
1502.875274371442	3.981071705534969e-08
1505.0651814043858	4.731512589614813e-08
1506.711043786465	5.6234132519034905e-08
1508.2751435083785	6.683439175686162e-08
1509.8456457192553	7.94328234724282e-08
1511.4572695186553	9.440608762859226e-08
1513.155114050384	1.1220184543019653e-07
1515.09195450699	1.333521432163324e-07
1517.380847204192	1.584893192461114e-07
1520.0408057337554	1.883649089489802e-07
1523.1206902146646	2.2387211385683422e-07
1526.710515631559	2.6607250597988136e-07
1530.7663190241894	3.162277660168379e-07
1535.3633159340045	3.7583740428844433e-07
1540.477691715816	4.466835921509635e-07
1546.0667978876568	5.308844442309889e-07
1551.9766148315075	6.309573444801942e-07
1558.1758097066554	7.498942093324558e-07
1564.8397067322346	8.912509381337459e-07
1572.50548249819	1.0592537251772896e-06
1581.8597469446674	1.2589254117941687e-06
1591.398688137129	1.4962356560944327e-06
1601.4949689802993	1.7782794100389227e-06
1612.3942728913983	2.1134890398366474e-06
1624.0794470490605	2.511886431509582e-06
1636.2779928941577	2.9853826189179636e-06
1647.8242621049542	3.5481338923357534e-06
1659.4175957411708	4.216965034285822e-06
1671.305302265905	5.011872336272725e-06
1683.607062780479	5.95662143529011e-06
1695.7308433385838	7.079457843841388e-06
1707.8250069338785	8.413951416451948e-06
1720.3976342129208	1e-05       
1733.328887572247	1.188502227437019e-05
1746.3905959092067	1.4125375446227555e-05
1758.7278694613972	1.678804018122562e-05
1770.6094037441674	1.9952623149688786e-05
1782.4637156614835	2.371373705661655e-05
1794.2260846635545	2.818382931264455e-05
1805.6554121571137	3.349654391578279e-05
1815.8196908695875	3.981071705534977e-05
1825.7107039942935	4.731512589614803e-05
1835.2592076551814	5.623413251903491e-05
1844.3708313920815	6.683439175686148e-05
1852.8122584581379	7.943282347242821e-05
1860.4158282762928	9.440608762859246e-05
1867.9811312706074	0.00011220184543019629
1875.519285824625	0.0001333521432163324
1883.038410550354	0.00015848931924611142
1890.4286880031686	0.00018836490894898024
1898.17078963962	0.00022387211385683424
1906.3993739759783	0.0002660725059798809
1915.1823550735287	0.0003162277660168379
1924.6320159272404	0.00037583740428844437
1934.7086071987148	0.0004466835921509635
1945.4623081164934	0.0005308844442309889
1956.943302058228	0.000630957344480193
1969.1713665222992	0.0007498942093324559
1982.1457518287064	0.0008912509381337458
1995.4336189516248	0.0010592537251772895
2009.445748305961	0.0012589254117941673
2024.2616815536237	0.0014962356560944345
2039.9342639287686	0.0017782794100389225
2056.1413332939887	0.0021134890398366475
2072.645478785361	0.002511886431509582
2090.0015938927636	0.0029853826189179603
2108.215577132143	0.0035481338923357567
2127.280801125476	0.004216965034285822
2146.5489172776606	0.0050118723362727255
2166.213658740077	0.005956621435290103
2186.381803015871	0.00707945784384138
2206.9178499463997	0.008413951416451957
2227.7      	0.01        
2247.011860851711	0.01188502227437019
2265.9401995782555	0.014125375446227554
2284.3673431783095	0.016788040181225587
2302.1394976381603	0.01995262314968883
2318.7583730408637	0.023713737056616554
2333.5445350746177	0.02818382931264455
2347.5341356064664	0.033496543915782793
2360.6640090429305	0.03981071705534969
2372.8776120190887	0.04731512589614813
2383.6149047021772	0.056234132519034905
2393.023346699433	0.06683439175686148
2401.485946310314	0.07943282347242821
2408.920204379703	0.09440608762859228
2415.2339874862846	0.11220184543019629
2419.9426304240737	0.1333521432163324
2423.8367902509444	0.1584893192461114
2426.9596157697347	0.18836490894898023
2429.3523374382803	0.22387211385683378
2431.107363197651	0.26607250597988086
2432.22129181771	0.3162277660168379
2433.0081697979363	0.3758374042884443
2433.520445896569	0.4466835921509634
2433.820447943671	0.5308844442309879
2433.9780430621736	0.630957344480193
2434.0      	0.7498942093324559
2434.0      	0.8912509381337458
2434.0      	1.0592537251772898
2434.0      	1.2589254117941662
2434.0      	1.4962356560944328
2433.9401896289373	1.7782794100389228
2433.9      	2.1134890398366473
2433.881714164151	2.511886431509582
2433.801460573065	2.9853826189179573
2433.7245049193	3.548133892335753
2433.6465027314784	4.216965034285823
2433.567498037234	5.011872336272725
2433.475071074765	5.956621435290109
2433.316590283156	7.079457843841373
2433.1621018224982	8.413951416451948
2433.0      	10.0        
