# T(K)	P(bar)
1509.8      	1e-08       
1509.8      	1.1885022274370215e-08
1509.745249168424	1.4125375446227554e-08
1509.7336326363481	1.6788040181225588e-08
1509.8      	1.9952623149688826e-08
1509.8      	2.3713737056616554e-08
1509.8      	2.818382931264461e-08
1509.8      	3.3496543915782795e-08
1509.8      	3.981071705534969e-08
1509.8      	4.731512589614813e-08
1509.8      	5.6234132519034905e-08
1509.8      	6.683439175686162e-08
1509.8      	7.94328234724282e-08
1509.8      	9.440608762859226e-08
1509.8022045620153	1.1220184543019653e-07
1509.8796781802796	1.333521432163324e-07
1509.9      	1.584893192461114e-07
1509.9      	1.883649089489802e-07
1509.9      	2.2387211385683422e-07
1509.9      	2.6607250597988136e-07
1509.9      	3.162277660168379e-07
1509.9      	3.7583740428844433e-07
1509.9301114741422	4.466835921509635e-07
1510.0      	5.308844442309889e-07
1510.0      	6.309573444801942e-07
1510.0      	7.498942093324558e-07
1510.0447693946844	8.912509381337459e-07
1510.1725555818498	1.0592537251772896e-06
1510.4182031526723	1.2589254117941687e-06
1510.7284126223456	1.4962356560944327e-06
1511.0392414842515	1.7782794100389227e-06
1511.3543247694179	2.1134890398366474e-06
1511.6731433433963	2.511886431509582e-06
1511.994157707741	2.9853826189179636e-06
1512.301980322799	3.5481338923357534e-06
1512.6674863426072	4.216965034285822e-06
1513.0625098138282	5.011872336272725e-06
1513.474786775705	5.95662143529011e-06
1513.9502291505328	7.079457843841388e-06
1514.413694532505	8.413951416451948e-06
1514.9305732484077	1e-05       
1515.5124607397422	1.188502227437019e-05
1516.1690250575446	1.4125375446227555e-05
1516.9498651557844	1.678804018122562e-05
1517.7881805341174	1.9952623149688786e-05
1518.734188690662	2.371373705661655e-05
1519.8090934503755	2.818382931264455e-05
1521.021192566879	3.349654391578279e-05
1522.4072305731256	3.981071705534977e-05
1523.9777982710414	4.731512589614803e-05
1525.7048428971482	5.623413251903491e-05
1527.5852982659824	6.683439175686148e-05
1529.6558369802979	7.943282347242821e-05
1531.947702533559	9.440608762859246e-05
1534.3439069728004	0.00011220184543019629
1536.8546428958791	0.0001333521432163324
1539.5032548799152	0.00015848931924611142
1542.176333958593	0.00018836490894898024
1544.8119489875949	0.00022387211385683424
1547.3924071039935	0.0002660725059798809
1549.9565616874056	0.0003162277660168379
1552.60634238209	0.00037583740428844437
1555.0867340796838	0.0004466835921509635
1557.5751337569347	0.0005308844442309889
1560.1706772846342	0.000630957344480193
1562.9500736286873	0.0007498942093324559
1565.9934479598198	0.0008912509381337458
1569.1414935087666	0.0010592537251772895
1572.5994777162525	0.0012589254117941673
1576.3935348414166	0.0014962356560944345
1580.5490392387308	0.0017782794100389225
1585.0553951110114	0.0021134890398366475
1589.8621635510594	0.002511886431509582
1595.0296831181768	0.0029853826189179603
1600.5782814674203	0.0035481338923357567
1606.5360424606765	0.004216965034285822
1612.6207107192613	0.0050118723362727255
1618.8596327762598	0.005956621435290103
1625.387415722283	0.00707945784384138
1632.2309637411997	0.008413951416451957
1639.4      	0.01        
1646.0168128814628	0.01188502227437019
1652.8180731786936	0.014125375446227554
1659.8605699076718	0.016788040181225587
1667.0548196136058	0.01995262314968883
1673.8136923850404	0.023713737056616554
1679.9485172152358	0.02818382931264455
1686.2247964193243	0.033496543915782793
1692.6427580031	0.03981071705534969
1699.0348731189638	0.04731512589614813
1704.3643322609346	0.056234132519034905
1710.0817881564192	0.06683439175686148
1716.4785588787606	0.07943282347242821
1723.394402291572	0.09440608762859228
1730.408669036017	0.11220184543019629
1737.7418014801153	0.1333521432163324
1746.8651908993056	0.1584893192461114
1757.671936913434	0.18836490894898023
1769.9905768014141	0.22387211385683378
1783.392591691153	0.26607250597988086
1799.6382255123083	0.3162277660168379
1818.3083698597275	0.3758374042884443
1839.2215471822597	0.4466835921509634
1862.3227908465126	0.5308844442309879
1887.931997603199	0.630957344480193
1915.7243276904844	0.7498942093324559
1945.7734496897394	0.8912509381337458
1978.3656705319122	1.0592537251772898
2014.1209019656942	1.2589254117941662
2053.6726093490724	1.4962356560944328
2096.71248039265	1.7782794100389228
2143.266014490354	2.1134890398366473
2193.7720842434137	2.511886431509582
2249.387822866126	2.9853826189179573
2306.2663597177734	3.548133892335753
2364.2554650484617	4.216965034285823
2423.959013292291	5.011872336272725
2486.1710014958876	5.956621435290109
2550.831164472446	7.079457843841373
2624.7564124432974	8.413951416451948
2739.5      	10.0        
