# T(K)	P(bar)
2562.1      	1e-08       
2562.1      	1.1885022274370215e-08
2562.1      	1.4125375446227554e-08
2562.1      	1.6788040181225588e-08
2562.1      	1.9952623149688826e-08
2562.1      	2.3713737056616554e-08
2562.1      	2.818382931264461e-08
2562.1      	3.3496543915782795e-08
2562.0723116295912	3.981071705534969e-08
2562.0      	4.731512589614813e-08
2562.0      	5.6234132519034905e-08
2562.0      	6.683439175686162e-08
2561.9577177140372	7.94328234724282e-08
2561.9      	9.440608762859226e-08
2561.8977954379848	1.1220184543019653e-07
2561.8203218197204	1.333521432163324e-07
2561.8      	1.584893192461114e-07
2561.763762007196	1.883649089489802e-07
2561.6839846618964	2.2387211385683422e-07
2561.604210763743	2.6607250597988136e-07
2561.4541011688984	3.162277660168379e-07
2561.3489787752583	3.7583740428844433e-07
2561.2397770517155	4.466835921509635e-07
2561.0693280844935	5.308844442309889e-07
2560.83293540674	6.309573444801942e-07
2560.6008959367905	7.498942093324558e-07
2560.320922421262	8.912509381337459e-07
2560.0516296121	1.0592537251772896e-06
2559.881796847328	1.2589254117941687e-06
2559.5715873776544	1.4962356560944327e-06
2559.021517031497	1.7782794100389227e-06
2558.275606884101	2.1134890398366474e-06
2557.3257124622637	2.511886431509582e-06
2556.121908595971	2.9853826189179636e-06
2554.4391082246066	3.5481338923357534e-06
2552.295081944357	4.216965034285822e-06
2549.6649254149065	5.011872336272725e-06
2546.5017057943596	5.95662143529011e-06
2542.6981667957384	7.079457843841388e-06
2538.3699019412034	8.413951416451948e-06
2533.4831665150136	1e-05       
2528.0612957498524	1.188502227437019e-05
2522.1547020453963	1.4125375446227555e-05
2515.9860652693014	1.678804018122562e-05
2509.294555727061	1.9952623149688786e-05
2501.767581912448	2.371373705661655e-05
2492.959371406671	2.818382931264455e-05
2482.15275338641	3.349654391578279e-05
2465.982309980202	3.981071705534977e-05
2444.013454094152	4.731512589614803e-05
2415.4929098180405	5.623413251903491e-05
2379.5901831017622	6.683439175686148e-05
2335.4717812659596	7.943282347242821e-05
2283.217611981498	9.440608762859246e-05
2223.0105807491004	0.00011220184543019629
2154.8071417537503	0.0001333521432163324
2078.7328876402375	0.00015848931924611142
1997.0467357947618	0.00018836490894898024
1923.206345517977	0.00022387211385683424
1854.6890297941661	0.0002660725059798809
1791.945386776651	0.0003162277660168379
1735.3293427318954	0.00037583740428844437
1689.3645840858628	0.0004466835921509635
1649.8729936459802	0.0005308844442309889
1616.09729559165	0.000630957344480193
1588.2152701976781	0.0007498942093324559
1566.7514722833746	0.0008912509381337458
1553.3147465853883	0.0010592537251772895
1544.466182480838	0.0012589254117941673
1539.9625590631406	0.0014962356560944345
1539.2846663327766	0.0017782794100389225
1541.261138206584	0.0021134890398366475
1544.6120559261701	0.002511886431509582
1548.9535346077494	0.0029853826189179603
1554.152899285428	0.0035481338923357567
1560.0807647643355	0.004216965034285822
1566.7895015622626	0.0050118723362727255
1573.9556232218322	0.005956621435290103
1581.6648988667396	0.00707945784384138
1589.9393933879996	0.008413951416451957
1598.8      	0.01        
1608.5713399528577	0.01188502227437019
1619.0556147574969	0.014125375446227554
1630.3112628158583	0.016788040181225587
1642.4552947748066	0.01995262314968883
1655.654975716667	0.023713737056616554
1669.8635974940998	0.02818382931264455
1685.3331267402655	0.033496543915782793
1702.3237019348046	0.03981071705534969
1721.176566226565	0.04731512589614813
1741.867407601276	0.056234132519034905
1764.0533380469067	0.06683439175686148
1788.2148960800107	0.07943282347242821
1814.8131039459597	0.09440608762859228
1844.4808029836083	0.11220184543019629
1875.4343409844864	0.1333521432163324
1909.2080796015282	0.1584893192461114
1945.340570596386	0.18836490894898023
1984.0361752092483	0.22387211385683378
2026.5556629249083	0.26607250597988086
2071.4754080971848	0.3162277660168379
2120.1576687338516	0.3758374042884443
2172.2360253650218	0.4466835921509634
2227.4555151863783	0.5308844442309879
2285.6869114731203	0.630957344480193
2343.708751844505	0.7498942093324559
2399.935651726977	0.8912509381337458
2453.1190054428967	1.0592537251772898
2502.7529921622636	1.2589254117941662
2546.2598702839796	1.4962356560944328
2583.453908462545	1.7782794100389228
2615.8592975940905	2.1134890398366473
2644.068609113215	2.511886431509582
2668.9472223499265	2.9853826189179573
2689.859166869617	3.548133892335753
2710.3022952785277	4.216965034285823
2731.0105260211853	5.011872336272725
2752.55265614505	5.956621435290109
2774.502245782926	7.079457843841373
2796.0367957614785	8.413951416451948
2823.6      	10.0        
