# T(K)	P(bar)
953.8       	1e-08       
958.1086223414176	1.1885022274370215e-08
962.849302389292	1.4125375446227554e-08
967.9533866353188	1.6788040181225588e-08
973.3782001432895	1.9952623149688826e-08
979.1033629614459	2.3713737056616554e-08
984.9378140298473	2.818382931264461e-08
991.0278878657608	3.3496543915782795e-08
997.3704463735085	3.981071705534969e-08
1003.984322961027	4.731512589614813e-08
1010.8028956867842	5.6234132519034905e-08
1017.8656601385411	6.683439175686162e-08
1025.3013817383883	7.94328234724282e-08
1033.1427981153095	9.440608762859226e-08
1041.442501821691	1.1220184543019653e-07
1049.9645998307567	1.333521432163324e-07
1058.9212620287244	1.584893192461114e-07
1068.3935111077208	1.883649089489802e-07
1078.3819939534753	2.2387211385683422e-07
1088.7526007133924	2.6607250597988136e-07
1099.1481710993503	3.162277660168379e-07
1109.7899077896548	3.7583740428844433e-07
1120.7156063799164	4.466835921509635e-07
1131.9722519443012	5.308844442309889e-07
1143.3191004764944	6.309573444801942e-07
1154.7888351394033	7.498942093324558e-07
1166.7840255707792	8.912509381337459e-07
1179.414742195686	1.0592537251772896e-06
1192.782735564901	1.2589254117941687e-06
1206.1217427608635	1.4962356560944327e-06
1219.8462460491917	1.7782794100389227e-06
1234.137520585577	2.1134890398366474e-06
1249.0108804830236	2.511886431509582e-06
1264.4195699715676	2.9853826189179636e-06
1279.723521059239	3.5481338923357534e-06
1295.6204373154135	4.216965034285822e-06
1312.1879219946077	5.011872336272725e-06
1329.5294330141746	5.95662143529011e-06
1347.5170028618204	7.079457843841388e-06
1366.085679477698	8.413951416451948e-06
1385.6895359417651	1e-05       
1406.317434781363	1.188502227437019e-05
1427.9327016112527	1.4125375446227555e-05
1449.79622436197	1.678804018122562e-05
1472.4557506876931	1.9952623149688786e-05
1496.3205285758859	2.371373705661655e-05
1521.5000559082603	2.818382931264455e-05
1548.1026587707038	3.349654391578279e-05
1574.4373808893856	3.981071705534977e-05
1602.5395125592	4.731512589614803e-05
1632.3123429126344	5.623413251903491e-05
1663.3794739897344	6.683439175686148e-05
1694.437554704469	7.943282347242821e-05
1726.0951147942108	9.440608762859246e-05
1757.522166491256	0.00011220184543019629
1788.4507147341144	0.0001333521432163324
1818.712822149718	0.00015848931924611142
1846.151192692616	0.00018836490894898024
1867.8052479617713	0.00022387211385683424
1885.497955345961	0.0002660725059798809
1899.7701384257155	0.0003162277660168379
1911.4589055395536	0.00037583740428844437
1919.8302275189324	0.0004466835921509635
1926.705030252145	0.0005308844442309889
1932.379744540079	0.000630957344480193
1937.0211456362367	0.0007498942093324559
1940.8654079492464	0.0008912509381337458
1944.115676277273	0.0010592537251772895
1947.1821772438607	0.0012589254117941673
1949.999864998536	0.0014962356560944345
1952.5415995993321	0.0017782794100389225
1954.9133658479009	0.0021134890398366475
1957.2296016909806	0.002511886431509582
1959.7188168073505	0.0029853826189179603
1962.4137585517178	0.0035481338923357567
1965.3347920942103	0.004216965034285822
1968.611151925756	0.0050118723362727255
1972.4227317480154	0.005956621435290103
1976.7911169804352	0.00707945784384138
1981.7225340943999	0.008413951416451957
1987.2      	0.01        
1993.1243557194493	0.01188502227437019
1999.5538206839656	0.014125375446227554
2006.460569907672	0.016788040181225587
2013.777094631517	0.01995262314968883
2021.2516127552212	0.023713737056616554
2028.572267537309	0.02818382931264455
2035.9547020174875	0.033496543915782793
2043.3196417071863	0.03981071705534969
2050.568591398705	0.04731512589614813
2057.2304153261684	0.056234132519034905
2063.373059682676	0.06683439175686148
2069.075195445468	0.07943282347242821
2074.2847096000314	0.09440608762859228
2079.003236259924	0.11220184543019629
2082.631207048057	0.1333521432163324
2085.7208965061945	0.1584893192461114
2088.314663798518	0.18836490894898023
2090.420306762073	0.22387211385683378
2092.015784725137	0.26607250597988086
2093.1212918177102	0.3162277660168379
2094.01021224742	0.3758374042884443
2094.6806688448537	0.4466835921509634
2095.1408958873417	0.5308844442309879
2095.456086124347	0.630957344480193
2095.6327360421396	0.7498942093324559
2095.7      	0.8912509381337458
2095.7      	1.0592537251772898
2095.7      	1.2589254117941662
2095.7      	1.4962356560944328
2095.7      	1.7782794100389228
2095.7      	2.1134890398366473
2095.681714164151	2.511886431509582
2095.6014605730647	2.9853826189179573
2095.6      	3.548133892335753
2095.5465027314785	4.216965034285823
2095.4674980372342	5.011872336272725
2095.4      	5.956621435290109
2095.4      	7.079457843841373
2095.262101822498	8.413951416451948
2095.2      	10.0        
