#wavelength(cm)	flux(erg s**-1 cm**-3)
1.000000000000000082e-05 2.110078414165439753e+01
1.000500049924952504e-05 2.108289421586566803e+01
1.001000299599389559e-05 2.732910000295862929e+01
1.001500748872184983e-05 1.023885844107907239e+01
1.002001497992239517e-05 2.619756875347428604e+01
1.002502547108346696e-05 1.201222591845281507e+01
1.003003795767564689e-05 1.646568376283898516e+01
1.003505243816651515e-05 1.611058157291422788e+01
1.004006991904691679e-05 2.106794701301020467e+01
1.004509040179557992e-05 1.558849167271932501e+01
1.005011287784278820e-05 2.908421591939029938e+01
1.005513734563478844e-05 2.442525009919480894e+01
1.006016481568017571e-05 1.595701377702384960e+01
1.006519528944834381e-05 1.476141611457387626e+01
1.007022775431302890e-05 2.971314855613805861e+01
1.007526322380816855e-05 2.197531700134117827e+01
1.008030068327302065e-05 2.222523895045850750e+01
1.008534114826248238e-05 1.124710308575555118e+01
1.009038360207724729e-05 1.311076897027308874e+01
1.009542906229717697e-05 1.798232170455712264e+01
1.010047651018032127e-05 2.134972682809188882e+01
1.010552696533551604e-05 2.218265636626468407e+01
1.011057940697407462e-05 3.197039529371980748e+01
1.011563485673782710e-05 2.121849913120387754e+01
1.012069229178725066e-05 2.522914202427737251e+01
1.012575273580118969e-05 2.550564253075156529e+01
1.013081619021944773e-05 3.015677484828308152e+01
1.013588162911998304e-05 2.724649862864314898e+01
1.014094905085787287e-05 2.033029113122873710e+01
1.014601948319829251e-05 2.271563453800979104e+01
1.015109292757114030e-05 1.529227355699613788e+01
1.015616835392784172e-05 4.464092505455636228e+01
1.016124576060125298e-05 3.352473382059254448e+01
1.016632721300102396e-05 2.439552364021416153e+01
1.017140961192105512e-05 2.546465526104896782e+01
1.017649605940631418e-05 2.615024183766796995e+01
1.018158345003973258e-05 2.469639559201058887e+01
1.018667489206708607e-05 4.180646093778550920e+01
1.019176831256930505e-05 4.400894522882002491e+01
1.019686370984131051e-05 4.469289527652170335e+01
1.020196212297118715e-05 4.022586470832766992e+01
1.020706355336258039e-05 2.602768071689547824e+01
1.021216695953459503e-05 2.504422330100829441e+01
1.021727338368610018e-05 4.622663696215229123e+01
1.022238178224364134e-05 3.944905912683739047e+01
1.022749319948408474e-05 4.120700912986087161e+01
1.023260658973724917e-05 3.373625132725013032e+01
1.023772299936208746e-05 3.326354238978828448e+01
1.024284138058752087e-05 4.091224769905549863e+01
1.024796278185868850e-05 9.524493865990978136e+00
1.025308720455729081e-05 3.818042312938009886e+00
1.025821359775451871e-05 5.706694363026483252e-01
1.026334301303424101e-05 1.031660501474350866e+01
