Wavelength	Depth	Depth_pos	Depth_neg
3.953634035830961	1.9556909456586955	16.779452984697176	16.67601324366464
3.9867125615005095	1.7571466943768743	17.100123861922764	17.0697474554999
4.019786798245587	-5.725035210428959	15.332765590266582	15.493373640395127
4.052856746066192	-14.854374884464514	16.88834662411521	17.007232240444495
4.085922404962327	-13.116789732367053	16.4949125929188	16.41285859081757
4.11898377493399	20.844525550644377	17.87748067673712	17.842422949000397
4.152040855981182	-8.653494091182779	16.18316215553999	16.161591487828456
4.185093648103904	1.9756680606997703	17.06372889797172	16.764355013408213
4.218142151302153	45.521383922771	17.317255640627984	17.514363145398075
4.251186365575933	20.429313593961183	17.427532977496767	17.557671963933025
4.28422629092524	-7.166452504323327	18.707811881642733	18.858514308844438
4.317261927350078	6.05547738957154	16.931259600781498	16.922716841970985
4.350293274850443	-7.650844396522767	20.185974257449573	20.394960371396294
4.383320333426337	4.192528674820433	19.029242164531674	19.054419389492523
4.41634310307776	11.861969110732215	20.527947554541054	20.34476002647145
4.449361583804712	5.25034138254547	19.09463682775253	19.1014870475778
4.482375775607192	-22.145677674826974	19.880788514805523	19.823867043741128
4.515385678485202	-8.786734330066079	22.474986748943728	22.423539486366387
4.54839129243874	-14.461740778261742	21.68790607107749	21.621520485570947
4.581392617467808	1.0505961744975831	22.503613478257734	22.297006368686695
4.6143896535724025	-22.370753643906653	23.050438732114333	23.226711461664713
4.647382400752528	0.8182074581895505	22.692575355760614	22.998322561328646
4.680370859008182	16.90564377740388	22.291255576567956	22.26389891547213
4.713355028339365	-3.035204312605172	22.49236696745512	22.778210546210573
4.746334908746076	-13.029370698041703	23.67195036487435	23.711472838722102
4.779310500228316	4.209982164430468	24.533323840504067	24.522747903998297
4.812281802786085	31.39622683321351	24.357310767169615	24.129730797882576
4.8452488164193825	37.81447144535564	24.793680229434862	24.824374755387264
4.878211541128209	36.48262737964698	24.964551682501643	24.881032359776327
4.910200733588897	-21.633508011813092	28.742284178187198	28.29280168362837
