Wavelength	Depth	Depth_pos	Depth_neg
3.953634035830961	-11.49997249783364	16.308439641781856	16.325039270079046
3.9867125615005095	-1.420708013222505	16.384610689548833	16.17818932767931
4.019786798245587	-36.76110966263768	16.724882001781626	16.593655972349488
4.052856746066192	-40.17198243905386	16.189042746696362	16.30618471156167
4.085922404962327	-13.044745152557848	16.812453219995053	17.0133154005457
4.11898377493399	-38.03059473555409	16.35682100738393	16.586683340494226
4.152040855981182	0.48807539930376004	17.23726632059611	17.165633903463775
4.185093648103904	6.011413138987166	17.119373753247405	17.03589237476423
4.218142151302153	6.327322051221914	16.763623628721817	16.802033419394647
4.251186365575933	-8.607948586000612	17.735909913277503	17.664390648600182
4.28422629092524	-14.240307711317396	17.49824683182542	17.693704554700417
4.317261927350078	-13.112357507677299	18.399416762143083	18.133953854545922
4.350293274850443	16.09143368074727	18.396571066560664	18.124592198631518
4.383320333426337	1.6366283454394028	19.594041204378144	19.719582724855513
4.41634310307776	22.088897868011834	19.196232354358216	19.044790578365998
4.449361583804712	-53.58334412350143	20.68760714189616	20.628269961838825
4.482375775607192	-14.564748080209167	21.88027355826001	21.61075377093498
4.515385678485202	9.341978110845165	21.215688201720138	21.649072198258338
4.54839129243874	19.111364199793883	21.699452313475355	21.79496435724969
4.581392617467808	2.364361495799812	21.823892509861594	21.773280046238234
4.6143896535724025	-9.889625812576359	21.93597808834909	22.169443944674317
4.647382400752528	1.967065273339816	21.55414767752685	21.656970763785225
4.680370859008182	4.137234422267723	22.83922786191657	22.722713661686598
4.713355028339365	-20.654734060968742	24.99020908277462	24.90169389049762
4.746334908746076	-3.0937019690886247	23.12552119414071	23.208628449192016
4.779310500228316	31.331853303095315	24.333154000800647	24.540661377039736
4.812281802786085	12.188196553366932	24.859309739118405	25.02261628073056
4.8452488164193825	-36.07441264920669	25.52166062851726	25.31438262126231
4.878211541128209	27.11466985058628	24.80430477947789	24.842573859080037
4.910200733588897	21.248467701588407	27.527919308024554	27.60938920430339
