# Wavelength(micron)	F_planet/F_star(ppm)
0.30005903563735375	8.564774141536277e-05
0.3003592447525199	8.854800879102942e-05
0.3006597542269558	2.157383396468499e-05
0.300960564361171	8.219760033688905e-05
0.30126167545597554	5.200993467403969e-05
0.3015630878124806	3.678018940598944e-05
0.30186480173209856	9.37853590887814e-05
0.30216681751654345	0.00035401069845650274
0.30246913546783105	7.037033283230438e-05
0.3027717558882791	5.4859856883891355e-05
0.3030746790805082	4.065981032090122e-05
0.30337790534744163	2.2468272416869054e-05
0.30368143499230554	3.498720459960658e-05
0.3039852683186298	4.9030315530240055e-05
0.3042894056302477	4.688998336469055e-05
0.30459384723129695	3.0594541076689555e-05
0.3048985934262188	9.341846774568351e-05
0.30520364451975973	5.428944140873195e-05
0.3055090008169708	5.7165359458829685e-05
0.3058146626232074	0.00010871494827662792
0.30612063024413205	6.52312588984747e-05
0.30642690398571265	1.5630939052848764e-05
0.30673348415422236	2.549949278692453e-05
0.3070403710562418	1.1529903890521046e-05
0.3073475649986577	2.7628880387120553e-05
0.30765506628866374	4.351298607386632e-05
0.30796287523376253	2.536136175959745e-05
0.30827099214176173	4.962534450782824e-05
0.30857941732077815	1.8696869946725417e-05
0.30888815107923795	3.637775906217047e-05
0.30919719372587473	3.466267212991479e-05
0.3095065455697313	3.681704886249551e-05
0.30981620692015954	6.421340500113112e-05
0.31012617808682075	0.0001480699904080869
0.31043645937968534	2.8525772282242438e-05
0.31074705110903517	2.2681074837746807e-05
0.3110579535854617	2.4301311351650818e-05
0.3113691671198673	2.2154037314079494e-05
0.31168069202346704	2.8338067429526483e-05
0.31199252860778476	4.955170264752383e-05
0.31230467718465704	3.584483988552667e-05
0.31261713806623304	3.57206157500118e-05
0.31292991156497285	3.156489953645525e-05
0.31324299799365024	3.4664109448910884e-05
0.31355639766535176	6.480254729652e-05
0.31387011089347633	3.03789864060655e-05
0.31418413799173767	3.7729675082541115e-05
0.31449847927416325	0.00010905159734292855
0.3148131350550943	4.1664349973873815e-05
0.31512810564918703	3.2207834826498165e-05
0.3154433913714119	3.1821026371952046e-05
0.31575899253705464	7.384316898985445e-05
0.3160749094617161	0.00010120247288042805
0.3163911424613123	5.712986715357183e-05
0.3167076918520776	7.353259892244175e-05
0.31702455795056145	6.396316354739153e-05
0.3173417410736292	4.3032566751882876e-05
0.3176592415384646	5.928286420421487e-05
0.3179770596625682	8.423036845103726e-05
0.31829519576375775	0.00010560583347217739
0.31861365016017007	8.630662966953531e-05
0.3189324231702587	5.6481099953685916e-05
0.31925151511279676	0.00011178220798261073
0.3195709263068769	0.00010007515804415902
0.31989065707190945	7.56192894311466e-05
0.32021070772762594	8.311410631422785e-05
0.32053107859407703	5.984285015008522e-05
0.3208517699916327	7.1435031473512e-05
0.32117278224098533	0.00013840764375581914
0.32149411566314745	0.00015660166789283915
0.32181577057945177	9.491014955557467e-05
0.32213774731155354	9.796419598228322e-05
0.32246004618142987	9.841129257052353e-05
0.32278266751137896	0.00017637604984385016
0.323105611624022	0.00015526625116943436
0.32342887884230354	0.0001717710163054423
0.32375246948949077	0.00013583376121513514
0.32407638388917476	0.00012031416660351253
0.3244006223652699	0.00011551319762773685
0.3247251852420147	9.226786615199755e-05
0.3250500728439716	0.00010359250436409017
0.32537528549602773	0.00011127048173370262
0.32570082352339647	6.439436443318332e-05
0.32602668725161615	7.085522793431809e-05
0.3263528770065502	8.198376610447748e-05
0.32667939311438926	8.461631453113454e-05
0.3270062359016485	0.00010307862974913141
0.3273334056951695	0.00010198312475562078
0.32766090282212285	8.309682395200057e-05
0.32798872761000714	0.0001193546595041003
0.32831688038664697	0.00010676153907084097
0.32864536148019396	0.00010067910869522269
0.3289741712191297	9.361184212527504e-05
0.32930330993226514	0.00011064137137919344
0.32963277794873797	8.620160105926562e-05
0.32996257559801523	8.704432977982368e-05
0.33029270320989507	0.0001203820275036401
0.3306231611145066	0.00012844186370416895
0.3309539496423071	0.00012611246159922423
0.3312850691240847	0.00012845171723775304
0.33161651989095925	0.0002257308540904936
0.33194830227438055	0.00010755224100066429
0.3322804166061314	0.00015130217108862582
0.3326128632183269	0.00012866690731916158
0.3329456424434135	0.00015125046294223564
0.3332787546141702	0.00012252905863822846
0.33361220006370884	0.00016206284056752217
0.333945979125476	0.00015014579783761227
0.3342800921332507	0.00015911475764023494
0.3346145394211455	0.00015715324771896214
0.33494932132360705	0.00020460180627904264
0.33528443817541764	0.00013765408291402178
0.3356198903116948	0.00018515116013941057
0.33595567806788895	0.0002817979222993815
0.33629180177978923	0.000440215919657722
0.33662826178351984	0.00020910797232203253
0.3369650584155399	0.00033107340902506965
0.33730219201264616	0.0004507590226318995
0.33763966291197306	0.0002066925703856014
0.337977471450991	0.00025434882859595796
0.3383156179675081	0.0002683206082130195
0.33865410279967245	0.00022114352802845482
0.3389929262859681	0.0002969354281382977
0.33933208876521753	0.00040764430593434847
0.33967159057658325	0.00025353563173945783
0.3400114320595682	0.00020782450550456725
0.3403516135540145	0.0003252326732590781
0.34069213540010307	0.0003284604984693803
0.34103299793835545	0.0003409887592313844
0.3413742015096335	0.00042030289590273834
0.3417157464551409	0.0003896425199708929
0.3420576331164234	0.0002412131173580649
0.3423998618353671	0.00032307836618345755
0.3427424329542007	0.0003102678823860586
0.34308534681549624	0.000204462197792436
0.3434286037621676	0.000331628688458314
0.3437722041374721	0.0002958614527022492
0.3441161482850086	0.0009474494006901399
0.34446043654872177	0.0007665259247302455
0.34480506927290067	0.00047670322177674484
0.34515004680217665	0.00031336735696266434
0.3454953694815278	0.0003574745459477161
0.34584103765627777	0.0003381604283766734
0.34618705167209435	0.000521547881637701
0.3465334118749911	0.0003398428062500618
0.3468801186113284	0.00033138416641315365
0.34722717222781396	0.0002658119769561445
0.3475745730715008	0.0007731597445789418
0.34792232148978935	0.00037689633001958614
0.3482704178304284	0.0002663483803494902
0.3486188624415139	0.00030944964818161076
0.3489676556714908	0.0003893797328341479
0.3493167978691525	0.0005674749440402081
0.34966628938364114	0.0003907226456048682
0.35001613056444836	0.00034058521844557344
0.3503663217614157	0.0002595373325686536
0.3507168633247337	0.0003077194982632404
0.3510677556049435	0.0004375265684430751
0.35141899895293816	0.0005102356735300046
0.35177059371996156	0.0003990674979594298
0.35212254025760836	0.000440966107211777
0.35247483891782416	0.0007259076560075386
0.35282749005290864	0.0006412903394742099
0.3531804940155126	0.0005067804702193067
0.35353385115863967	0.0004076615621756377
0.3538875618356481	0.0004917450563744777
0.3542416264002475	0.0004936382797681979
0.35459604520650234	0.0004208447023521059
0.35495081860883215	0.0005725654356206935
0.3553059469620101	0.0005577285414255117
0.35566143062116456	0.0007361774363911996
0.3560172699417795	0.0007340183542526657
0.356373465279694	0.0005484451865742279
0.35673001699110324	0.0014681074828271775
0.3570869254325594	0.001614658465217723
0.3574441909609705	0.000830866859973349
0.35780181393360216	0.0008434656498772739
0.3581597947080773	0.0017196965860349657
0.358518133642377	0.0014791815183308986
0.3588768310948406	0.0015151529258470642
0.3592358874241651	0.0005964115458593459
0.3595953029894069	0.0007458642184806559
0.3599550781499817	0.00042883294387220433
0.3603152132656646	0.0005836038457188687
0.3606757086965913	0.0010120280629301456
0.361036564803257	0.0015985612089670688
0.36139778194651695	0.0007682889250595765
0.36175936048758894	0.0006722638085052046
0.36212130078805094	0.0014580020208473166
0.36248360320984374	0.0005756158472050905
0.36284626811526965	0.0004659164348969641
0.36320929586699424	0.0015643042813677588
0.36357268682804506	0.0009286130315051131
0.3639364413618126	0.0006890360037335306
0.36430055983205223	0.000516413129129881
0.364665042602882	0.0009240478897455552
0.3650298900387849	0.0014068935215140236
0.3653951025046079	0.0005232428392404708
0.36576068036556386	0.0005531417366788904
0.3661266239872305	0.0005037707422208091
0.3664929337355513	0.0006325481830476834
0.36685960997683714	0.0007291420521671481
0.3672266530777639	0.0006198696187614991
0.367594063405374	0.0006066371312261078
0.36796184132707804	0.0009758103303192065
0.36832998721065424	0.0009598108415451186
0.3686985014242484	0.0011210003120259672
0.369067384336375	0.0007936735424980747
0.3694366363159162	0.0007046678524400461
0.3698062577321236	0.000571832307024427
0.37017624895461987	0.0006835758261319706
0.370546610353396	0.0013133774725455787
0.3709173422988131	0.0016011228771598256
0.3712884451616033	0.0007002470617582586
0.3716599193128703	0.0007670858089388795
0.3720317651240883	0.002610308742905905
0.3724039829671021	0.0020990161686832384
0.37277657321412927	0.0012422269262771307
0.37314953623776065	0.0012612117777756797
0.3735228724109598	0.0038105421888698057
0.37389658210706284	0.0032639727496452916
0.37427066569977874	0.0013696172051027755
0.3746451235631912	0.003357402211382779
0.3750199560717584	0.004059762559611041
0.3753951636003124	0.0012655282735166628
0.37577074652406117	0.0012343724843037775
0.376146705218588	0.001808690679436062
0.37652304005985093	0.002259959217128823
0.3768997514241862	0.001889882783874383
0.37727683968830467	0.0010039000898858289
0.3776543052292933	0.001207488573392603
0.37803214842461885	0.001089076917415385
0.37841036965212516	0.0009103465069262384
0.37878896929003253	0.001546899902797247
0.37916794771694046	0.001727059593289801
0.37954730531182707	0.0019872673600814443
0.3799270424540503	0.0024941640095709106
0.380307159523348	0.0013214968142407607
0.3806876568998369	0.0016597076140312948
0.3810685349640145	0.0014234162361933683
0.3814497940967586	0.0018563323198542549
0.38183143467932895	0.0028460431667026637
0.3822134570933656	0.004287877396918359
0.3825958617208909	0.004806045122220652
0.38297864894430983	0.003838670142870537
0.3833618191464097	0.004434542348890283
0.3837453727103603	0.0032237020721851153
0.3841293100197161	0.004110303078561901
0.384513631458414	0.002534419023652525
0.38489833741077456	0.0027047865920788432
0.3852834282615044	0.0025321633064134845
0.38566890439569507	0.0037587300753914865
0.3860547661988226	0.006245322103215317
0.3864410140567483	0.002576500220323773
0.38682764835572003	0.002989819279907314
0.38721466948237254	0.004577643896221106
0.38760207782372696	0.0022666510200075084
0.38798987376719146	0.004518350092784039
0.38837805770056205	0.003041099851551569
0.38876663001202283	0.00478282610487787
0.3891555910901462	0.0018240934935227012
0.38954494132389356	0.0022526304049597812
0.38993468110261453	0.002025726782500558
0.3903248108160486	0.0019293603517048096
0.3907153308543252	0.0024514374135813787
0.39110624160796537	0.0016032586359497046
0.3914975434678802	0.0015566760629528076
0.3918892368253715	0.0019747385487101747
0.39228132207213195	0.0037755893504416442
0.3926737996002461	0.002710993783031687
0.39306666980219274	0.005264507041994823
0.39345993307084226	0.00840431453742392
