chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
48.666618,27.3468,21.319794,19.228321,46.575119,68,0
51.934155,27.57063,24.363513,22.694574,50.265203,71,1
53.16363,27.57174,25.591878,24.008271,51.579998,80,2
46.7922,30.11475,16.677459,8.062775,38.177525,91,3
85.149012,58.20456,26.944434,14.593278,72.79787,130,4
51.683502,24.88827,26.795232,14.909349,39.797607,105,5
47.636004,24.72111,22.914873,12.356267,37.077367,102,6
57.898893,27.86154,30.037374,17.714599,45.576119,106,7
55.396302,28.87791,26.518401,15.201781,44.079691,103,8
65.295828,32.23113,33.064686,20.131272,52.3624,106,9
62.185851,32.87061,29.315259,17.36315,50.233753,103,10
65.344851,33.06249,32.282361,19.490968,52.553468,106,11
63.353277,33.49311,29.860191,17.737342,51.230422,104,12
62.219742,33.29973,28.920033,17.002356,50.302092,104,13
61.918935,33.61737,28.301562,16.593318,50.210702,103,14
64.214046,35.58414,28.629918,15.495081,51.079203,105,15
66.86745,29.77635,37.091106,22.296813,52.073171,110,16
69.182646,28.69149,40.491171,25.190326,53.881805,111,17
78.10764,29.43594,48.671703,31.789842,61.225787,115,18
78.69459,30.7878,47.906793,31.43231,62.220125,113,19
80.877888,31.25922,49.618665,32.920559,64.179793,114,20
78.019695,31.22262,46.797093,30.67421,61.896819,113,21
78.366483,31.53648,46.830006,30.855384,62.391842,113,22
76.575876,31.22268,45.353223,29.558494,60.781158,113,23
77.273547,31.61061,45.662931,29.978053,61.588646,112,24
92.073969,26.73984,65.33415,63.129374,89.869189,24,25
76.658985,27.7953,48.863673,46.792753,74.588078,34,26
57.710055,24.222,33.488082,31.410575,55.632571,43,27
48.97932,24.07308,24.906249,22.813007,46.886104,58,28
90.486318,26.52528,63.961047,61.803994,88.329249,25,29
75.231156,27.11697,48.114189,46.16535,73.282311,34,30
58.478979,23.99361,34.485345,32.744327,56.737946,45,31
50.829675,23.87697,26.952714,25.274627,49.151577,61,32
77.609415,25.40568,52.203726,50.25552,75.661189,30,33
64.68072,24.77088,39.909861,38.139409,62.910286,40,34
52.778115,22.88589,29.892222,28.275618,51.161528,55,35
49.664355,24.24018,25.42419,23.804417,48.044611,74,36
33.758322,23.92674,9.831573,3.646139,27.572881,60,37
85.532733,41.97726,43.555473,30.606926,72.584195,120,38
55.188861,31.37199,23.816862,12.884816,44.25681,104,39
46.209618,30.06927,16.140348,7.526967,37.596218,89,40
62.130276,32.04852,30.081744,17.592211,49.640717,110,41
204.33699,116.59644,87.740541,75.47253,192.068961,156,42
150.732036,105.37731,45.354744,33.007786,138.385069,152,43
108.785196,77.9721,30.813075,18.44115,96.413268,141,44
53.117376,26.82837,26.289018,14.523537,41.351903,103,45
47.731164,25.55721,22.173948,11.789806,37.347023,99,46
52.719849,26.36865,26.351181,14.559195,40.927846,103,47
47.442447,25.2879,22.154526,11.730145,37.018056,100,48
52.003419,25.38582,26.617617,14.772303,40.158135,104,49
47.273148,24.83361,22.439529,11.940915,36.774522,101,50
51.683658,24.9708,26.712855,14.844921,39.815737,104,51
85.628829,42.01209,43.616736,30.665194,72.677287,120,52
56.555967,27.08001,29.47599,17.193365,44.273349,104,53
53.277978,27.40923,25.868736,14.61474,42.023971,101,54
56.596566,27.24675,29.349792,17.056144,44.302912,104,55
53.481675,27.75012,25.73154,14.460845,42.210969,101,56
57.06246,27.58482,29.477646,17.168669,44.753498,105,57
54.302547,28.43355,25.869006,14.573993,43.007542,102,58
57.351255,27.81846,29.532789,17.218019,45.036474,105,59
204.339369,116.59872,87.740631,75.4726,192.071329,156,60
63.899043,31.39971,32.499315,19.571741,50.971459,105,61
60.607638,31.86228,28.745379,16.804011,48.666285,103,62
64.244388,31.69356,32.55084,19.621259,51.314819,105,63
60.963513,32.1627,28.800783,16.856945,49.019635,103,64
64.781496,32.04564,32.735871,19.804323,51.84995,106,65
61.607013,32.6184,28.988613,17.041626,49.660031,103,66
65.026962,32.21082,32.816169,19.8842,52.095001,106,67
47.276346,24.82821,22.448124,11.94732,36.775521,101,68
65.042679,33.0558,31.986891,19.19484,52.25066,106,69
63.052275,33.48228,29.570013,17.4475,50.92976,104,70
65.075712,33.06018,32.015538,19.22354,52.283701,106,71
63.081603,33.48825,29.593368,17.471608,50.959841,104,72
65.18031,33.06234,32.117958,19.326321,52.38867,106,73
63.183276,33.49221,29.691045,17.570133,51.062368,104,74
65.244387,33.06594,32.178447,19.387032,52.452976,106,75
54.356874,28.40841,25.948476,14.630644,43.039029,102,76
61.931493,33.30654,28.624968,16.707621,50.014158,104,77
61.642581,33.62493,28.017639,16.309797,49.934719,103,78
61.963668,33.30735,28.656324,16.740283,50.047643,104,79
61.66836,33.62481,28.043532,16.337125,49.961951,103,80
62.063313,33.30639,28.756944,16.842462,50.148838,104,81
61.76391,33.62316,28.140723,16.435958,50.059113,103,82
62.122047,33.30582,28.816236,16.901948,50.207779,104,83
61.821318,33.62271,28.198629,16.494233,50.116944,103,84
63.81648,35.17449,28.641996,15.510446,50.684931,105,85
66.905709,29.79906,37.10664,22.311709,52.110763,110,86
63.932388,35.27844,28.653957,15.521933,50.800371,105,87
66.891123,29.78865,37.102455,22.307733,52.096407,110,88
64.147473,35.47668,28.670787,15.5365,51.013195,105,89
66.872403,29.77959,37.092834,22.298871,52.078462,110,90
64.24392,35.5716,28.672326,15.537564,51.109173,105,91
66.868464,29.77746,37.091025,22.297023,52.074466,110,92
69.194346,28.6878,40.506552,25.202401,53.890204,111,93
78.066807,29.38974,48.677076,31.79372,61.183459,115,94
69.178941,28.69305,40.485888,25.182808,53.875848,111,95
78.057915,29.41398,48.643911,31.760757,61.174764,115,96
69.159519,28.69788,40.46166,25.160387,53.858273,111,97
78.049842,29.44314,48.606696,31.724637,61.167771,115,98
69.149262,28.69176,40.457511,25.156418,53.848172,111,99
78.035724,29.43621,48.599523,31.717539,61.153748,115,100
78.655746,30.75933,47.896407,31.42125,62.180572,113,101
80.837055,31.23021,49.60683,32.908106,64.138316,114,102
78.645918,30.77478,47.871144,31.396169,62.170952,113,103
80.822586,31.24539,49.577193,32.878496,64.123886,114,104
78.656448,30.78717,47.869299,31.39479,62.181941,113,105
80.833428,31.25853,49.574907,32.87669,64.135208,114,106
78.66027,30.78786,47.872431,31.397856,62.185715,113,107
