chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
57.66462,42.34536,15.319269,6.27655,48.621885,92,0
53.497392,42.01992,11.477448,4.54489,46.564833,95,1
52.418574,42.5568,9.861777,3.79785,46.354673,107,2
161.989581,46.03542,115.95411,87.54256,133.577992,140,3
161.008458,33.16425,127.84419,96.47449,129.63875,164,4
191.177571,46.50435,144.6732,110.87972,157.384088,145,5
189.376317,44.28114,145.09521,111.32793,155.609087,145,6
202.378878,43.28151,159.09732,123.41371,166.695212,148,7
195.659451,42.23061,153.42885,118.73652,160.967131,146,8
199.625829,44.88348,154.74231,120.23753,165.12101,146,9
188.909721,44.35098,144.55872,111.64167,155.992629,143,10
188.478693,46.47306,142.0056,109.38361,155.856654,143,11
182.46306,46.16712,136.29591,104.63992,150.807079,141,12
179.731617,46.18617,133.54542,102.3232,148.509379,141,13
178.550268,46.07202,132.4782,101.46199,147.533985,140,14
185.232801,50.13039,135.10242,102.51346,152.643833,144,15
203.475675,48.21594,155.25972,119.53011,167.746086,149,16
204.446151,46.4187,158.02749,122.13264,168.551317,148,17
215.211204,45.80112,169.41006,131.81868,177.619832,151,18
217.385532,46.72461,170.66088,133.37898,180.103568,150,19
219.882039,46.38102,173.50101,135.86552,182.246534,151,20
216.206796,46.97046,169.23636,132.29944,179.269847,150,21
217.021623,46.64577,170.37585,133.36001,180.005814,150,22
214.053099,46.77228,167.28084,130.67761,177.449854,149,23
215.891442,46.5639,169.32753,132.49894,179.062832,149,24
66.938859,52.63179,14.307066,9.317238,61.949026,43,25
63.246807,46.5849,16.661889,5.993834,52.578739,82,26
64.328511,46.89807,17.430471,7.030464,53.928536,86,27
61.981062,45.71454,16.266519,6.802411,52.516986,90,28
61.480302,48.2967,13.183605,8.788976,57.085672,47,29
61.622028,47.79981,13.822209,5.025384,52.825196,81,30
61.441185,47.71656,13.724631,5.554542,53.27112,86,31
58.093347,45.63519,12.458169,5.120787,50.755971,92,32
65.908596,56.27934,9.629253,5.444425,61.72377,54,33
63.5037,54.27402,9.229671,3.045637,57.31966,77,34
61.671402,49.73298,11.93841,4.807901,54.540886,96,35
56.499105,45.17049,11.328615,4.53565,49.706133,104,36
142.448709,67.32495,75.123756,50.8018,118.126755,114,37
203.523957,37.78854,165.73545,132.74436,170.532889,159,38
171.361125,41.72163,129.63951,99.0283,140.749924,148,39
160.560387,54.93846,105.62193,79.02636,133.964864,131,40
170.521728,46.05453,124.46721,92.87411,138.928636,143,41
231.858237,31.77243,200.08575,168.73157,200.504036,177,42
184.907892,31.78056,153.12735,121.71642,153.496979,173,43
166.808031,32.67735,134.13069,102.6991,135.376488,166,44
191.871732,47.20494,144.66681,110.83667,158.041652,145,45
189.941544,45.28323,144.65835,110.89708,156.180293,145,46
191.327019,46.97865,144.34839,110.53882,157.517473,145,47
188.53692,44.97474,143.56215,109.81628,154.791054,145,48
191.168484,46.69239,144.4761,110.68925,157.381609,145,49
188.097117,44.57133,143.52579,109.78394,154.355305,145,50
191.056242,46.56666,144.4896,110.71137,157.278046,145,51
203.501922,37.78407,165.71781,132.73113,170.515203,159,52
202.297563,44.01627,158.28129,122.5679,166.584212,147,53
195.390546,43.05141,152.33913,117.63703,160.68841,145,54
200.705973,43.80822,156.89772,121.20227,165.010491,148,55
193.453923,42.82698,150.62697,115.93869,158.765668,145,56
200.168085,43.53216,156.63591,120.95664,164.488791,148,57
192.74307,42.50022,150.24285,115.56538,158.065591,146,58
199.934748,43.33815,156.59658,120.92437,164.262536,148,59
231.852504,31.77219,200.08035,168.72611,200.498338,177,60
198.743337,44.88762,153.85572,119.34097,164.22857,146,61
