chi_full(30),chi_nircam(21),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(28),nircam_offset,run
44.79009,23.470293,21.319794,19.228321,42.698628,67,0
49.34271,24.979185,24.363513,22.694574,47.673752,70,1
55.7433,30.151401,25.591878,24.008271,54.159672,80,2
54.26382,37.586346,16.677459,8.062775,45.649128,91,3
75.66681,48.722373,26.944434,14.593278,63.315644,130,4
54.64668,27.851439,26.795232,14.909349,42.760788,104,5
46.22715,23.312268,22.914873,12.356267,35.668528,101,6
57.20169,27.164319,30.037374,17.714599,44.878932,105,7
52.24635,25.727961,26.518401,15.201781,40.929728,103,8
67.0923,34.027623,33.064686,20.131272,54.158888,106,9
62.81634,33.501069,29.315259,17.36315,50.86424,103,10
72.21969,39.937338,32.282361,19.490968,59.42832,106,11
70.16847,40.308282,29.860191,17.737342,58.045624,104,12
69.09639,40.176381,28.920033,17.002356,57.178716,103,13
68.84007,40.538505,28.301562,16.593318,57.131816,103,14
75.56121,46.931304,28.629918,15.495081,62.426392,105,15
74.37387,37.28277,37.091106,22.296813,59.579576,110,16
73.21566,32.724489,40.491171,25.190326,57.914808,111,17
79.41495,30.743244,48.671703,31.789842,62.533072,115,18
83.00175,35.094969,47.906793,31.43231,66.527272,113,19
84.57147,34.952799,49.618665,32.920559,67.873344,114,20
84.50349,37.706403,46.797093,30.67421,68.38062,113,21
84.64419,37.814196,46.830006,30.855384,68.66958,113,22
82.8975,37.544283,45.353223,29.558494,67.102784,112,23
83.48715,37.824234,45.662931,29.978053,67.80228,112,24
80.95977,15.625617,65.33415,63.129374,78.754984,24,25
67.47009,18.606399,48.863673,46.792753,65.399152,33,26
51.82368,18.335604,33.488082,31.410575,49.746172,43,27
47.0988,22.192548,24.906249,22.813007,45.005548,58,28
79.60893,15.647877,63.961047,61.803994,77.451864,25,29
66.33117,18.216996,48.114189,46.16535,64.38236,34,30
52.87545,18.390099,34.485345,32.744327,51.134412,44,31
49.69173,22.73901,26.952714,25.274627,48.013616,61,32
68.15523,15.951516,52.203726,50.25552,66.207036,30,33
57.42939,17.519544,39.909861,38.139409,55.65896,40,34
49.67574,19.783512,29.892222,28.275618,48.059116,55,35
52.27725,26.853078,25.42419,23.804417,50.657488,73,36
35.80971,25.978134,9.831573,3.646139,29.62428,60,37
83.57796,40.022493,43.555473,30.606926,70.629412,121,38
58.72065,34.903785,23.816862,12.884816,47.788608,104,39
55.83573,39.695376,16.140348,7.526967,47.222336,89,40
65.77434,35.692587,30.081744,17.592211,53.284812,110,41
172.50327,84.76272,87.740541,75.47253,160.235236,156,42
123.12528,77.770518,45.354744,33.007786,110.778304,153,43
91.4358,60.622737,30.813075,18.44115,79.06388,142,44
58.02216,31.733163,26.289018,14.523537,46.2567,103,45
49.30629,27.132336,22.173948,11.789806,38.922128,99,46
57.22362,30.872436,26.351181,14.559195,45.431652,103,47
48.38016,26.22564,22.154526,11.730145,37.955764,99,48
55.61817,29.000538,26.617617,14.772303,43.772848,104,49
46.85931,24.419766,22.439529,11.940915,36.360688,101,50
54.77214,28.059297,26.712855,14.844921,42.904204,104,51
83.65206,40.035324,43.616736,30.665194,70.700532,121,52
57.74574,28.269759,29.47599,17.193365,45.463124,104,53
52.32678,26.458068,25.868736,14.61474,41.072808,101,54
57.25248,27.902679,29.349792,17.056144,44.958844,104,55
51.91386,26.182317,25.73154,14.460845,40.643176,101,56
56.8833,27.405651,29.477646,17.168669,44.57432,105,57
51.7521,25.883109,25.869006,14.573993,40.457116,102,58
56.75229,27.219507,29.532789,17.218019,44.43754,105,59
172.50507,84.764442,87.740631,75.4726,160.237056,156,60
66.00378,33.504471,32.499315,19.571741,53.076212,105,61
61.60347,32.85807,28.745379,16.804011,49.662088,102,62
66.26163,33.710796,32.55084,19.621259,53.332048,105,63
61.87479,33.073992,28.800783,16.856945,49.930944,103,64
66.6558,33.919914,32.735871,19.804323,53.724244,106,65
62.33742,33.348798,28.988613,17.041626,50.390424,103,66
66.84153,34.025355,32.816169,19.8842,53.909548,106,67
46.87137,24.423252,22.448124,11.94732,36.370572,101,68
71.90958,39.922701,31.986891,19.19484,59.11752,106,69
69.85791,40.287891,29.570013,17.4475,57.735384,104,70
71.93754,39.922008,32.015538,19.22354,59.145548,106,71
69.88212,40.288752,29.593368,17.471608,57.76036,104,72
72.0459,39.92793,32.117958,19.326321,59.254244,106,73
69.98799,40.296963,29.691045,17.570133,57.867096,104,74
72.11538,39.936939,32.178447,19.387032,59.323964,106,75
51.82128,25.872798,25.948476,14.630644,40.503456,102,76
68.81031,40.185327,28.624968,16.707621,56.892948,103,77
68.56554,40.547913,28.017639,16.309797,56.857696,103,78
68.84259,40.186272,28.656324,16.740283,56.926548,103,79
