chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
52.306683,30.98691,21.319794,19.228321,50.215216,70,0
55.383354,31.01985,24.363513,22.694574,53.714417,73,1
56.121234,30.52935,25.591878,24.008271,54.53763,83,2
50.292996,33.61554,16.677459,8.062775,41.678317,95,3
78.793923,51.84951,26.944434,14.593278,66.442787,132,4
56.8074,30.01218,26.795232,14.909349,44.921515,107,5
52.839696,29.92482,22.914873,12.356267,42.281084,104,6
62.111673,32.07429,30.037374,17.714599,49.788902,108,7
59.263269,32.74488,26.518401,15.201781,47.946672,105,8
67.789839,34.72515,33.064686,20.131272,54.856422,109,9
64.375155,35.05992,29.315259,17.36315,52.42308,106,10
66.873378,34.59102,32.282361,19.490968,54.081975,109,11
64.600458,34.74027,29.860191,17.737342,52.477618,107,12
63.542427,34.6224,28.920033,17.002356,51.624731,107,13
63.044943,34.74339,28.301562,16.593318,51.336723,106,14
65.260689,36.63078,28.629918,15.495081,52.125859,108,15
70.172973,33.08187,37.091106,22.296813,55.378677,113,16
73.045518,32.55435,40.491171,25.190326,57.744679,114,17
81.831789,33.16008,48.671703,31.789842,64.949948,117,18
81.769818,33.86304,47.906793,31.43231,65.295343,116,19
83.783934,34.16526,49.618665,32.920559,67.08581,116,20
80.666898,33.86982,46.797093,30.67421,64.544021,116,21
80.829489,33.99948,46.830006,30.855384,64.854858,116,22
79.186263,33.83307,45.353223,29.558494,63.391545,115,23
79.666977,34.00404,45.662931,29.978053,63.982102,115,24
96.250479,30.91632,65.33415,63.129374,94.045712,27,25
81.328806,32.46513,48.863673,46.792753,79.257885,36,26
63.194586,29.70651,33.488082,31.410575,61.117081,46,27
54.064374,29.15811,24.906249,22.813007,51.971125,61,28
94.776084,30.81504,63.961047,61.803994,92.619029,27,29
80.097381,31.98321,48.114189,46.16535,78.148551,37,30
64.076025,29.59068,34.485345,32.744327,62.33501,47,31
55.925454,28.97277,26.952714,25.274627,54.247365,64,32
82.46784,30.26412,52.203726,50.25552,80.519622,33,33
70.117749,30.2079,39.909861,38.139409,68.347288,43,34
58.739889,28.84767,29.892222,28.275618,57.123301,58,35
54.213471,28.78926,25.42419,23.804417,52.593687,76,36
40.555086,30.72354,9.831573,3.646139,34.36967,64,37
84.60543,41.04996,43.555473,30.606926,71.656864,123,38
58.283043,34.46616,23.816862,12.884816,47.350972,107,39
49.799256,33.65892,16.140348,7.526967,41.185884,92,40
64.470666,34.38894,30.081744,17.592211,51.981152,113,41
179.009376,91.26882,87.740541,75.47253,166.741351,157,42
129.02565,83.67093,45.354744,33.007786,116.678686,153,43
96.015465,65.20239,30.813075,18.44115,83.643569,143,44
57.513417,31.22442,26.289018,14.523537,45.747947,106,45
52.605189,30.43122,22.173948,11.789806,42.221033,102,46
57.295212,30.94401,26.351181,14.559195,45.503229,106,47
52.414908,30.2604,22.154526,11.730145,41.990523,102,48
56.944407,30.32679,26.617617,14.772303,45.099078,107,49
52.434681,29.99517,22.439529,11.940915,41.936096,103,50
56.768634,30.0558,26.712855,14.844921,44.900721,107,51
84.684795,41.06808,43.616736,30.665194,71.733269,123,52
60.979308,31.50333,29.47599,17.193365,48.696699,107,53
57.551208,31.68249,25.868736,14.61474,46.297212,103,54
60.95154,31.60176,29.349792,17.056144,48.657886,107,55
57.627453,31.89591,25.73154,14.460845,46.356745,104,56
61.34427,31.86663,29.477646,17.168669,49.035286,108,57
58.246773,32.3778,25.869006,14.573993,46.951779,105,58
61.557834,32.02506,29.532789,17.218019,49.243078,108,59
179.01117,91.27053,87.740631,75.4726,166.743127,157,60
66.627327,34.12803,32.499315,19.571741,53.699765,108,61
63.089832,34.34445,28.745379,16.804011,51.148467,105,62
66.862185,34.31133,32.55084,19.621259,53.932606,108,63
63.3789,34.57812,28.800783,16.856945,51.435069,105,64
67.317198,34.5813,32.735871,19.804323,54.385634,108,65
63.875916,34.8873,28.988613,17.041626,51.928908,106,66
67.527018,34.71084,32.816169,19.8842,54.595054,109,67
52.442208,29.99409,22.448124,11.94732,41.941387,103,68
66.577602,34.59072,31.986891,19.19484,53.785568,109,69
64.308777,34.73877,29.570013,17.4475,52.18628,107,70
66.609738,34.5942,32.015538,19.22354,53.817758,109,71
64.335882,34.74252,29.593368,17.471608,52.214141,107,72
66.711762,34.59378,32.117958,19.326321,53.9201,109,73
64.433343,34.74228,29.691045,17.570133,52.312413,107,74
66.772836,34.59438,32.178447,19.387032,53.981409,109,75
58.312566,32.36409,25.948476,14.630644,46.994736,105,76
63.250668,34.62567,28.624968,16.707621,51.333319,107,77
62.764728,34.74708,28.017639,16.309797,51.056892,106,78
63.282687,34.62636,28.656324,16.740283,51.366619,107,79
62.790702,34.74717,28.043532,16.337125,51.084272,106,80
63.382995,34.62606,28.756944,16.842462,51.468517,107,81
62.887188,34.74648,28.140723,16.435958,51.182433,106,82
63.442041,34.62582,28.816236,16.901948,51.527754,107,83
