chi,chi_nircam,chi_miri,chi_reduced,chi_reduced_full,offset,offset_reduced_full,run
1.416828,1.070373,2.57168,1.697776,1.189071,98,98,2025
1.417492,1.058608,2.613771,1.751892,1.18977,98,98,2026
1.353258,1.027306,2.439762,1.534185,1.123202,97,97,2027
1.312681,0.976858,2.432091,1.497014,1.075266,97,97,2028
1.345098,1.030519,2.393694,1.507094,1.120682,96,96,2029
1.307109,0.961508,2.459113,1.510421,1.065356,98,98,2030
1.343329,1.034237,2.373632,1.497787,1.121936,96,96,2031
1.308093,0.958376,2.473816,1.524695,1.065518,98,98,2032
1.418604,1.069721,2.581545,1.708966,1.190659,98,98,2033
1.415538,1.058121,2.606926,1.748054,1.188649,98,98,2034
1.353047,1.024789,2.447237,1.540259,1.122311,97,97,2035
1.309512,0.975624,2.422471,1.490044,1.072947,97,97,2036
1.345575,1.027064,2.407279,1.517297,1.119811,96,96,2037
1.303731,0.960261,2.44863,1.502479,1.062843,98,98,2038
1.343898,1.030098,2.389898,1.510013,1.120893,96,96,2039
1.304611,0.956907,2.463623,1.517032,1.062876,98,98,2040
1.419932,1.069222,2.588965,1.717598,1.191888,98,98,2041
1.413953,1.057754,2.601285,1.744942,1.187762,98,98,2042
1.352752,1.022814,2.452543,1.544565,1.121524,97,97,2043
1.306885,0.974678,2.414239,1.483959,1.071029,97,97,2044
1.345763,1.024204,2.417625,1.525078,1.118964,97,97,2045
1.300737,0.959147,2.439368,1.495361,1.060593,97,97,2046
1.344347,1.026887,2.402544,1.519561,1.120096,96,96,2047
1.301723,0.955814,2.454753,1.510318,1.06072,98,98,2048
1.420954,1.068826,2.594712,1.72445,1.192863,98,98,2049
1.412623,1.057467,2.596479,1.742262,1.187023,98,98,2050
1.352361,1.021201,2.456225,1.547554,1.120782,97,97,2051
1.30464,0.973914,2.407058,1.478603,1.069396,97,97,2052
1.345592,1.02155,2.425729,1.531156,1.117962,97,97,2053
1.298105,0.958067,2.431564,1.489422,1.058594,97,97,2054
1.344658,1.0243,2.412517,1.527099,1.119424,96,96,2055
1.299221,0.954933,2.446847,1.504324,1.058872,98,98,2056
1.422023,1.068356,2.600911,1.732115,1.193932,98,98,2057
1.411051,1.057146,2.590734,1.739168,1.186177,98,98,2058
1.351799,1.019247,2.460309,1.550926,1.119835,97,97,2059
1.301876,0.973041,2.397996,1.47181,1.067402,97,97,2060
1.345261,1.018396,2.43481,1.53791,1.116683,97,97,2061
1.294744,0.956764,2.421345,1.481604,1.056058,97,97,2062
1.344828,1.021053,2.424079,1.535847,1.118446,97,97,2063
1.295819,0.953603,2.43654,1.496507,1.056315,97,97,2064
1.424192,1.066119,2.617768,1.758965,1.197198,98,98,2065
1.402865,1.056081,2.558812,1.721103,1.181896,98,98,2066
1.344917,1.009655,2.462455,1.552052,1.112271,97,97,2067
1.287411,0.969687,2.346492,1.432773,1.057298,97,97,2068
1.340243,1.003323,2.46331,1.557695,1.108205,97,97,2069
1.276278,0.951447,2.359047,1.433424,1.042632,97,97,2070
1.340931,1.003407,2.466011,1.566693,1.109974,97,97,2071
1.276299,0.947239,2.373164,1.448291,1.042033,97,97,2072
1.422726,1.065397,2.61382,1.759231,1.196663,98,98,2073
1.399754,1.055661,2.546727,1.713486,1.180115,97,97,2074
1.340141,1.00644,2.452481,1.543061,1.107962,97,97,2075
1.282129,0.968724,2.326814,1.417392,1.053607,96,96,2076
1.335824,0.998269,2.461007,1.55397,1.103402,97,97,2077
1.269296,0.950299,2.33262,1.412405,1.037725,97,97,2078
1.336948,0.997532,2.468333,1.566849,1.105241,97,97,2079
1.268614,0.945734,2.344877,1.42593,1.036582,97,97,2080
1.399187,1.064021,2.516407,1.645586,1.174047,98,98,2081
1.387759,1.053258,2.502761,1.649216,1.166007,98,98,2082
1.333861,1.016965,2.390181,1.482982,1.105131,97,97,2083
1.282869,0.968801,2.329759,1.405972,1.051509,97,97,2084
1.329062,1.016201,2.371931,1.47651,1.103286,96,96,2085
1.274477,0.950535,2.354284,1.416095,1.038614,97,97,2086
1.329808,1.019015,2.365786,1.477971,1.105844,96,96,2087
1.27601,0.948174,2.368796,1.429699,1.039274,97,97,2088
1.399393,1.063567,2.518814,1.648994,1.174324,98,98,2089
1.386332,1.053104,2.497093,1.645557,1.16519,98,98,2090
1.332887,1.015447,2.391022,1.483504,1.103998,97,97,2091
1.280801,0.96815,2.322972,1.401092,1.050058,97,97,2092
1.328207,1.014161,2.375027,1.478301,1.101972,96,96,2093
1.272003,0.949577,2.346755,1.410472,1.036774,97,97,2094
1.328988,1.016754,2.36977,1.4804,1.104471,96,96,2095
1.273477,0.947126,2.361313,1.424147,1.037373,97,97,2096
1.399625,1.062836,2.522254,1.65428,1.174731,98,98,2097
1.383936,1.052899,2.487392,1.639343,1.163848,98,98,2098
1.331062,1.012905,2.391587,1.483654,1.101966,97,97,2099
1.277157,0.967091,2.31071,1.392202,1.047517,97,97,2100
1.326593,1.010773,2.379327,1.480627,1.099664,96,96,2101
1.267682,0.948055,2.333102,1.400228,1.033602,97,97,2102
1.327495,1.012983,2.37587,1.484038,1.102101,96,96,2103
1.269071,0.945459,2.347777,1.414078,1.034117,97,97,2104
1.399664,1.062266,2.524324,1.658007,1.174974,98,98,2105
1.381992,1.052782,2.479357,1.634234,1.162786,98,98,2106
1.329405,1.01088,2.391157,1.483039,1.100207,97,97,2107
1.274195,0.966315,2.300461,1.38476,1.04548,97,97,2108
1.325147,1.008027,2.382213,1.482064,1.09771,96,96,2109
1.264139,0.946905,2.321586,1.391592,1.031035,97,97,2110
1.326123,1.00994,2.380066,1.486429,1.100087,96,96,2111
1.265458,0.944184,2.336373,1.405551,1.03147,97,97,2112
1.399587,1.061822,2.525471,1.660641,1.175112,98,98,2113
1.380442,1.05272,2.472851,1.63016,1.161965,97,97,2114
1.327882,1.009214,2.390109,1.481969,1.098654,97,97,2115
1.271683,0.965725,2.291543,1.378216,1.043764,97,97,2116
1.323755,1.005753,2.383762,1.482572,1.095962,96,96,2117
1.261165,0.946027,2.311626,1.384064,1.028899,97,97,2118
1.324877,1.007419,2.383069,1.488051,1.098349,96,96,2119
1.262306,0.943171,2.326087,1.397856,1.029192,97,97,2120
1.399362,1.061286,2.526282,1.663404,1.1752,98,98,2121
1.37819,1.052235,2.464706,1.6251,1.160615,97,97,2122
1.325886,1.007204,2.388156,1.480149,1.09668,97,97,2123
1.268181,0.964536,2.280332,1.369967,1.041239,96,96,2124
1.321877,1.002949,2.38497,1.482634,1.0937,97,97,2125
1.257289,0.944813,2.298876,1.374471,1.0261,96,96,2126
1.323081,1.004312,2.385642,1.48915,1.096038,96,96,2127
1.258385,0.94199,2.313032,1.388143,1.026398,96,96,2128
1.394446,1.058673,2.513689,1.663414,1.173084,97,97,2129
1.36667,1.050476,2.420648,1.597339,1.153937,97,97,2130
1.311609,0.997382,2.359035,1.454788,1.083918,97,97,2131
1.250046,0.959608,2.218174,1.323972,1.028542,96,96,2132
1.306875,0.988078,2.36953,1.46512,1.078329,97,97,2133
1.234485,0.938033,2.222659,1.317171,1.009762,96,96,2134
1.308982,0.988011,2.378887,1.478696,1.080843,96,96,2135
1.234575,0.934512,2.234783,1.330079,1.009349,96,96,2136
1.390315,1.057586,2.499411,1.65438,1.170493,97,97,2137
1.362797,1.050195,2.404806,1.586841,1.151722,97,97,2138
1.304339,0.994244,2.337988,1.436638,1.07794,97,97,2139
1.243696,0.958533,2.194238,1.305864,1.024244,96,96,2140
1.298389,0.982679,2.350758,1.447576,1.070632,96,96,2141
1.225708,0.936126,2.190983,1.292968,1.003636,95,95,2142
1.300487,0.981894,2.362464,1.463024,1.072918,96,96,2143
1.225125,0.932258,2.201348,1.304783,1.002736,95,95,2144
1.005358,1.008325,0.995468,0.347905,0.883381,76,76,2145
1.092735,1.018113,1.341477,1.034642,1.02124,76,76,2146
1.104016,1.072912,1.207696,0.674047,0.997451,83,83,2147
1.235195,1.145774,1.533264,0.82137,1.0844,90,90,2148
1.008445,1.013212,0.992555,0.34849,0.887454,76,76,2149
1.093961,1.019553,1.341988,1.035181,1.02251,76,76,2150
1.104135,1.073292,1.206945,0.673538,0.997663,83,83,2151
1.234028,1.145115,1.530404,0.818561,1.083335,90,90,2152
1.01313,1.019834,0.990785,0.35225,0.893534,75,75,2153
1.096726,1.022796,1.343158,1.036408,1.025371,76,76,2154
1.106441,1.076469,1.206347,0.673548,1.000241,83,83,2155
1.235415,1.148163,1.526253,0.814961,1.085125,90,90,2156
1.067796,1.097424,0.969036,0.329859,0.952209,79,79,2157
1.0984,1.02464,1.344264,1.037567,1.027086,76,76,2158
1.108193,1.0786,1.206837,0.674799,1.002205,83,83,2159
1.236718,1.150687,1.523491,0.812816,1.086765,90,90,2160
1.068485,1.099134,0.966321,0.332783,0.954149,78,78,2161
1.099326,1.025589,1.345118,1.03854,1.028039,76,76,2162
1.109361,1.079723,1.208154,0.676907,1.003515,83,83,2163
1.237433,1.152109,1.521845,0.811978,1.08776,90,90,2164
1.064961,1.094778,0.965571,0.338828,0.95176,77,77,2165
1.099938,1.025991,1.346427,1.039944,1.028631,76,76,2166
1.11018,1.080131,1.210343,0.680169,1.004462,83,83,2167
1.237888,1.152724,1.521769,0.813086,1.088468,90,90,2168
1.017144,1.02744,0.982824,0.364571,0.902033,73,73,2169
1.098003,1.021274,1.353765,1.048205,1.026369,76,76,2170
1.108179,1.073961,1.222239,0.696435,1.002538,83,83,2171
1.234883,1.145516,1.532773,0.830305,1.085882,90,90,2172
0.982785,0.976,1.0054,0.363426,0.860108,72,72,2173
1.097017,1.019466,1.355519,1.050114,1.025264,76,76,2174
1.107392,1.072098,1.225039,0.700071,1.001715,83,83,2175
1.234216,1.143707,1.535911,0.834759,1.085258,89,89,2176
1.009631,1.006363,1.020526,0.407226,0.893012,75,75,2177
1.097288,1.018025,1.361497,1.060428,1.026047,76,76,2178
1.10376,1.072165,1.209077,0.677803,0.997556,83,83,2179
1.232431,1.145085,1.523587,0.816456,1.082912,90,90,2180
1.011057,1.01068,1.012312,0.400899,0.895316,75,75,2181
1.098242,1.019446,1.360892,1.059529,1.02703,76,76,2182
1.103882,1.072565,1.208273,0.677216,0.997769,83,83,2183
1.231364,1.1445,1.520912,0.813858,1.081946,90,90,2184
1.014319,1.018326,1.000962,0.393579,0.90013,75,75,2185
1.100581,1.022695,1.360202,1.058406,1.029451,76,76,2186
1.106112,1.075729,1.207388,0.676913,1.000277,83,83,2187
1.232833,1.147638,1.516813,0.810414,1.083839,90,90,2188
1.068913,1.099013,0.968581,0.354946,0.958244,78,78,2189
1.101945,1.024537,1.359972,1.057855,1.03084,76,76,2190
1.10783,1.077911,1.20756,0.677765,1.002207,83,83,2191
1.23412,1.150197,1.513865,0.808222,1.085499,89,89,2192
1.06934,1.102167,0.959918,0.350831,0.960022,78,78,2193
1.102671,1.025486,1.359955,1.057681,1.031577,76,76,2194
1.108914,1.07904,1.208494,0.679445,1.00344,83,83,2195
1.234871,1.151663,1.51223,0.807414,1.086535,89,89,2196
1.066332,1.100414,0.952723,0.349527,0.958355,77,77,2197
1.103101,1.025884,1.360492,1.058082,1.031975,76,76,2198
1.10962,1.079432,1.210245,0.682193,1.004279,83,83,2199
1.23527,1.152308,1.51181,0.80835,1.087235,89,89,2200
1.024733,1.043878,0.960916,0.366937,0.915808,73,73,2201
1.100743,1.021148,1.366058,1.064006,1.029256,76,76,2202
1.107625,1.073351,1.221869,0.697991,1.002337,83,83,2203
1.231671,1.144643,1.521765,0.824559,1.084086,89,89,2204
1.010033,1.02278,0.967543,0.372174,0.899693,73,73,2205
1.099709,1.019343,1.367593,1.06566,1.028106,76,76,2206
1.10681,1.071487,1.224556,0.701549,1.001498,83,83,2207
1.230848,1.142716,1.524619,0.8288,1.083327,89,89,2208
1.094194,1.166449,0.853342,0.524819,1.04506,78,78,2209
1.171577,1.022225,1.669414,1.499897,1.112596,75,75,2210
1.090748,1.052381,1.218639,0.790528,1.002841,80,80,2211
1.144708,1.108734,1.264624,0.710164,1.033328,85,85,2212
1.102764,1.181827,0.839222,0.512596,1.055216,78,78,2213
1.17217,1.024114,1.665689,1.494964,1.113194,75,75,2214
1.091055,1.05321,1.217205,0.78894,1.003213,80,80,2215
1.144914,1.109637,1.262503,0.707919,1.033636,85,85,2216
1.123497,1.215424,0.817072,0.495623,1.079246,78,78,2217
1.174318,1.028373,1.660801,1.488482,1.115421,75,75,2218
1.093532,1.057055,1.215123,0.786924,1.005949,80,80,2219
1.148423,1.115174,1.259252,0.704856,1.037546,85,85,2220
1.140448,1.242015,0.801893,0.486181,1.099019,78,78,2221
1.175594,1.030916,1.657855,1.484541,1.116737,75,75,2222
1.095304,1.059655,1.214133,0.786191,1.007919,80,80,2223
1.150737,1.11874,1.257394,0.703517,1.040185,85,85,2224
1.152064,1.259742,0.793139,0.483272,1.112842,77,77,2225
1.176212,1.032191,1.656283,1.482263,1.11734,75,75,2226
1.09633,1.060949,1.214268,0.786784,1.00908,80,80,2227
1.151987,1.120732,1.256167,0.702746,1.041654,85,85,2228
1.159252,1.269917,0.790368,0.488468,1.122076,77,77,2229
1.176238,1.032722,1.654625,1.479964,1.117335,75,75,2230
1.097118,1.061456,1.21599,0.789412,1.009988,80,80,2231
1.152337,1.121453,1.255284,0.702516,1.042195,85,85,2232
1.130541,1.221983,0.825733,0.538454,1.092667,74,74,2233
1.171392,1.026603,1.654022,1.477749,1.111955,75,75,2234
1.094612,1.054367,1.22876,0.806693,1.00751,80,80,2235
1.145106,1.111173,1.258216,0.708793,1.035047,85,85,2236
1.122393,1.209348,0.832545,0.545774,1.083807,73,73,2237
1.169727,1.024241,1.654682,1.478203,1.110126,75,75,2238
1.0935,1.052004,1.231819,0.810763,1.006364,80,80,2239
1.142762,1.107659,1.259775,0.711179,1.032649,85,85,2240
2.226328,1.033921,6.201016,7.284484,2.21646,94,94,2241
1.825078,1.225267,3.82445,4.371998,1.820594,75,75,2242
1.391722,1.051516,2.525745,2.605347,1.345484,77,77,2243
1.125891,1.035599,1.426862,1.036702,1.035808,81,81,2244
2.214716,1.128696,5.834783,6.813155,2.204135,95,95,2245
1.826976,1.236328,3.795802,4.334911,1.822546,75,75,2246
1.392862,1.058961,2.505862,2.579855,1.346698,77,77,2247
1.127201,1.040139,1.417408,1.025549,1.037379,81,81,2248
2.162229,1.226823,5.280252,6.102852,2.149315,95,95,2249
1.828528,1.25014,3.756488,4.284819,1.824269,76,76,2250
1.396304,1.070888,2.481026,2.549023,1.350535,77,77,2251
1.131287,1.048749,1.406413,1.014697,1.042307,81,81,2252
2.097074,1.278513,4.82561,5.521042,2.081154,95,95,2253
1.82698,1.256389,3.728951,4.249871,1.822723,76,76,2254
1.396645,1.076071,2.465226,2.5297,1.351082,77,77,2255
1.133013,1.051901,1.403386,1.013281,1.044595,81,81,2256
2.024673,1.306676,4.417998,4.998749,2.005176,95,95,2257
1.824764,1.259554,3.708798,4.22417,1.820427,76,76,2258
1.396496,1.078451,2.456647,2.519525,1.351086,77,77,2259
1.133993,1.052902,1.404297,1.016465,1.046008,81,81,2260
1.90283,1.313542,3.867122,4.288587,1.876388,94,94,2261
1.820837,1.261069,3.686733,4.196042,1.816334,76,76,2262
1.395975,1.079263,2.451683,2.514149,1.350728,77,77,2263
1.135179,1.052518,1.410718,1.026845,1.047661,81,81,2264
1.573348,1.184107,2.870816,2.953502,1.518858,90,90,2265
1.796751,1.246371,3.631352,4.124805,1.790939,75,75,2266
1.386486,1.064176,2.460852,2.529269,1.341356,77,77,2267
1.133439,1.035166,1.461015,1.100062,1.047444,80,80,2268
1.525298,1.141864,2.803413,2.855042,1.465979,89,89,2269
1.789912,1.238459,3.628087,4.120593,1.783728,75,75,2270
1.381588,1.055952,2.467038,2.537942,1.336329,77,77,2271
1.130817,1.028137,1.473084,1.1173,1.045006,80,80,2272
3.139095,0.771817,11.03002,13.33161,3.147993,100,100,2273
3.07755,2.039287,6.538427,7.715559,3.113176,84,84,2274
2.745151,1.827242,5.80485,6.701313,2.749363,86,86,2275
2.542965,1.713149,5.309019,5.909187,2.506994,90,90,2276
3.209504,1.160605,10.03916,12.04925,3.220619,102,102,2277
3.092432,2.073575,6.488623,7.6548,3.129482,84,84,2278
2.77855,1.888721,5.744645,6.627673,2.785279,86,86,2279
2.63455,1.865966,5.196496,5.770946,2.604746,91,91,2280
3.15371,1.437902,8.873068,10.54694,3.161234,102,102,2281
3.11365,2.117912,6.432775,7.583629,3.151967,84,84,2282
2.813648,1.95541,5.674441,6.540571,2.822873,86,86,2283
2.673038,1.960957,5.046643,5.586942,2.646954,91,91,2284
3.083999,1.609047,8.000504,9.429032,3.088504,101,101,2285
3.127101,2.146612,6.395396,7.534314,3.165907,84,84,2286
2.834945,1.996239,5.630633,6.485299,2.84552,86,86,2287
2.68058,1.999523,4.950768,5.469466,2.655999,91,91,2288
2.997491,1.741188,7.185167,8.392463,2.999537,99,99,2289
3.135749,2.165771,6.36901,7.498657,3.174696,84,84,2290
2.849423,2.023087,5.603875,6.450932,2.860787,86,86,2291
2.678688,2.015568,4.88909,5.39395,2.654721,91,91,2292
2.709242,1.855215,5.555999,6.39788,2.714638,94,94,2293
3.143347,2.183852,6.341663,7.460629,3.182161,84,84,2294
2.863505,2.047509,5.583491,6.423856,2.875466,86,86,2295
2.670145,2.019833,4.83785,5.331482,2.646361,91,91,2296
1.781652,1.39772,3.061425,3.451867,1.786343,82,82,2297
3.154314,2.213308,6.291002,7.374849,3.189816,84,84,2298
2.885194,2.074006,5.589152,6.416497,2.895558,85,85,2299
2.572645,1.894429,4.833365,5.331671,2.544718,90,90,2300
1.651823,1.259143,2.960757,3.33505,1.651882,80,80,2301
3.154851,2.211692,6.298711,7.376579,3.188833,84,84,2302
2.882542,2.064459,5.609485,6.435667,2.891444,85,85,2303
2.523287,1.81966,4.868711,5.376392,2.492556,89,89,2304
1.208437,1.116618,1.514503,0.790195,1.054862,91,91,2305
1.17101,1.012109,1.700683,0.765871,0.965523,83,83,2306
1.179282,1.04014,1.643091,1.41469,1.111001,79,79,2307
1.130807,1.027508,1.47514,1.204889,1.061066,77,77,2308
1.11522,1.050213,1.331908,0.866627,1.015481,83,83,2309
1.120518,1.067063,1.298701,0.793571,1.015322,84,84,2310
1.124029,1.071935,1.297677,0.649272,0.991972,87,87,2311
1.198207,1.107155,1.501712,0.793469,1.047809,90,90,2312
1.212327,1.115545,1.534931,0.798216,1.05551,91,91,2313
1.163142,1.006394,1.685639,0.745712,0.957075,83,83,2314
1.177156,1.042041,1.627537,1.393172,1.108471,79,79,2315
1.128636,1.028321,1.46302,1.188877,1.058696,77,77,2316
1.119168,1.054481,1.33479,0.864777,1.018591,83,83,2317
1.120953,1.069132,1.293692,0.787251,1.015803,84,84,2318
1.13371,1.077451,1.32124,0.664534,0.999331,88,88,2319
1.203048,1.110448,1.511717,0.798539,1.051438,90,90,2320
1.218312,1.113658,1.567161,0.812328,1.056649,91,91,2321
1.150906,0.997747,1.661436,0.714733,0.944204,82,82,2322
1.171212,1.043952,1.595409,1.348921,1.101649,78,78,2323
1.124868,1.03014,1.440628,1.158543,1.054432,77,77,2324
1.124999,1.061571,1.336427,0.857216,1.022909,84,84,2325
1.123369,1.074578,1.286007,0.778058,1.01848,84,84,2326
1.153055,1.088456,1.368385,0.696688,1.014337,89,89,2327
1.212783,1.119582,1.52345,0.805174,1.0601,91,91,2328
1.221552,1.110318,1.592332,0.824072,1.056164,91,91,2329
1.14991,0.995581,1.664342,0.710064,0.941564,81,81,2330
1.16253,1.043351,1.55979,1.300349,1.091973,78,78,2331
1.117611,1.029781,1.410377,1.114236,1.045759,77,77,2332
1.127814,1.065882,1.334254,0.845782,1.024241,84,84,2333
1.125113,1.078297,1.28117,0.772599,1.020462,84,84,2334
1.169281,1.096232,1.412778,0.728269,1.026618,89,89,2335
1.220303,1.127319,1.53025,0.809753,1.067239,91,91,2336
1.223362,1.106323,1.613489,0.834354,1.05487,91,91,2337
1.139575,0.987943,1.645015,0.689156,0.931416,81,81,2338
1.155386,1.042363,1.532132,1.262895,1.084085,78,78,2339
1.116677,1.030208,1.404906,1.107438,1.044819,77,77,2340
1.128606,1.068213,1.329918,0.83207,1.023537,84,84,2341
1.12627,1.080639,1.278373,0.769693,1.021811,84,84,2342
1.182343,1.101669,1.451257,0.756424,1.036352,90,90,2343
1.225914,1.133176,1.535043,0.81372,1.072738,91,91,2344
1.224871,1.100347,1.639952,0.847586,1.052527,91,91,2345
1.126481,0.978504,1.619737,0.663601,0.918928,79,79,2346
1.14911,1.041204,1.508799,1.232856,1.077463,78,78,2347
1.115527,1.030103,1.400274,1.102138,1.043731,76,76,2348
1.129598,1.07042,1.326858,0.819285,1.022908,84,84,2349
1.127082,1.08248,1.275756,0.767413,1.022873,84,84,2350
1.195606,1.105789,1.494997,0.787313,1.045536,90,90,2351
1.231477,1.13894,1.539934,0.819039,1.078418,91,91,2352
1.223785,1.062887,1.760115,0.896362,1.031382,89,89,2353
1.066089,0.944385,1.471768,0.538581,0.867611,75,75,2354
1.11268,1.026538,1.39982,1.092153,1.038951,77,77,2355
1.107536,1.022545,1.39084,1.09307,1.035887,76,76,2356
1.119782,1.07129,1.281421,0.752288,1.010938,84,84,2357
1.116864,1.075047,1.256256,0.73654,1.011005,83,83,2358
1.232256,1.125176,1.589188,0.860326,1.07507,91,91,2359
1.235616,1.143193,1.543692,0.829329,1.083813,90,90,2360
1.212471,1.046159,1.766847,0.877149,1.014184,88,88,2361
1.043616,0.935228,1.404911,0.492869,0.851538,73,73,2362
1.106542,1.022418,1.386954,1.07975,1.033265,76,76,2363
1.105651,1.020419,1.389761,1.092579,1.034071,76,76,2364
1.117947,1.072727,1.268679,0.741944,1.010146,84,84,2365
1.115683,1.073776,1.255373,0.737352,1.010128,83,83,2366
1.237312,1.133959,1.581821,0.857133,1.081587,91,91,2367
1.23539,1.144693,1.537712,0.827952,1.084769,90,90,2368
1.277363,1.095364,1.884028,1.071697,1.090886,92,92,2369
1.286799,1.007252,2.21862,1.147351,1.033758,86,86,2370
1.185843,1.040241,1.671182,1.45116,1.117983,79,79,2371
1.136825,1.027626,1.500823,1.238398,1.067502,77,77,2372
1.115962,1.049693,1.336861,0.874571,1.016562,83,83,2373
1.120833,1.066514,1.301899,0.799478,1.015993,84,84,2374
1.1218,1.070969,1.291235,0.645767,0.990526,87,87,2375
1.195272,1.106633,1.490734,0.786697,1.046105,90,90,2376
1.28162,1.094077,1.906763,1.080637,1.091534,92,92,2377
1.281323,1.003863,2.206187,1.128087,1.027365,85,85,2378
1.183255,1.042152,1.653598,1.427032,1.114967,79,79,2379
1.134763,1.028508,1.488947,1.223179,1.065338,77,77,2380
1.119784,1.053927,1.339308,0.872211,1.019548,83,83,2381
1.121193,1.068571,1.296602,0.792714,1.016381,84,84,2382
1.131714,1.076877,1.314505,0.66079,0.998157,88,88,2383
1.199865,1.109322,1.501676,0.792031,1.049294,90,90,2384
1.288194,1.091149,1.945011,1.09673,1.092205,92,92,2385
1.271454,0.997447,2.184812,1.096776,1.016239,85,85,2386
1.176779,1.044149,1.61888,1.379353,1.107566,78,78,2387
1.130639,1.030448,1.464609,1.190619,1.06075,77,77,2388
1.12557,1.061171,1.340235,0.863746,1.02382,84,84,2389
1.123519,1.07405,1.288417,0.78283,1.018954,84,84,2390
1.151008,1.087873,1.361458,0.692685,1.013107,88,88,2391
1.210078,1.118906,1.513982,0.799006,1.058385,91,91,2392
1.29258,1.087431,1.976412,1.110702,1.091833,92,92,2393
1.26213,0.991243,2.165088,1.070241,1.006188,84,84,2394
1.168422,1.043722,1.584087,1.332458,1.098348,78,78,2395
1.122185,1.029824,1.430056,1.140709,1.050802,77,77,2396
1.128374,1.065554,1.337772,0.852147,1.02518,84,84,2397
1.125169,1.077794,1.283085,0.776747,1.02084,84,84,2398
1.166923,1.095229,1.405904,0.724206,1.025036,89,89,2399
1.217512,1.126445,1.521067,0.803811,1.065406,91,91,2400
1.295713,1.083498,2.003099,1.12306,1.090983,92,92,2401
1.254141,0.9861,2.147609,1.047952,0.997802,83,83,2402
1.159658,1.042372,1.55061,1.28682,1.088619,78,78,2403
1.120287,1.030104,1.420896,1.128127,1.048649,77,77,2404
1.128713,1.067717,1.332031,0.836676,1.024007,84,84,2405
1.126234,1.080163,1.279804,0.773335,1.022115,84,84,2406
1.180251,1.100955,1.444571,0.752488,1.035029,90,90,2407
1.223151,1.132328,1.525895,0.80785,1.070941,91,91,2408
1.298626,1.077147,2.036889,1.139357,1.088917,91,91,2409
1.243197,0.978959,2.123989,1.019907,0.986706,83,83,2410
1.153012,1.041176,1.525796,1.25493,1.081616,78,78,2411
1.118833,1.030006,1.414924,1.121103,1.04724,76,76,2412
1.129435,1.069836,1.328098,0.822581,1.023058,84,84,2413
1.127021,1.082041,1.276954,0.770734,1.023145,84,84,2414
1.193703,1.105701,1.487043,0.783076,1.044664,90,90,2415
1.228649,1.138128,1.530385,0.812937,1.076605,91,91,2416
1.307863,1.041551,2.195569,1.209012,1.073233,89,89,2417
1.187218,0.952963,1.96807,0.869198,0.937115,79,79,2418
1.115289,1.026403,1.411575,1.107328,1.041714,77,77,2419
1.110345,1.02245,1.403328,1.109031,1.03883,76,76,2420
1.119538,1.070911,1.281627,0.754673,1.011082,84,84,2421
1.116256,1.074342,1.255969,0.738071,1.010723,83,83,2422
1.229222,1.124972,1.576723,0.85187,1.073304,91,91,2423
1.232352,1.142374,1.532279,0.82178,1.081721,90,90,2424
1.300184,1.0265,2.212465,1.193573,1.058108,88,88,2425
1.164358,0.946899,1.889224,0.803335,0.919738,78,78,2426
1.109059,1.022314,1.39821,1.094369,1.035946,76,76,2427
1.108392,1.020319,1.401969,1.108193,1.036944,76,76,2428
1.117359,1.072145,1.268075,0.742937,1.009862,83,83,2429
1.115091,1.073109,1.255031,0.738754,1.009853,83,83,2430
1.233793,1.132713,1.570728,0.849461,1.079125,90,90,2431
1.232257,1.144036,1.52633,0.82047,1.08282,90,90,2432
1.297321,1.054196,2.107739,1.175202,1.077089,91,91,2433
1.068707,0.94043,1.496295,0.524335,0.86171,76,76,2434
1.300888,1.059481,2.105577,2.044919,1.245915,78,78,2435
1.231835,1.038456,1.876429,1.759455,1.174861,76,76,2436
1.143545,1.035722,1.502952,1.162392,1.059687,81,81,2437
1.132191,1.048446,1.41134,1.029022,1.044772,81,81,2438
1.060703,1.036475,1.141461,0.600181,0.953933,84,84,2439
1.120157,1.07068,1.28508,0.697358,1.000052,86,86,2440
1.294723,1.051458,2.105604,1.162412,1.07245,90,90,2441
1.062321,0.9377,1.477727,0.51182,0.857128,76,76,2442
1.296117,1.061499,2.078175,2.008669,1.240694,78,78,2443
1.228465,1.039737,1.857559,1.735778,1.171421,76,76,2444
1.147179,1.040736,1.501985,1.156638,1.062664,82,82,2445
1.129591,1.050533,1.393118,1.004928,1.041905,81,81,2446
1.0711,1.04389,1.161799,0.613128,0.962394,84,84,2447
1.124178,1.076301,1.283766,0.69238,1.003668,86,86,2448
1.288319,1.04555,2.097548,1.137463,1.062939,90,90,2449
1.05142,0.932878,1.446562,0.492249,0.849516,75,75,2450
1.286094,1.063866,2.026856,1.940481,1.229712,78,78,2451
1.222443,1.042046,1.823769,1.691971,1.165004,76,76,2452
1.151625,1.048786,1.494422,1.138492,1.065757,82,82,2453
1.128866,1.056113,1.371379,0.977375,1.041216,81,81,2454
1.090271,1.056782,1.201901,0.639534,0.977843,85,85,2455
1.132049,1.087572,1.280307,0.684805,1.011373,86,86,2456
1.28202,1.040613,2.086711,1.113883,1.054475,89,89,2457
1.042871,0.929164,1.421893,0.478011,0.843811,74,74,2458
1.275699,1.063589,1.982732,1.881825,1.21839,78,78,2459
1.217105,1.042776,1.798199,1.658614,1.159286,76,76,2460
