chi,chi_nircam,chi_miri,chi_reduced,chi_reduced_full,offset,offset_reduced_full,run
2.043426,1.389364,4.223633,5.297629,2.128765,27,27,7294
1.542085,1.102484,3.007422,3.696529,1.593249,67,67,7295
1.549926,1.143527,2.904588,3.553605,1.599488,68,68,7296
1.964728,1.938971,2.050584,2.472199,2.039852,36,36,7297
1.696279,1.459704,2.484862,2.974475,1.746282,30,30,7298
1.596383,1.34245,2.442826,2.923401,1.641549,30,30,7299
1.580111,1.298612,2.518438,3.022406,1.624735,30,30,7300
1.675068,1.301614,2.919914,3.528963,1.723004,29,29,7301
2.400925,2.627695,1.645025,0.870446,2.295243,52,52,7302
2.018201,2.204356,1.397684,1.346819,2.042119,91,91,7303
1.991572,2.161944,1.423664,1.385989,2.015142,90,90,7304
1.262624,0.882817,2.528646,2.891102,1.262763,66,66,7305
1.259853,0.883294,2.515051,2.870515,1.259254,66,66,7306
1.259773,0.883484,2.514071,2.868476,1.259023,66,66,7307
1.259801,0.883524,2.514058,2.868324,1.259027,66,66,7308
1.341173,0.956993,2.621771,3.018213,1.346954,58,58,7309
1.338536,0.958691,2.604686,2.992879,1.343537,58,58,7310
1.338176,0.958839,2.602632,2.989412,1.343002,58,58,7311
1.33815,0.958851,2.60248,2.989094,1.342951,58,58,7312
1.397582,1.018574,2.660943,3.078532,1.408296,55,55,7313
1.394552,1.021677,2.637466,3.044445,1.404363,55,55,7314
1.393787,1.022009,2.633049,3.037874,1.403389,55,55,7315
1.393699,1.022045,2.632544,3.037102,1.403272,55,55,7316
1.429295,1.05148,2.688677,3.122229,1.443244,54,54,7317
1.425147,1.054955,2.659121,3.079771,1.438029,54,54,7318
1.423994,1.055207,2.653285,3.071381,1.436645,54,54,7319
1.423842,1.055226,2.652561,3.070332,1.436462,54,54,7320
1.455923,1.074525,2.72725,3.18065,1.472981,53,53,7321
1.450596,1.078924,2.689502,3.126821,1.466364,53,53,7322
1.449166,1.078782,2.683778,3.118745,1.464721,53,53,7323
1.448994,1.078615,2.683591,3.118497,1.464538,53,53,7324
2.089926,0.723371,6.645108,8.260936,2.149397,28,28,7325
1.9728,0.758171,6.021565,7.446271,2.023487,32,32,7326
2.01258,0.93946,5.589649,6.877953,2.062958,37,37,7327
2.104876,1.082405,5.513113,6.776648,2.159694,40,40,7328
2.663236,0.831085,8.770405,10.99927,2.754795,32,32,7329
2.662298,0.831228,8.765862,10.99359,2.753836,32,32,7330
2.663915,0.83114,8.773164,11.00258,2.755467,32,32,7331
2.664429,0.831117,8.775471,11.00543,2.755987,32,32,7332
2.589975,0.827329,8.465465,10.61894,2.679796,32,32,7333
2.58944,0.827445,8.462756,10.61552,2.679244,32,32,7334
2.591091,0.827329,8.470298,10.62483,2.680909,32,32,7335
2.591453,0.827306,8.471943,10.62686,2.681276,32,32,7336
1.26233,0.88305,2.526596,2.888107,1.262385,66,66,7337
1.259918,0.883469,2.514749,2.870073,1.259313,66,66,7338
1.259869,0.883638,2.513971,2.868315,1.259118,66,66,7339
1.259905,0.883675,2.514005,2.868235,1.259132,66,66,7340
1.341572,0.95814,2.619681,3.015204,1.347314,58,58,7341
1.339213,0.959571,2.604686,2.992892,1.344253,58,58,7342
1.338889,0.959703,2.602841,2.989719,1.34376,58,58,7343
1.338859,0.959709,2.602689,2.989401,1.343705,58,58,7344
1.398492,1.020335,2.659016,3.075842,1.409214,55,55,7345
1.395626,1.023016,2.637658,3.044844,1.405524,55,55,7346
1.394911,1.023349,2.633452,3.038563,1.404606,55,55,7347
1.394794,1.023372,2.632867,3.037677,1.404457,55,55,7348
1.430588,1.05366,2.687015,3.119992,1.444588,54,54,7349
1.426575,1.05668,2.659561,3.080572,1.439578,54,54,7350
1.425438,1.056896,2.653912,3.072443,1.438215,54,54,7351
1.425253,1.056884,2.65315,3.071347,1.437998,54,54,7352
1.457567,1.077197,2.725467,3.178278,1.474699,53,53,7353
1.452317,1.08102,2.689974,3.127678,1.468226,53,53,7354
1.450928,1.080827,2.6846,3.120106,1.466636,53,53,7355
1.450733,1.080685,2.684227,3.119596,1.466425,53,53,7356
1.993782,0.718266,6.245502,7.783263,2.054887,29,29,7357
1.870497,0.745185,5.62154,6.975517,1.923896,32,32,7358
1.883245,0.88536,5.209526,6.442307,1.936674,37,37,7359
1.945034,0.987653,5.136305,6.34799,2.001771,39,39,7360
2.835791,0.784662,9.672886,12.12429,2.929997,32,32,7361
2.83541,0.784684,9.671164,12.12215,2.92961,32,32,7362
2.836345,0.784634,9.675379,12.12733,2.93055,32,32,7363
2.836525,0.784623,9.676199,12.12834,2.930731,32,32,7364
2.82779,0.784689,9.638126,12.08133,2.921892,32,32,7365
2.827611,0.784683,9.637369,12.08037,2.921705,32,32,7366
2.828522,0.784642,9.641454,12.0854,2.922623,32,32,7367
2.828662,0.784638,9.642074,12.08616,2.922763,32,32,7368
1.278307,0.891714,2.56695,2.946491,1.280456,65,65,7369
1.278278,0.89207,2.56564,2.942808,1.280047,65,65,7370
1.279432,0.892235,2.57009,2.947876,1.28114,65,65,7371
1.279716,0.892259,2.571241,2.949278,1.281425,65,65,7372
1.401828,1.017086,2.684301,3.112509,1.413517,56,56,7373
1.40162,1.018353,2.679175,3.10348,1.412836,56,56,7374
1.402423,1.0183,2.682836,3.107463,1.413547,56,56,7375
1.402584,1.018266,2.683645,3.10838,1.413693,56,56,7376
1.481621,1.104307,2.739334,3.202714,1.501303,53,53,7377
1.479902,1.106938,2.723115,3.178715,1.498895,53,53,7378
1.479807,1.107159,2.721968,3.176388,1.498635,53,53,7379
1.479831,1.107153,2.722089,3.176429,1.498638,53,53,7380
1.526561,1.148749,2.785933,3.275121,1.551036,52,52,7381
1.523204,1.152144,2.760072,3.238245,1.546811,52,52,7382
1.522256,1.152397,2.755118,3.231022,1.545651,52,52,7383
1.522106,1.152385,2.754509,3.230118,1.545469,52,52,7384
1.567325,1.181232,2.854301,3.374176,1.596113,51,51,7385
1.562382,1.185464,2.818776,3.324171,1.590084,51,51,7386
1.561026,1.185487,2.812821,3.315802,1.58852,51,51,7387
1.560864,1.18537,2.812511,3.315369,1.588343,51,51,7388
1.948916,0.743445,5.967153,7.474827,2.016949,28,28,7389
1.845352,0.792547,5.354702,6.691819,1.908625,31,31,7390
1.874285,0.944108,4.974876,6.210945,1.940537,35,35,7391
1.922823,1.02714,4.908433,6.127835,1.992136,36,36,7392
2.688406,0.7917,9.01076,11.31559,2.782707,36,36,7393
2.688181,0.791732,9.009675,11.31425,2.782478,36,36,7394
2.688479,0.791705,9.011057,11.31594,2.782778,36,36,7395
2.688602,0.791697,9.011619,11.31664,2.782903,36,36,7396
2.701205,0.788993,9.075248,11.39351,2.795253,36,36,7397
2.701083,0.789002,9.074685,11.39281,2.795128,36,36,7398
2.701454,0.788984,9.076353,11.39487,2.795502,36,36,7399
2.701458,0.788984,9.076373,11.39489,2.795507,36,36,7400
1.54356,1.083468,3.077201,3.664453,1.571763,55,55,7401
1.574366,1.060906,3.285901,3.932736,1.604225,54,54,7402
1.589689,1.044949,3.405491,4.08646,1.62037,54,54,7403
1.592331,1.042136,3.426314,4.11323,1.623154,54,54,7404
1.965249,1.573553,3.270904,4.037224,2.039653,42,42,7405
1.992413,1.546319,3.479393,4.305827,2.068388,42,42,7406
2.005022,1.525804,3.602413,4.464328,2.081741,42,42,7407
2.006957,1.521908,3.623787,4.491867,2.083792,42,42,7408
1.99392,1.602231,3.299552,4.086607,2.072248,39,39,7409
2.023699,1.581887,3.496404,4.339994,2.103691,39,39,7410
2.038432,1.56604,3.613072,4.490198,2.119259,39,39,7411
2.040788,1.562964,3.633535,4.516543,2.121749,39,39,7412
2.001892,1.602427,3.333441,4.131892,2.080975,38,38,7413
2.033425,1.584451,3.530005,4.384806,2.114248,38,38,7414
2.049255,1.570219,3.64604,4.534139,2.130961,38,38,7415
2.051748,1.567456,3.666055,4.559899,2.133594,38,38,7416
2.059998,1.652545,3.418178,4.24129,2.142307,38,38,7417
2.090341,1.633176,3.614222,4.493594,2.174336,38,38,7418
2.102418,1.615133,3.726701,4.638373,2.187097,38,38,7419
2.104181,1.611653,3.745943,4.663144,2.188962,38,38,7420
1.862887,0.937983,4.9459,6.21133,1.935643,22,22,7421
1.662003,1.362455,2.660493,3.120047,1.694973,31,31,7422
1.857289,1.47111,3.144554,3.806084,1.912862,30,30,7423
1.989955,1.435493,3.838159,4.769295,2.066212,28,28,7424
1.519384,1.110505,2.882312,3.524034,1.567119,68,68,7425
1.525773,1.107215,2.920968,3.575633,1.574213,68,68,7426
1.538354,1.104292,2.985227,3.665517,1.588848,67,67,7427
1.541991,1.102883,3.005686,3.693982,1.593091,67,67,7428
1.524763,1.151001,2.770637,3.367392,1.570318,69,69,7429
1.532203,1.147916,2.81316,3.424467,1.578615,69,69,7430
1.546066,1.145471,2.881382,3.520929,1.594882,69,69,7431
1.549814,1.143959,2.902663,3.550839,1.599315,68,68,7432
1.966241,1.925077,2.103454,2.538803,2.041188,36,36,7433
2.675082,1.156942,7.735548,9.77581,2.787538,28,28,7434
2.852449,1.04673,8.871513,11.23656,2.974536,25,25,7435
2.879646,1.035291,9.027495,11.43744,3.003266,25,25,7436
1.687843,1.45533,2.462888,2.945576,1.737268,30,30,7437
2.052345,1.335211,4.442791,5.471811,2.117811,29,29,7438
2.145164,1.27379,5.049742,6.248271,2.214908,28,28,7439
2.158852,1.263777,5.142438,6.366924,2.229237,28,28,7440
1.585869,1.339343,2.407621,2.877715,1.630386,30,30,7441
1.875976,1.279059,3.8657,4.737396,1.933339,29,29,7442
1.963573,1.249287,4.344524,5.349106,2.024929,28,28,7443
1.976542,1.243857,4.418827,5.444087,2.038495,28,28,7444
1.555142,1.296118,2.418555,2.893586,1.598342,29,29,7445
1.78815,1.245933,3.595542,4.393345,1.841389,29,29,7446
1.871835,1.225092,4.027644,4.945072,1.928872,28,28,7447
1.884474,1.221206,4.095367,5.031583,1.942088,28,28,7448
1.583458,1.292684,2.552705,3.05496,1.626087,29,29,7449
1.81824,1.25386,3.699503,4.518784,1.871549,28,28,7450
1.874806,1.23199,4.017525,4.924368,1.930548,28,28,7451
1.882758,1.227994,4.065305,4.985113,1.9388,28,28,7452
2.381605,2.565335,1.769172,1.000203,2.269229,52,52,7453
2.294691,2.385293,1.992684,1.102812,2.142661,52,52,7454
2.618948,2.873826,1.769356,0.84464,2.489926,45,45,7455
2.669222,3.004484,1.551684,0.733316,2.574803,39,39,7456
1.96688,2.19897,1.193247,1.118183,1.994497,88,88,7457
1.824618,2.061286,1.035725,0.872006,1.836287,89,89,7458
1.809684,2.036226,1.054543,0.879745,1.817432,90,90,7459
1.793147,2.010554,1.068457,0.872942,1.79533,91,91,7460
1.937336,2.151563,1.223246,1.165146,1.964944,87,87,7461
1.792054,2.016228,1.044806,0.892872,1.803701,88,88,7462
1.778471,1.993936,1.060253,0.896134,1.786244,89,89,7463
1.762954,1.970377,1.071544,0.885675,1.765163,90,90,7464
1.141905,1.012779,1.572326,1.315232,1.069999,79,79,7465
1.228422,1.049047,1.826341,1.144066,1.067023,90,90,7466
1.277077,1.135958,1.747471,1.335143,1.173642,80,80,7467
1.498541,1.154317,2.645955,2.65103,1.437479,75,75,7468
1.169908,1.051013,1.566227,1.28639,1.095544,71,71,7469
1.304482,1.056597,2.130764,1.487986,1.138211,92,92,7470
1.11497,0.965723,1.612462,1.126213,0.996086,77,77,7471
1.320088,0.983645,2.441564,2.351707,1.242467,69,69,7472
1.169196,1.073638,1.487722,1.144202,1.086988,70,70,7473
1.518684,1.202674,2.572051,2.000931,1.353696,98,98,7474
1.00951,0.908301,1.346871,0.718895,0.872468,79,79,7475
1.187643,0.949428,1.981697,1.698408,1.091127,70,70,7476
1.142944,1.063676,1.407171,0.995307,1.050742,71,71,7477
1.660462,1.320454,2.793823,2.282853,1.502529,101,101,7478
1.003503,0.910134,1.314735,0.605988,0.852593,84,84,7479
1.089833,0.927385,1.631329,1.188336,0.976754,73,73,7480
1.080935,1.007785,1.324771,0.837285,0.975528,72,72,7481
1.74794,1.411304,2.870057,2.426585,1.603385,102,102,7482
1.222256,1.043573,1.817868,1.139422,1.061706,91,91,7483
1.001546,0.885163,1.389491,0.818558,0.872562,77,77,7484
1.16248,1.210281,1.00314,0.491155,1.074231,74,74,7485
1.520731,1.550595,1.421184,1.002649,1.44693,88,88,7486
1.493354,1.498781,1.475265,0.960298,1.396906,91,91,7487
1.326029,1.302096,1.405807,0.816823,1.210287,87,87,7488
1.150226,1.082692,1.375337,0.617379,0.99466,84,84,7489
1.09492,1.04902,1.247921,0.786936,0.999436,87,87,7490
1.138307,1.040462,1.464459,0.906301,1.01508,90,90,7491
1.134297,1.022692,1.50631,0.912975,1.001935,89,89,7492
1.131415,1.054146,1.38898,0.631387,0.974164,84,84,7493
1.104189,1.055325,1.26707,0.792247,1.005553,87,87,7494
1.119277,1.049844,1.35072,0.859574,1.013847,90,90,7495
1.113502,1.037554,1.366665,0.853482,1.002729,89,89,7496
1.142892,1.012677,1.576944,1.323796,1.071537,78,78,7497
1.229645,1.049641,1.829657,1.148341,1.068314,90,90,7498
1.27844,1.136248,1.752414,1.344118,1.175575,80,80,7499
1.502888,1.154754,2.663334,2.677316,1.442807,74,74,7500
1.171003,1.050833,1.57157,1.296407,1.097293,71,71,7501
1.306833,1.058367,2.135053,1.493707,1.140729,92,92,7502
1.115429,0.965377,1.6156,1.132919,0.997074,76,76,7503
1.323922,0.983969,2.457098,2.375917,1.24731,69,69,7504
1.170535,1.073719,1.493255,1.155624,1.089215,70,70,7505
1.520048,1.204538,2.571745,2.001626,1.355339,98,98,7506
1.009267,0.908207,1.346131,0.720556,0.872706,79,79,7507
1.18996,0.949316,1.992108,1.716554,1.094469,70,70,7508
1.144249,1.063904,1.412062,1.007042,1.053147,70,70,7509
1.660233,1.321422,2.789603,2.280183,1.502809,101,101,7510
1.003367,0.910747,1.312097,0.604894,0.852883,84,84,7511
1.090671,0.927065,1.636026,1.199313,0.978571,73,73,7512
1.081627,1.007679,1.328123,0.848349,0.977535,72,72,7513
1.748442,1.412262,2.869042,2.427517,1.604337,102,102,7514
1.223473,1.045922,1.81531,1.138582,1.063452,91,91,7515
1.001291,0.884925,1.389179,0.82311,0.87323,77,77,7516
1.161449,1.211595,0.994294,0.486628,1.074439,73,73,7517
1.512516,1.539592,1.422261,1.006028,1.438648,87,87,7518
1.483262,1.489092,1.463829,0.949887,1.38708,90,90,7519
1.322703,1.299927,1.398621,0.812916,1.20779,86,86,7520
0.996685,0.954823,1.136223,0.615152,0.890561,81,81,7521
1.08357,1.026962,1.272264,0.760157,0.976485,87,87,7522
1.118682,1.027457,1.422765,0.863229,0.996387,89,89,7523
1.111051,1.009488,1.449593,0.869644,0.983031,88,88,7524
0.996219,0.961939,1.110485,0.642281,0.901463,81,81,7525
1.095541,1.031097,1.310353,0.769241,0.981557,87,87,7526
1.110848,1.044588,1.331713,0.81826,1.001769,89,89,7527
1.103791,1.034425,1.335012,0.814654,0.992846,88,88,7528
1.169578,1.013994,1.688189,1.526998,1.111049,75,75,7529
1.378187,1.114478,2.257217,1.658769,1.217452,91,91,7530
1.399963,1.174511,2.151469,1.933,1.318009,75,75,7531
1.826057,1.23132,3.808514,4.255858,1.80353,66,66,7532
1.212661,1.061427,1.716775,1.558763,1.155517,67,67,7533
1.502512,1.211659,2.472021,1.917113,1.345123,95,95,7534
1.196819,0.978202,1.925542,1.608725,1.09749,71,71,7535
1.593143,1.016653,3.514777,3.85226,1.553119,60,60,7536
1.229027,1.104695,1.643469,1.45148,1.170303,65,65,7537
1.731978,1.406745,2.816088,2.34041,1.583384,101,101,7538
1.024573,0.914896,1.390163,0.849987,0.902616,75,75,7539
1.374226,0.972499,2.713314,2.773522,1.313233,61,61,7540
1.202863,1.097832,1.552966,1.315091,1.138935,65,65,7541
1.819065,1.496697,2.893625,2.476669,1.682097,103,103,7542
1.013181,0.948291,1.22948,0.561793,0.87517,82,82,7543
1.199459,0.945631,2.045551,1.857469,1.118141,65,65,7544
1.127405,1.03393,1.438988,1.138536,1.05372,66,66,7545
1.873112,1.564776,2.900898,2.547208,1.750642,104,104,7546
1.363609,1.216901,1.852635,1.250988,1.22335,92,92,7547
1.038441,0.897459,1.508383,1.09919,0.935624,71,71,7548
1.337846,1.442079,0.990402,0.597111,1.28222,74,74,7549
1.552021,1.559368,1.527532,1.203016,1.49195,86,86,7550
1.470294,1.500118,1.370879,0.933297,1.392881,88,88,7551
1.351351,1.375492,1.270883,0.779855,1.262804,85,85,7552
1.010185,0.950761,1.208266,0.97365,0.955091,74,74,7553
1.107984,1.010119,1.434199,0.843524,0.978601,86,86,7554
1.062318,0.98502,1.319977,0.785275,0.94723,86,86,7555
1.014361,0.952843,1.21942,0.710282,0.906953,83,83,7556
1.057067,0.980125,1.313539,1.180033,1.017945,73,73,7557
1.123882,1.011591,1.498182,0.866009,0.984049,87,87,7558
1.070476,1.010682,1.269791,0.745819,0.960573,86,86,7559
1.022723,0.984076,1.151545,0.670582,0.924767,83,83,7560
1.03182,0.997704,1.145538,0.665343,0.934825,77,77,7561
3.065593,1.602541,7.942435,8.526375,2.912456,112,112,7562
1.469491,1.086072,2.747557,2.532807,1.359778,80,80,7563
3.72492,1.677203,10.55064,12.91956,3.804136,49,49,7564
1.138009,1.086431,1.309935,0.995807,1.069286,66,66,7565
3.449911,2.635886,6.16333,6.433788,3.354408,117,117,7566
1.393181,1.106558,2.348592,2.031982,1.281638,73,73,7567
3.089282,1.283503,9.108547,11.0941,3.139562,40,40,7568
1.181559,1.163716,1.241035,0.941864,1.121744,64,64,7569
3.538981,3.04488,5.185985,5.323511,3.475972,118,118,7570
1.129398,1.069348,1.329564,0.669613,0.993723,85,85,7571
2.36008,1.193825,6.247596,7.374044,2.363056,43,43,7572
1.125024,1.113634,1.162989,0.840335,1.061929,66,66,7573
3.4485,3.090488,4.641874,4.757852,3.405936,117,117,7574
1.98264,1.775213,2.674064,2.330667,1.880299,101,101,7575
1.816426,1.176271,3.950279,4.329507,1.772829,50,50,7576
1.013859,0.997872,1.067148,0.704747,0.942416,73,73,7577
3.255171,2.980517,4.170685,4.300955,3.23033,115,115,7578
2.935995,2.778179,3.462047,3.292576,2.875497,111,111,7579
1.342794,1.103769,2.139545,1.881521,1.250911,60,60,7580
1.917134,2.064448,1.426087,0.809313,1.82699,97,97,7581
2.476458,2.519043,2.334506,2.305641,2.47867,96,96,7582
2.424932,2.587949,1.881542,1.700635,2.420079,99,99,7583
2.364503,2.661071,1.375945,0.997688,2.346377,101,101,7584
1.089215,0.926607,1.631242,0.904591,0.922442,88,88,7585
1.306209,1.097982,2.000299,1.443302,1.163313,91,91,7586
1.389199,1.183502,2.074855,1.663481,1.274309,92,92,7587
1.30817,1.147836,1.842617,1.358287,1.187651,90,90,7588
1.099967,0.947076,1.609606,0.885847,0.935492,88,88,7589
1.31614,1.074011,2.123235,1.496669,1.153973,92,92,7590
1.300653,1.089126,2.005744,1.561739,1.178539,90,90,7591
1.241201,1.064865,1.828987,1.329122,1.11486,89,89,7592
2.045312,1.480589,3.927724,3.245235,1.814441,107,107,7593
3.920463,1.610579,11.62008,12.58087,3.686038,131,131,7594
1.656542,1.2527,3.00268,2.166221,1.425528,100,100,7595
4.412063,2.205015,11.76889,14.15248,4.465345,53,53,7596
1.137182,1.124505,1.179441,0.454721,0.997789,82,82,7597
4.133807,2.600087,9.246206,9.9331,3.987414,130,130,7598
1.455041,1.19945,2.307014,1.611442,1.277394,89,89,7599
3.44673,1.46218,10.0619,12.16458,3.486959,39,39,7600
1.073737,1.087404,1.028179,0.377365,0.953072,76,76,7601
4.286807,3.190276,7.941909,8.456257,4.186542,128,128,7602
1.452398,1.156373,2.439147,1.731646,1.265208,100,100,7603
2.502293,1.354521,6.3282,7.276309,2.474859,45,45,7604
1.053491,1.068664,1.002911,0.37741,0.937887,79,79,7605
4.251671,3.401717,7.084851,7.542518,4.185112,126,126,7606
2.459382,1.781906,4.717637,4.542111,2.304107,114,114,7607
1.894943,1.373884,3.631803,3.625518,1.799869,54,54,7608
1.115277,1.138183,1.038923,0.429325,1.004075,86,86,7609
4.108947,3.441967,6.332216,6.782475,4.073955,124,124,7610
3.537568,2.858235,5.802014,5.860877,3.426302,123,123,7611
1.42741,1.276033,1.932001,1.233446,1.267976,71,71,7612
2.140703,2.135948,2.156553,1.959984,2.102658,103,103,7613
3.274524,3.198551,3.527769,3.777745,3.308128,106,106,7614
3.35616,3.386831,3.253924,3.287396,3.368019,110,110,7615
3.18013,3.363524,2.568817,2.199007,3.14321,114,114,7616
1.414118,1.533624,1.015764,0.870557,1.408179,88,88,7617
1.85769,1.528283,2.955714,3.386714,1.879878,101,101,7618
2.264419,1.710752,4.109976,4.474722,2.233665,108,108,7619
2.291955,1.626223,4.511059,4.830124,2.232367,113,113,7620
1.396219,1.513481,1.005346,0.866194,1.391021,87,87,7621
1.671343,1.37251,2.667456,3.016151,1.683469,98,98,7622
2.157394,1.563918,4.135647,4.572397,2.13309,107,107,7623
2.234107,1.525153,4.597285,4.972386,2.177333,112,112,7624
1.080017,1.035789,1.227443,0.686686,0.969743,82,82,7625
2.043799,1.386631,4.23436,4.068122,1.89394,103,103,7626
1.449088,1.239714,2.147002,1.556458,1.299638,89,89,7627
1.532633,1.264802,2.425406,2.189175,1.439683,76,76,7628
1.026172,0.957955,1.253563,0.702554,0.909636,77,77,7629
2.041668,1.522568,3.772002,3.553416,1.906782,104,104,7630
1.474736,1.238557,2.262001,1.681601,1.322376,90,90,7631
1.310314,1.031696,2.239041,1.909952,1.197852,71,71,7632
0.997174,0.930581,1.219153,0.620096,0.871841,77,77,7633
1.962037,1.514864,3.452612,3.23947,1.841141,103,103,7634
1.689567,1.389038,2.691331,2.203339,1.543095,96,96,7635
1.132673,0.949859,1.742051,1.212764,0.999598,73,73,7636
0.966824,0.896116,1.202518,0.558777,0.832296,79,79,7637
1.900473,1.501266,3.231164,3.044536,1.793236,102,102,7638
1.825482,1.480281,2.976152,2.576462,1.687667,99,99,7639
1.018111,0.903733,1.399371,0.725408,0.869996,77,77,7640
0.963237,0.873564,1.262146,0.590978,0.820102,82,82,7641
1.801636,1.470788,2.904463,2.731061,1.709218,100,100,7642
1.808444,1.472251,2.929086,2.576936,1.681246,99,99,7643
1.094076,0.986691,1.452028,0.735014,0.939076,84,84,7644
1.265495,1.325577,1.06522,0.426137,1.155413,79,79,7645
1.56854,1.535622,1.678268,1.422482,1.514217,85,85,7646
1.484029,1.46103,1.560692,1.142687,1.400803,88,88,7647
1.414775,1.36101,1.593995,1.01377,1.295316,89,89,7648
1.346497,1.218971,1.771583,0.94556,1.167245,91,91,7649
1.162643,1.034494,1.589805,1.162085,1.058633,87,87,7650
1.186091,1.023908,1.7267,1.193395,1.055973,91,91,7651
1.256467,1.044986,1.961405,1.302605,1.093725,94,94,7652
1.332608,1.161831,1.901863,1.041997,1.13916,92,92,7653
1.162027,1.029286,1.6045,1.179783,1.057758,87,87,7654
1.202034,1.036052,1.755309,1.219089,1.07068,91,91,7655
1.284949,1.067678,2.009187,1.337442,1.118714,95,95,7656
1.079571,1.035314,1.227094,0.687783,0.969565,82,82,7657
2.049191,1.390268,4.245602,4.081926,1.899501,103,103,7658
1.452084,1.240845,2.156213,1.568343,1.302804,89,89,7659
1.535058,1.264941,2.43545,2.203867,1.442575,76,76,7660
1.025663,0.957273,1.253629,0.704545,0.909459,76,76,7661
2.044042,1.523751,3.778345,3.561887,1.909344,104,104,7662
1.476504,1.240012,2.264812,1.686144,1.324415,90,90,7663
1.312668,1.031716,2.249177,1.925009,1.200717,71,71,7664
0.996736,0.930174,1.21861,0.621988,0.871868,77,77,7665
1.963869,1.516432,3.455326,3.243604,1.843194,103,103,7666
1.69135,1.391231,2.691749,2.205125,1.545211,96,96,7667
1.133807,0.950091,1.746195,1.220336,1.001218,73,73,7668
0.966052,0.895659,1.200698,0.559748,0.832108,79,79,7669
1.902551,1.502714,3.235342,3.050388,1.795517,102,102,7670
1.857352,1.502872,3.038952,2.648076,1.719533,99,99,7671
1.018033,0.903857,1.39862,0.726762,0.870352,77,77,7672
0.961984,0.873276,1.257678,0.589326,0.819556,82,82,7673
1.803363,1.471621,2.909169,2.737593,1.711129,100,100,7674
1.810278,1.474823,2.928464,2.577323,1.683404,99,99,7675
1.09487,0.988414,1.449724,0.7344,0.940358,84,84,7676
1.264564,1.326022,1.059703,0.421298,1.154858,79,79,7677
1.566417,1.531761,1.681937,1.42708,1.511957,85,85,7678
1.48047,1.457387,1.557414,1.139412,1.397229,88,88,7679
1.41237,1.359535,1.588484,1.009595,1.29333,89,89,7680
1.187131,1.033473,1.699323,0.935264,1.014893,89,89,7681
1.136332,1.020324,1.523025,1.08402,1.032375,86,86,7682
1.168256,1.01349,1.684143,1.142731,1.037941,90,90,7683
1.22971,1.02636,1.907545,1.243868,1.06751,93,93,7684
1.182999,1.017462,1.73479,0.973095,1.009068,90,90,7685
1.133388,1.015217,1.527289,1.089339,1.02924,86,86,7686
1.182514,1.025755,1.705042,1.158468,1.050863,91,91,7687
1.258242,1.051408,1.947689,1.271147,1.09298,94,94,7688
1.048633,1.010314,1.176362,0.659465,0.943937,81,81,7689
2.23062,1.49338,4.688087,4.650041,2.090586,103,103,7690
1.671635,1.299188,2.913124,2.529475,1.531945,91,91,7691
1.668307,1.262597,3.020673,3.012007,1.593566,72,72,7692
0.986713,0.916742,1.21995,0.720137,0.879546,75,75,7693
2.237392,1.673344,4.117552,4.006493,2.11475,104,104,7694
1.702192,1.38648,2.754565,2.323567,1.563767,93,93,7695
1.45599,1.059159,2.77876,2.670861,1.364076,66,66,7696
0.95815,0.893747,1.172827,0.649576,0.847552,76,76,7697
2.133823,1.664814,3.697186,3.578256,2.026817,104,104,7698
1.950726,1.624235,3.03903,2.671405,1.822348,98,98,7699
1.207455,0.973808,1.98628,1.606489,1.093504,69,69,7700
0.930498,0.868265,1.137943,0.588009,0.815243,78,78,7701
2.033149,1.623086,3.400028,3.297237,1.939817,103,103,7702
2.051165,1.722087,3.148092,2.837418,1.933096,100,100,7703
1.024186,0.921867,1.365249,0.766996,0.892567,74,74,7704
0.947734,0.880117,1.173126,0.607789,0.828595,82,82,7705
1.906008,1.565608,3.040671,2.946838,1.826922,100,100,7706
1.999829,1.686968,3.042698,2.775885,1.892979,100,100,7707
1.156598,1.096518,1.356864,0.703044,1.022077,84,84,7708
1.482013,1.620431,1.02062,0.460878,1.401056,81,81,7709
1.632147,1.552293,1.898328,1.726568,1.585264,84,84,7710
1.502648,1.473668,1.599247,1.250609,1.431468,87,87,7711
1.419109,1.40879,1.453507,0.945112,1.321067,87,87,7712
1.080523,0.985536,1.397145,0.722124,0.935702,86,86,7713
1.12884,0.999248,1.560813,1.152556,1.028252,85,85,7714
1.114098,0.968224,1.600345,1.113125,0.995638,88,88,7715
1.116498,0.962393,1.630183,1.057313,0.980351,89,89,7716
1.081086,1.003359,1.340174,0.693685,0.944772,86,86,7717
1.126248,0.993514,1.568692,1.153903,1.023858,86,86,7718
1.124151,0.977271,1.613753,1.125502,1.005315,88,88,7719
1.13229,0.979569,1.64136,1.06455,0.995646,89,89,7720
1.484307,1.097398,2.774002,2.373247,1.338775,95,95,7721
3.60125,1.916517,9.217027,10.33467,3.50914,112,112,7722
2.969887,1.284356,8.588324,9.448703,2.828962,115,115,7723
1.273982,0.954782,2.33798,1.938028,1.140802,87,87,7724
1.349911,1.317972,1.456376,0.949659,1.248291,93,93,7725
3.752687,2.717662,7.20277,7.919698,3.701831,116,116,7726
3.161891,1.95745,7.176691,7.774384,3.057951,116,116,7727
1.386784,1.11171,2.303696,1.938668,1.268162,78,78,7728
1.337905,1.348356,1.303066,0.82227,1.248826,94,94,7729
