H,N,C,O,P,S,Si,Ti,H+N,C+O,S+P,Si+Ti,H/N,C/O,S/P,Si/Ti,comp_number
0.49994,5.00E-05,2.31E-06,7.69E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,0.3,0.001,100,1842
0.49994,5.00E-05,2.31E-06,7.69E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,0.3,1,10,1843
0.49994,5.00E-05,2.31E-06,7.69E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,0.3,1,100,1844
0.49994,5.00E-05,2.31E-06,7.69E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,0.3,10,10,1845
0.49994,5.00E-05,2.31E-06,7.69E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,0.3,10,100,1846
0.49994,5.00E-05,2.31E-06,7.69E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,0.3,100,10,1847
0.49994,5.00E-05,2.31E-06,7.69E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,0.3,100,100,1848
0.49994,5.00E-05,3.33E-06,6.67E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,0.5,0.001,10,1849
0.49994,5.00E-05,3.33E-06,6.67E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,0.5,0.001,100,1850
0.49994,5.00E-05,3.33E-06,6.67E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,0.5,1,10,1851
0.49994,5.00E-05,3.33E-06,6.67E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,0.5,1,100,1852
0.49994,5.00E-05,3.33E-06,6.67E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,0.5,10,10,1853
0.49994,5.00E-05,3.33E-06,6.67E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,0.5,10,100,1854
0.49994,5.00E-05,3.33E-06,6.67E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,0.5,100,10,1855
0.49994,5.00E-05,3.33E-06,6.67E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,0.5,100,100,1856
0.49994,5.00E-05,4.12E-06,5.88E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,0.7,0.001,10,1857
0.49994,5.00E-05,4.12E-06,5.88E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,0.7,0.001,100,1858
0.49994,5.00E-05,4.12E-06,5.88E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,0.7,1,10,1859
0.49994,5.00E-05,4.12E-06,5.88E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,0.7,1,100,1860
0.49994,5.00E-05,4.12E-06,5.88E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,0.7,10,10,1861
0.49994,5.00E-05,4.12E-06,5.88E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,0.7,10,100,1862
0.49994,5.00E-05,4.12E-06,5.88E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,0.7,100,10,1863
0.49994,5.00E-05,4.12E-06,5.88E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,0.7,100,100,1864
0.49994,5.00E-05,5.00E-06,5.00E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,1,0.001,10,1865
0.49994,5.00E-05,5.00E-06,5.00E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,1,0.001,100,1866
0.49994,5.00E-05,5.00E-06,5.00E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,1,1,10,1867
0.49994,5.00E-05,5.00E-06,5.00E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,1,1,100,1868
0.49994,5.00E-05,5.00E-06,5.00E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,1,10,10,1869
0.49994,5.00E-05,5.00E-06,5.00E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,1,10,100,1870
0.49994,5.00E-05,5.00E-06,5.00E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,1,100,10,1871
0.49994,5.00E-05,5.00E-06,5.00E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,1,100,100,1872
0.49994,5.00E-05,8.33E-06,1.67E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,5,0.001,10,1873
0.49994,5.00E-05,8.33E-06,1.67E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,5,0.001,100,1874
0.49994,5.00E-05,8.33E-06,1.67E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,5,1,10,1875
0.49994,5.00E-05,8.33E-06,1.67E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,5,1,100,1876
0.49994,5.00E-05,8.33E-06,1.67E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,5,10,10,1877
0.49994,5.00E-05,8.33E-06,1.67E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,5,10,100,1878
0.49994,5.00E-05,8.33E-06,1.67E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,5,100,10,1879
0.49994,5.00E-05,8.33E-06,1.67E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,5,100,100,1880
0.49994,5.00E-05,9.09E-06,9.09E-07,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,10,0.001,10,1881
0.49994,5.00E-05,9.09E-06,9.09E-07,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,10,0.001,100,1882
0.49994,5.00E-05,9.09E-06,9.09E-07,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,10,1,10,1883
0.49994,5.00E-05,9.09E-06,9.09E-07,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,10,1,100,1884
0.49994,5.00E-05,9.09E-06,9.09E-07,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,10,10,10,1885
0.49994,5.00E-05,9.09E-06,9.09E-07,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,10,10,100,1886
0.49994,5.00E-05,9.09E-06,9.09E-07,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.0001,10,100,10,1887
0.49994,5.00E-05,9.09E-06,9.09E-07,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.0001,10,100,100,1888
0.49504,0.00495,9.99E-09,9.99E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.001,0.001,10,1889
0.49504,0.00495,9.99E-09,9.99E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.001,0.001,100,1890
0.49504,0.00495,9.99E-09,9.99E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.001,1,10,1891
0.49504,0.00495,9.99E-09,9.99E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.001,1,100,1892
0.49504,0.00495,9.99E-09,9.99E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.001,10,10,1893
0.49504,0.00495,9.99E-09,9.99E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.001,10,100,1894
0.49504,0.00495,9.99E-09,9.99E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.001,100,10,1895
0.49504,0.00495,9.99E-09,9.99E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.001,100,100,1896
0.49504,0.00495,9.09E-07,9.09E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.1,0.001,10,1897
0.49504,0.00495,9.09E-07,9.09E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.1,0.001,100,1898
0.49504,0.00495,9.09E-07,9.09E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.1,1,10,1899
0.49504,0.00495,9.09E-07,9.09E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.1,1,100,1900
0.49504,0.00495,9.09E-07,9.09E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.1,10,10,1901
0.49504,0.00495,9.09E-07,9.09E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.1,10,100,1902
0.49504,0.00495,9.09E-07,9.09E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.1,100,10,1903
0.49504,0.00495,9.09E-07,9.09E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.1,100,100,1904
0.49504,0.00495,2.31E-06,7.69E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.3,0.001,10,1905
0.49504,0.00495,2.31E-06,7.69E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.3,0.001,100,1906
0.49504,0.00495,2.31E-06,7.69E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.3,1,10,1907
0.49504,0.00495,2.31E-06,7.69E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.3,1,100,1908
0.49504,0.00495,2.31E-06,7.69E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.3,10,10,1909
0.49504,0.00495,2.31E-06,7.69E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.3,10,100,1910
0.49504,0.00495,2.31E-06,7.69E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.3,100,10,1911
0.49504,0.00495,2.31E-06,7.69E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.3,100,100,1912
0.49504,0.00495,3.33E-06,6.67E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.5,0.001,10,1913
0.49504,0.00495,3.33E-06,6.67E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.5,0.001,100,1914
0.49504,0.00495,3.33E-06,6.67E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.5,1,10,1915
0.49504,0.00495,3.33E-06,6.67E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.5,1,100,1916
0.49504,0.00495,3.33E-06,6.67E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.5,10,10,1917
0.49504,0.00495,3.33E-06,6.67E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.5,10,100,1918
0.49504,0.00495,3.33E-06,6.67E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.5,100,10,1919
0.49504,0.00495,3.33E-06,6.67E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.5,100,100,1920
0.49504,0.00495,4.12E-06,5.88E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.7,0.001,10,1921
0.49504,0.00495,4.12E-06,5.88E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.7,0.001,100,1922
0.49504,0.00495,4.12E-06,5.88E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.7,1,10,1923
0.49504,0.00495,4.12E-06,5.88E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.7,1,100,1924
0.49504,0.00495,4.12E-06,5.88E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.7,10,10,1925
0.49504,0.00495,4.12E-06,5.88E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.7,10,100,1926
0.49504,0.00495,4.12E-06,5.88E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,0.7,100,10,1927
0.49504,0.00495,4.12E-06,5.88E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,0.7,100,100,1928
0.49504,0.00495,5.00E-06,5.00E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,1,0.001,10,1929
0.49504,0.00495,5.00E-06,5.00E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,1,0.001,100,1930
0.49504,0.00495,5.00E-06,5.00E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,1,1,10,1931
0.49504,0.00495,5.00E-06,5.00E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,1,1,100,1932
0.49504,0.00495,5.00E-06,5.00E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,1,10,10,1933
0.49504,0.00495,5.00E-06,5.00E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,1,10,100,1934
0.49504,0.00495,5.00E-06,5.00E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,1,100,10,1935
0.49504,0.00495,5.00E-06,5.00E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,1,100,100,1936
0.49504,0.00495,8.33E-06,1.67E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,5,0.001,10,1937
0.49504,0.00495,8.33E-06,1.67E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,5,0.001,100,1938
0.49504,0.00495,8.33E-06,1.67E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,5,1,10,1939
0.49504,0.00495,8.33E-06,1.67E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,5,1,100,1940
0.49504,0.00495,8.33E-06,1.67E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,5,10,10,1941
0.49504,0.00495,8.33E-06,1.67E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,5,10,100,1942
0.49504,0.00495,8.33E-06,1.67E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,5,100,10,1943
0.49504,0.00495,8.33E-06,1.67E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,5,100,100,1944
0.49504,0.00495,9.09E-06,9.09E-07,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,10,0.001,10,1945
0.49504,0.00495,9.09E-06,9.09E-07,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,10,0.001,100,1946
0.49504,0.00495,9.09E-06,9.09E-07,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,10,1,10,1947
0.49504,0.00495,9.09E-06,9.09E-07,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,10,1,100,1948
0.49504,0.00495,9.09E-06,9.09E-07,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,10,10,10,1949
0.49504,0.00495,9.09E-06,9.09E-07,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,10,10,100,1950
0.49504,0.00495,9.09E-06,9.09E-07,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,0.01,10,100,10,1951
0.49504,0.00495,9.09E-06,9.09E-07,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,0.01,10,100,100,1952
0.249995,0.249995,9.99E-09,9.99E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.001,0.001,10,1953
0.249995,0.249995,9.99E-09,9.99E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.001,0.001,100,1954
0.249995,0.249995,9.99E-09,9.99E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.001,1,10,1955
0.249995,0.249995,9.99E-09,9.99E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.001,1,100,1956
0.249995,0.249995,9.99E-09,9.99E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.001,10,10,1957
0.249995,0.249995,9.99E-09,9.99E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.001,10,100,1958
0.249995,0.249995,9.99E-09,9.99E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.001,100,10,1959
0.249995,0.249995,9.99E-09,9.99E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.001,100,100,1960
0.249995,0.249995,9.09E-07,9.09E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.1,0.001,10,1961
0.249995,0.249995,9.09E-07,9.09E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.1,0.001,100,1962
0.249995,0.249995,9.09E-07,9.09E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.1,1,10,1963
0.249995,0.249995,9.09E-07,9.09E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.1,1,100,1964
0.249995,0.249995,9.09E-07,9.09E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.1,10,10,1965
0.249995,0.249995,9.09E-07,9.09E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.1,10,100,1966
0.249995,0.249995,9.09E-07,9.09E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.1,100,10,1967
0.249995,0.249995,9.09E-07,9.09E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.1,100,100,1968
0.249995,0.249995,2.31E-06,7.69E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.3,0.001,10,1969
0.249995,0.249995,2.31E-06,7.69E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.3,0.001,100,1970
0.249995,0.249995,2.31E-06,7.69E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.3,1,10,1971
0.249995,0.249995,2.31E-06,7.69E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.3,1,100,1972
0.249995,0.249995,2.31E-06,7.69E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.3,10,10,1973
0.249995,0.249995,2.31E-06,7.69E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.3,10,100,1974
0.249995,0.249995,2.31E-06,7.69E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.3,100,10,1975
0.249995,0.249995,2.31E-06,7.69E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.3,100,100,1976
0.249995,0.249995,3.33E-06,6.67E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.5,0.001,10,1977
0.249995,0.249995,3.33E-06,6.67E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.5,0.001,100,1978
0.249995,0.249995,3.33E-06,6.67E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.5,1,10,1979
0.249995,0.249995,3.33E-06,6.67E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.5,1,100,1980
0.249995,0.249995,3.33E-06,6.67E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.5,10,10,1981
0.249995,0.249995,3.33E-06,6.67E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.5,10,100,1982
0.249995,0.249995,3.33E-06,6.67E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.5,100,10,1983
0.249995,0.249995,3.33E-06,6.67E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.5,100,100,1984
0.249995,0.249995,4.12E-06,5.88E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.7,0.001,10,1985
0.249995,0.249995,4.12E-06,5.88E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.7,0.001,100,1986
0.249995,0.249995,4.12E-06,5.88E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.7,1,10,1987
0.249995,0.249995,4.12E-06,5.88E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.7,1,100,1988
0.249995,0.249995,4.12E-06,5.88E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.7,10,10,1989
0.249995,0.249995,4.12E-06,5.88E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.7,10,100,1990
0.249995,0.249995,4.12E-06,5.88E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,0.7,100,10,1991
0.249995,0.249995,4.12E-06,5.88E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,0.7,100,100,1992
0.249995,0.249995,5.00E-06,5.00E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,1,0.001,10,1993
0.249995,0.249995,5.00E-06,5.00E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,1,0.001,100,1994
0.249995,0.249995,5.00E-06,5.00E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,1,1,10,1995
0.249995,0.249995,5.00E-06,5.00E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,1,1,100,1996
0.249995,0.249995,5.00E-06,5.00E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,1,10,10,1997
0.249995,0.249995,5.00E-06,5.00E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,1,10,100,1998
0.249995,0.249995,5.00E-06,5.00E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,1,100,10,1999
0.249995,0.249995,5.00E-06,5.00E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,1,100,100,2000
0.249995,0.249995,8.33E-06,1.67E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,5,0.001,10,2001
0.249995,0.249995,8.33E-06,1.67E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,5,0.001,100,2002
0.249995,0.249995,8.33E-06,1.67E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,5,1,10,2003
0.249995,0.249995,8.33E-06,1.67E-06,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,5,1,100,2004
0.249995,0.249995,8.33E-06,1.67E-06,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,5,10,10,2005
0.249995,0.249995,8.33E-06,1.67E-06,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,5,10,100,2006
0.249995,0.249995,8.33E-06,1.67E-06,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,5,100,10,2007
0.249995,0.249995,8.33E-06,1.67E-06,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,5,100,100,2008
0.249995,0.249995,9.09E-06,9.09E-07,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,10,0.001,10,2009
0.249995,0.249995,9.09E-06,9.09E-07,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,10,0.001,100,2010
0.249995,0.249995,9.09E-06,9.09E-07,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,10,1,10,2011
0.249995,0.249995,9.09E-06,9.09E-07,0.1,0.1,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,10,1,100,2012
0.249995,0.249995,9.09E-06,9.09E-07,0.018182,0.181818,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,10,10,10,2013
0.249995,0.249995,9.09E-06,9.09E-07,0.018182,0.181818,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,10,10,100,2014
0.249995,0.249995,9.09E-06,9.09E-07,0.00198,0.19802,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,1,10,100,10,2015
0.249995,0.249995,9.09E-06,9.09E-07,0.00198,0.19802,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,1,10,100,100,2016
0.00495,0.49504,9.99E-09,9.99E-06,0.1998,0.0002,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,100,0.001,0.001,10,2017
0.00495,0.49504,9.99E-09,9.99E-06,0.1998,0.0002,0.29703,0.00297,0.49999,1.00E-05,0.2,0.3,100,0.001,0.001,100,2018
0.00495,0.49504,9.99E-09,9.99E-06,0.1,0.1,0.272727,0.027273,0.49999,1.00E-05,0.2,0.3,100,0.001,1,10,2019
