chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
57.808062,42.26829,15.539787,6.574659,48.84296,73,blackbody_0.23.dat
59.63763,42.27123,17.366409,7.767697,50.038911,75,blackbody_0.24.dat
56.180397,42.27531,13.905072,5.567646,47.842961,71,blackbody_0.22.dat
54.762279,42.27969,12.482595,4.765922,47.045611,68,blackbody_0.21.dat
61.648587,42.28146,19.367145,9.129869,51.411315,77,blackbody_0.25.dat
53.578161,42.28251,11.295675,4.191572,46.474072,66,blackbody_0.2.dat
63.824124,42.29784,21.526299,10.646258,52.944114,79,blackbody_0.26.dat
52.676754,42.30552,10.371231,3.870055,46.175593,64,blackbody_0.19.dat
66.150552,42.32055,23.830002,12.303683,54.62421,81,blackbody_0.27.dat
52.083603,42.34305,9.740547,3.830946,46.174002,61,blackbody_0.18.dat
68.616639,42.3507,26.265942,14.090398,56.441095,83,blackbody_0.28.dat
51.812865,42.37266,9.440235,4.108776,46.481435,59,blackbody_0.17.dat
71.201091,42.378,28.823103,15.995931,58.373938,84,blackbody_0.29.dat
73.889907,42.39825,31.491657,18.010881,60.40916,86,blackbody_0.3.dat
76.69077,42.42801,34.262766,20.126813,62.55479,88,blackbody_0.31.dat
51.94293,42.42942,9.513513,4.744292,47.173705,56,blackbody_0.16.dat
79.599624,42.47115,37.128447,22.336097,64.807239,90,blackbody_0.32.dat
52.510107,42.49827,10.011816,5.785913,48.284186,54,blackbody_0.15.dat
82.594512,42.513,40.0815,24.631838,67.144825,91,blackbody_0.33.dat
85.658352,42.54294,43.115409,27.007785,69.550713,93,blackbody_0.34.dat
53.565252,42.56823,10.997037,7.291823,49.860053,51,blackbody_0.14.dat
88.81938,42.59514,46.224234,29.45824,72.053393,95,blackbody_0.35.dat
92.037465,42.63492,49.402566,31.978023,74.612942,96,blackbody_0.36.dat
55.207113,42.66267,12.544461,9.332729,51.995397,48,blackbody_0.13.dat
95.325594,42.68013,52.645473,34.562381,77.242495,98,blackbody_0.37.dat
98.682597,42.73416,55.948446,37.206967,79.941127,99,blackbody_0.38.dat
102.084528,42.77721,59.307336,39.907791,82.68501,101,blackbody_0.39.dat
57.527496,42.7806,14.746887,11.995648,54.776243,45,blackbody_0.12.dat
105.553383,42.83505,62.718336,42.661178,85.496233,102,blackbody_0.4.dat
109.060926,42.88299,66.177945,45.463754,88.34675,104,blackbody_0.41.dat
60.651045,42.93054,17.720478,15.38936,58.319918,42,blackbody_0.11.dat
112.620339,42.93738,69.682932,48.31239,91.24977,105,blackbody_0.42.dat
116.229243,42.99894,73.230309,51.204202,94.203147,107,blackbody_0.43.dat
119.862561,43.04523,76.817322,54.136516,97.181721,108,blackbody_0.44.dat
64.70607,43.09287,21.613176,19.652206,62.745081,38,blackbody_0.1.dat
123.556134,43.11474,80.441415,57.10684,100.221567,109,blackbody_0.45.dat
127.26597,43.16574,84.100203,60.112878,103.278618,111,blackbody_0.46.dat
131.012232,43.22073,87.79149,63.152488,106.373224,112,blackbody_0.47.dat
134.805411,43.29222,91.51326,66.223661,109.515856,113,blackbody_0.48.dat
138.612318,43.34883,95.26347,69.324542,112.673362,115,blackbody_0.49.dat
142.443639,43.40316,99.0405,72.45336,115.856546,116,blackbody_0.5.dat
146.311893,43.46931,102.84255,75.60861,119.077877,117,blackbody_0.51.dat
150.213453,43.54527,106.66818,78.78857,122.333877,118,blackbody_0.52.dat
