chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
65.493597,28.02264,37.470969,36.016085,64.038712,59,0
69.983745,27.99876,41.984964,40.553597,68.552379,62,1
71.175,27.53313,43.6419,42.070686,69.603808,71,2
35.598615,27.95148,7.647147,3.121615,31.073081,74,3
67.714413,55.0101,12.704301,4.884551,59.894638,114,4
35.321793,23.82135,11.500461,4.382063,28.203398,89,5
33.30171,24.5301,8.771616,3.316929,27.847051,84,6
38.166102,26.3016,11.864493,4.894246,31.195847,90,7
37.30584,27.68181,9.624042,3.860717,31.542537,86,8
45.892431,31.72623,14.166216,6.610947,38.33718,91,9
44.456334,32.77461,11.681721,5.335764,38.11037,88,10
48.866454,32.67741,16.189047,7.869827,40.547264,93,11
48.457227,33.49173,14.965488,7.254674,40.746435,91,12
47.494551,33.17661,14.317956,6.81737,39.993966,90,13
47.978385,33.86397,14.114421,6.816019,40.679983,90,14
49.496577,35.47821,14.018364,5.399016,40.87723,90,15
45.298227,28.23363,17.064612,7.517482,35.751102,95,16
45.131931,27.43398,17.697951,8.123766,35.55774,96,17
54.962466,29.35755,25.60491,14.182896,43.540453,102,18
54.59883,30.48585,24.112953,13.050905,43.536753,100,19
57.764616,31.93677,25.827867,14.532833,46.469595,100,20
54.411045,30.66102,23.75001,12.893776,43.554809,100,21
54.845505,31.45602,23.389488,12.860652,44.316676,99,22
53.308593,30.73179,22.576806,12.072011,42.80382,99,23
53.815866,31.67619,22.139667,12.020918,43.697111,98,24
115.607115,27.86283,87.744294,85.07324,112.936062,19,25
101.525697,30.1794,71.346294,69.167686,99.347072,28,26
79.207908,25.2657,53.942202,52.212881,77.478592,35,27
66.808989,24.28548,42.523497,41.006581,65.29205,49,28
113.596704,27.5556,86.041089,83.37455,110.930181,20,29
99.721167,29.22459,70.496559,68.291048,97.515646,29,30
80.064816,24.86496,55.199871,53.448437,78.313386,37,31
69.28389,23.95758,45.326295,43.818859,67.776452,52,32
99.219237,26.24889,72.970371,70.60319,96.852051,25,33
86.629725,25.65078,60.978951,58.94448,84.595246,33,34
72.399795,23.38509,49.014711,47.313903,70.699008,47,35
67.256904,23.91612,43.340805,41.796685,65.712814,64,36
