chi_full(30),chi_nircam(21),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(28),nircam_offset,run
44.62365,29.304366,15.319269,6.27655,35.580916,96,0
41.28804,29.810592,11.477448,4.54489,34.355468,99,1
44.47866,34.616862,9.861777,3.79785,38.414712,110,2
162.86571,46.911564,115.95411,87.54256,134.454124,144,3
181.28322,53.439015,127.84419,96.47449,149.913512,169,4
185.82156,41.148345,144.6732,110.87972,152.028044,149,5
182.51361,37.418409,145.09521,111.32793,148.74636,149,6
199.98879,40.891431,159.09732,123.41371,164.305092,152,7
192.93717,39.508308,153.42885,118.73652,158.244856,150,8
201.05325,46.310922,154.74231,120.23753,166.548424,150,9
190.15521,45.59646,144.55872,111.64167,157.238116,147,10
190.07424,48.068601,142.0056,109.38361,157.452204,147,11
184.14684,47.850894,136.29591,104.63992,152.490828,145,12
181.19151,47.646081,133.54542,102.3232,149.969288,145,13
180.16983,47.691588,132.4782,101.46199,149.153564,144,14
184.8204,49.717983,135.10242,102.51346,152.231436,147,15
202.63146,47.371737,155.25972,119.53011,166.901868,152,16
203.00724,44.979774,158.02749,122.13264,167.1124,152,17
214.35876,44.948694,169.41006,131.81868,176.767388,155,18
217.27158,46.610676,170.66088,133.37898,179.989628,154,19
220.08429,46.58325,173.50101,135.86552,182.448756,154,20
216.22488,46.98855,169.23636,132.29944,179.287948,154,21
217.22577,46.849908,170.37585,133.36001,180.20996,153,22
213.88338,46.602549,167.28084,130.67761,177.280124,153,23
216.03615,46.70862,169.32753,132.49894,179.207532,153,24
32.33643,18.029361,14.307066,9.317238,27.346592,47,25
44.48877,27.82689,16.661889,5.993834,33.820724,86,26
46.04301,28.612521,17.430471,7.030464,35.642992,90,27
47.31843,31.051902,16.266519,6.802411,37.85432,94,28
33.08682,19.903233,13.183605,8.788976,28.692216,51,29
40.53078,26.708577,13.822209,5.025384,31.73394,85,30
41.76168,28.037037,13.724631,5.554542,33.5916,90,31
