chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
58.314282,42.99504,15.319269,6.27655,49.271568,76,0
54.241629,42.76416,11.477448,4.54489,47.309051,79,1
53.710761,43.84899,9.861777,3.79785,47.646861,91,2
154.095942,38.14179,115.95411,87.54256,125.684338,124,3
156.407433,28.56324,127.84419,96.47449,125.037726,148,4
188.893809,44.2206,144.6732,110.87972,155.1003,129,5
188.123481,43.02828,145.09521,111.32793,154.356267,129,6
199.400565,40.3032,159.09732,123.41371,163.716897,132,7
192.953553,39.52467,153.42885,118.73652,158.26121,130,8
195.065403,40.32306,154.74231,120.23753,160.560575,130,9
184.394691,39.83595,144.55872,111.64167,151.477593,127,10
183.550692,41.54505,142.0056,109.38361,150.928661,127,11
177.476442,41.18052,136.29591,104.63992,145.820441,125,12
174.802875,41.25744,133.54542,102.3232,143.580646,125,13
173.554992,41.07675,132.4782,101.46199,142.538726,124,14
180.573549,45.47115,135.10242,102.51346,147.984608,128,15
199.473378,44.21367,155.25972,119.53011,163.743796,133,16
200.788536,42.76107,158.02749,122.13264,164.893719,132,17
211.519659,42.10959,169.41006,131.81868,173.928305,135,18
213.217719,42.5568,170.66088,133.37898,175.93574,134,19
215.639697,42.13869,173.50101,135.86552,178.004188,135,20
211.877679,42.64134,169.23636,132.29944,174.940736,134,21
212.63541,42.25956,170.37585,133.36001,175.619575,134,22
209.768754,42.48792,167.28084,130.67761,173.165513,133,23
211.510767,42.18324,169.32753,132.49894,174.68218,133,24
68.115918,53.80887,14.307066,9.317238,63.126107,27,25
61.623198,44.96133,16.661889,5.993834,50.955142,66,26
62.983791,45.55332,17.430471,7.030464,52.583771,70,27
60.28659,44.02008,16.266519,6.802411,50.822497,74,28
62.951616,49.76799,13.183605,8.788976,58.556977,31,29
60.261825,46.43961,13.822209,5.025384,51.465002,65,30
60.197982,46.47336,13.724631,5.554542,52.027883,70,31
56.453631,43.99545,12.458169,5.120787,49.116242,76,32
66.237795,56.60856,9.629253,5.444425,62.052996,37,33
62.368293,53.13861,9.229671,3.045637,56.184241,61,34
60.790938,48.85254,11.93841,4.807901,53.660434,80,35
55.447158,44.11854,11.328615,4.53565,48.654186,88,36
138.865272,63.74154,75.123756,50.8018,114.543342,98,37
197.972034,32.23659,165.73545,132.74436,164.980928,143,38
165.475206,35.83569,129.63951,99.0283,134.864001,132,39
153.804378,48.18246,105.62193,79.02636,127.208849,115,40
166.642281,42.17508,124.46721,92.87411,135.049186,127,41
228.062367,27.97659,200.08575,168.73157,196.708169,161,42
180.765351,27.63801,153.12735,121.71642,149.354459,157,43
162.221709,28.09104,134.13069,102.6991,130.790153,150,44
188.871306,44.20452,144.66681,110.83667,155.041211,129,45
187.949814,43.29147,144.65835,110.89708,154.188509,129,46
188.537115,44.18877,144.34839,110.53882,154.727599,129,47
186.766515,43.20435,143.56215,109.81628,153.020641,129,48
188.682507,44.20641,144.4761,110.68925,154.895616,129,49
186.634734,43.10892,143.52579,109.78394,152.89288,129,50
188.720142,44.23056,144.4896,110.71137,154.94194,129,51
197.950116,32.23227,165.71781,132.73113,164.963427,143,52
199.417686,41.13639,158.28129,122.5679,163.704317,131,53
192.863892,40.52475,152.33913,117.63703,158.161754,129,54
197.859207,40.96143,156.89772,121.20227,162.163711,131,55
190.937136,40.31019,150.62697,115.93869,156.248891,129,56
197.303574,40.66764,156.63591,120.95664,161.624251,132,57
190.182447,39.9396,150.24285,115.56538,155.504969,130,58
197.00382,40.40724,156.59658,120.92437,161.331618,132,59
228.057024,27.97671,200.08035,168.72611,196.702841,161,60
194.389299,40.53357,153.85572,119.34097,159.874521,130,61
183.736605,40.06329,143.6733,110.7505,150.813739,127,62
193.950783,40.43238,153.5184,119.007,159.439401,130,63
183.278082,39.94989,143.32815,110.41128,150.361155,127,64
193.960299,40.34949,153.61083,119.10437,159.453831,130,65
183.271101,39.86292,143.40816,110.49626,150.359231,127,66
194.016225,40.32519,153.69102,119.18564,159.510811,130,67
183.325818,39.83721,143.48862,110.57718,150.414361,127,68
182.935818,41.54724,141.38856,108.76656,150.313795,127,69
176.886918,41.18214,135.70479,104.04961,145.231734,125,70
182.783874,41.53698,141.2469,108.62537,150.162354,127,71
176.709351,41.1702,135.5391,103.88644,145.05665,125,72
182.934765,41.5356,141.39918,108.77881,150.314461,127,73
176.843472,41.16846,135.675,104.02448,145.192958,125,74
183.052506,41.53692,141.51564,108.8948,150.431714,127,75
190.328892,39.95124,150.37767,115.68116,155.63236,130,76
174.156684,41.25435,132.90228,101.67976,142.934145,125,77
172.954821,41.07432,131.88051,100.86307,141.937365,124,78
174.019404,41.25522,132.76422,101.54501,142.800242,125,79
172.799601,41.07429,131.72535,100.71138,141.785702,124,80
174.177003,41.25588,132.92109,101.70482,142.960674,125,81
172.940859,41.07399,131.86683,100.85628,141.930261,124,82
174.300009,41.25582,133.04421,101.82844,143.084254,125,83
173.05743,41.0739,131.98356,100.97374,142.047625,124,84
180.542934,45.42906,135.11385,102.52347,147.952529,128,85
199.488354,44.21865,155.26971,119.53872,163.757338,133,86
180.594999,45.44934,135.14562,102.55637,148.005698,128,87
199.484493,44.21661,155.26791,119.53732,163.753934,133,88
180.648156,45.47022,135.17793,102.58941,148.059644,128,89
199.475952,44.21331,155.2626,119.53298,163.746275,133,90
180.656073,45.47142,135.18468,102.5962,148.067636,128,91
199.476186,44.21376,155.26242,119.53277,163.746534,133,92
200.836233,42.79464,158.04162,122.14468,164.93934,132,93
211.563027,42.14847,169.41456,131.82246,173.970966,135,94
200.771181,42.77958,157.99158,122.09561,164.875182,132,95
211.480425,42.13188,169.3485,131.75652,173.888419,135,96
200.712798,42.76131,157.95144,122.0562,164.817536,132,97
211.405818,42.1104,169.2954,131.70381,173.814234,135,98
200.703321,42.76107,157.94226,122.04731,164.80836,132,99
211.395444,42.10953,169.28595,131.69436,173.803874,135,100
213.220215,42.55929,170.66097,133.37842,175.937701,134,101
215.641296,42.1413,173.50002,135.86405,178.005335,135,102
213.187494,42.55806,170.62947,133.34706,175.905067,134,103
215.605494,42.13995,173.46555,135.82961,177.969593,135,104
213.179577,42.55674,170.62281,133.34069,175.897408,134,105
215.596173,42.13863,173.45754,135.82177,177.960417,135,106
213.176691,42.55674,170.61993,133.33782,175.894522,134,107
215.593443,42.1386,173.45484,135.81911,177.957716,135,108
211.877289,42.64131,169.236,132.29895,174.940292,134,109
212.633577,42.2595,170.37405,133.35833,175.617836,134,110
211.87218,42.64119,169.23096,132.29391,174.935112,134,111
212.628663,42.25935,170.36928,133.35343,175.612804,134,112
211.872531,42.64104,169.2315,132.2944,174.935445,134,113
212.629365,42.2592,170.37018,133.3542,175.613433,134,114
211.872882,42.64104,169.23186,132.29475,174.935778,134,115
212.629716,42.2592,170.37054,133.35455,175.613766,134,116
209.766687,42.48786,167.27877,130.67586,173.1637,133,117
211.509012,42.18315,169.32591,132.4974,174.680552,133,118
209.759667,42.48789,167.27175,130.66914,173.15704,133,119
211.504176,42.18315,169.32105,132.4925,174.675631,133,120
209.757912,42.48798,167.26995,130.66746,173.155486,133,121
211.504683,42.18312,169.3215,132.49292,174.676075,133,122
209.758341,42.48798,167.2704,130.66788,173.155893,133,123
211.505112,42.18312,169.32195,132.49341,174.676519,133,124
183.674049,38.77218,144.90189,114.42522,153.197427,146,125
186.047355,43.92729,142.12008,117.16117,161.088454,126,126
181.459278,43.05861,138.40074,109.9182,152.976796,131,127
181.775295,43.8174,137.95794,105.55503,149.372441,135,128
199.395378,38.99079,160.40457,129.8878,168.878582,146,129
191.424441,43.98447,147.43998,122.49097,166.475432,126,130
183.529476,43.08306,140.44644,111.99076,155.073771,131,131
182.692848,43.82502,138.86784,106.51291,150.337956,134,132
266.505174,40.08048,226.4247,194.24958,234.330028,157,133
209.314911,45.14163,164.17323,140.37135,185.512968,124,134
191.674353,43.461,148.21335,121.46302,164.924022,127,135
180.667071,43.78824,136.87884,106.62092,150.409181,131,136
329.310228,41.11962,288.19062,259.21357,300.333181,158,137
262.50198,56.85537,205.64658,184.80644,241.6618,117,138
236.203032,49.52448,186.67854,163.4997,213.02417,118,139
212.584086,44.79471,167.78943,139.9545,184.749177,124,140
373.830054,55.74723,318.08286,291.13609,346.883325,139,141
324.000612,83.15517,240.8454,216.87631,300.031483,117,142
294.351018,69.56676,224.78427,200.02563,269.592397,117,143
261.544179,50.66571,210.87846,183.05644,233.722118,122,144
192.146604,41.76633,150.38028,115.85609,157.622368,134,145
191.436804,42.27717,149.15961,114.23993,156.517067,131,146
195.213291,44.2911,150.92217,125.49649,169.787598,125,147
198.06657,44.36406,153.70254,128.59609,172.960126,126,148
194.42085,43.48713,150.93369,122.19375,165.680857,129,149
197.805153,43.61628,154.1889,125.64356,169.25983,130,150
195.473421,44.17272,151.30071,119.09184,163.264609,133,151
200.069337,44.463,155.60631,123.31942,167.78242,134,152
208.400829,44.00007,164.40075,125.78307,169.783121,132,153
205.884549,44.55873,161.32581,122.55803,167.116753,130,154
