chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
49.537449,27.92427,21.613176,19.652206,47.576487,65,blackbody_0.1.dat
45.716853,27.99639,17.720478,15.38936,43.385756,68,blackbody_0.11.dat
42.837873,28.09098,14.746887,11.995648,40.086651,71,blackbody_0.12.dat
40.733706,28.18923,12.544461,9.332729,37.521959,74,blackbody_0.13.dat
39.282906,28.28586,10.997037,7.291823,35.577683,77,blackbody_0.14.dat
38.396553,28.38474,10.011816,5.785913,34.170647,80,blackbody_0.15.dat
38.009517,28.49598,9.513513,4.744292,33.240282,83,blackbody_0.16.dat
38.073555,28.63332,9.440235,4.108776,32.742114,85,blackbody_0.17.dat
38.477166,28.73664,9.740547,3.830946,32.567585,88,blackbody_0.18.dat
39.246246,28.875,10.371231,3.870055,32.745074,90,blackbody_0.19.dat
40.291446,28.99578,11.295675,4.191572,33.187335,93,blackbody_0.2.dat
41.60325,29.12067,12.482595,4.765922,33.886598,95,blackbody_0.21.dat
43.160793,29.25573,13.905072,5.567646,34.823364,97,blackbody_0.22.dat
44.934513,29.39472,15.539787,6.574659,35.969365,99,blackbody_0.23.dat
46.900191,29.53377,17.366409,7.767697,37.301476,101,blackbody_0.24.dat
49.037976,29.67081,19.367145,9.129869,38.800679,103,blackbody_0.25.dat
51.331644,29.80533,21.526299,10.646258,40.451582,105,blackbody_0.26.dat
53.768013,29.93799,23.830002,12.303683,42.241679,107,blackbody_0.27.dat
56.336436,30.0705,26.265942,14.090398,44.160906,109,blackbody_0.28.dat
59.028411,30.20532,28.823103,15.995931,46.201234,111,blackbody_0.29.dat
61.837269,30.3456,31.491657,18.010881,48.356484,113,blackbody_0.3.dat
64.757784,30.495,34.262766,20.126813,50.621809,115,blackbody_0.31.dat
67.755792,30.62736,37.128447,22.336097,52.963465,116,blackbody_0.32.dat
70.839873,30.75837,40.0815,24.631838,55.390221,118,blackbody_0.33.dat
74.022,30.9066,43.115409,27.007785,57.914398,120,blackbody_0.34.dat
77.264772,31.04055,46.224234,29.45824,60.498774,121,blackbody_0.35.dat
80.577276,31.17471,49.402566,31.978023,63.15271,123,blackbody_0.36.dat
83.970393,31.32489,52.645473,34.562381,65.887269,124,blackbody_0.37.dat
87.397401,31.44897,55.948446,37.206967,68.655942,126,blackbody_0.38.dat
90.910521,31.60317,59.307336,39.907791,71.510973,127,blackbody_0.39.dat
94.442088,31.72377,62.718336,42.661178,74.384948,129,blackbody_0.4.dat
98.051382,31.87344,66.177945,45.463754,77.337215,130,blackbody_0.41.dat
101.682009,31.99908,69.682932,48.31239,80.311497,132,blackbody_0.42.dat
105.368874,32.13855,73.230309,51.204202,83.342759,133,blackbody_0.43.dat
109.096494,32.27916,76.817322,54.136516,86.415683,135,blackbody_0.44.dat
112.846461,32.40504,80.441415,57.10684,89.51188,136,blackbody_0.45.dat
116.651145,32.55093,84.100203,60.112878,92.663799,137,blackbody_0.46.dat
120.473652,32.68218,87.79149,63.152488,95.834662,139,blackbody_0.47.dat
124.322835,32.80962,91.51326,66.223661,99.033275,140,blackbody_0.48.dat
128.214567,32.95107,95.26347,69.324542,102.275622,141,blackbody_0.49.dat
132.131376,33.0909,99.0405,72.45336,105.544313,143,blackbody_0.5.dat
136.055088,33.21252,102.84255,75.60861,108.821107,144,blackbody_0.51.dat
140.012262,33.3441,106.66818,78.78857,112.132681,145,blackbody_0.52.dat
143.999583,33.48372,110.51586,81.99198,115.475705,146,blackbody_0.53.dat
148.009719,33.62547,114.38424,85.21744,118.842927,148,blackbody_0.54.dat
152.017554,33.74553,118.27206,88.46369,122.209224,149,blackbody_0.55.dat
156.049491,33.87144,122.17806,91.72954,125.600977,150,blackbody_0.56.dat
160.103151,34.00197,126.10116,95.01394,129.015892,151,blackbody_0.57.dat
164.17635,34.13604,130.04028,98.31577,132.451786,152,blackbody_0.58.dat
168.267138,34.27263,133.99452,101.63405,135.906698,153,blackbody_0.59.dat
172.373682,34.4109,137.9628,104.96794,139.378815,154,blackbody_0.6.dat
176.476209,34.53195,141.94422,108.31646,142.848379,156,blackbody_0.61.dat
180.593322,34.65522,145.93815,111.67884,146.334038,157,blackbody_0.62.dat
184.723617,34.78008,149.94351,115.05424,149.834312,158,blackbody_0.63.dat
188.865846,34.90602,153.95985,118.44203,153.348017,159,blackbody_0.64.dat
193.018839,35.03259,157.98627,121.84137,156.873969,160,blackbody_0.65.dat
197.181543,35.15946,162.02214,125.2517,160.411169,161,blackbody_0.66.dat
201.353139,35.2863,166.06683,128.67239,163.958692,162,blackbody_0.67.dat
205.532691,35.4129,170.1198,132.10274,167.515687,163,blackbody_0.68.dat
209.719497,35.53908,174.18042,135.54233,171.081414,164,blackbody_0.69.dat
213.912894,35.66475,178.24815,138.99053,174.655281,165,blackbody_0.7.dat
218.112336,35.78979,182.32254,142.44685,178.236659,166,blackbody_0.71.dat
222.317316,35.91423,186.40314,145.9108,181.82503,167,blackbody_0.72.dat
226.527405,36.03807,190.48932,149.38196,185.420024,168,blackbody_0.73.dat
230.742213,36.16137,194.5809,152.85984,189.021234,169,blackbody_0.74.dat
234.961467,36.28425,198.67725,156.34409,192.62829,170,blackbody_0.75.dat
239.184855,36.40683,202.77801,159.83422,196.241044,171,blackbody_0.76.dat
243.412182,36.52932,206.88291,163.32988,199.8592,172,blackbody_0.77.dat
247.64337,36.65187,210.9915,166.83072,203.48261,173,blackbody_0.78.dat
251.878185,36.77472,215.10351,170.33646,207.1112,174,blackbody_0.79.dat
256.116666,36.89814,219.21849,173.84668,210.744822,175,blackbody_0.8.dat
260.358696,37.02237,223.33635,177.36117,214.383513,176,blackbody_0.81.dat
264.604353,37.14774,227.45664,180.87951,218.027199,177,blackbody_0.82.dat
268.853637,37.27455,231.57909,184.40142,221.675991,178,blackbody_0.83.dat
273.093366,37.3899,235.70343,187.92676,225.31668,178,blackbody_0.84.dat
277.332627,37.50312,239.82948,191.45518,228.958294,179,blackbody_0.85.dat
281.574696,37.61769,243.95697,194.9864,232.604126,180,blackbody_0.86.dat
285.907479,37.82181,248.08563,198.52028,236.342088,180,blackbody_0.87.dat
290.358666,38.14332,252.21537,202.05654,240.199819,180,blackbody_0.88.dat
294.925254,38.57949,256.34574,205.5949,244.174396,180,blackbody_0.89.dat
299.604396,39.12765,260.47674,209.13522,248.262896,180,blackbody_0.9.dat
304.393323,39.78522,264.6081,212.67729,252.462544,180,blackbody_0.91.dat
309.289383,40.54971,268.73964,216.22097,256.770676,180,blackbody_0.92.dat
314.289924,41.41872,272.87127,219.76598,261.184702,180,blackbody_0.93.dat
319.392489,42.38985,277.00263,223.31225,265.702069,180,blackbody_0.94.dat
324.59466,43.46088,281.13372,226.8595,270.320372,180,blackbody_0.95.dat
329.894019,44.62962,285.26445,230.40766,275.037243,180,blackbody_0.96.dat
335.288343,45.89388,289.39446,233.95652,279.850388,180,blackbody_0.97.dat
340.77537,47.25162,293.52375,237.50594,284.75755,180,blackbody_0.98.dat
346.352994,48.70083,297.65214,241.05578,289.756657,180,blackbody_0.99.dat
352.019109,50.23956,301.77954,244.60597,294.845526,180,blackbody_1.0.dat
