chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
52.289055,30.67587,21.613176,19.652206,50.328066,61,blackbody_0.1.dat
48.454185,30.73371,17.720478,15.38936,46.12309,65,blackbody_0.11.dat
45.523101,30.77622,14.746887,11.995648,42.771852,68,blackbody_0.12.dat
43.390854,30.84642,12.544461,9.332729,40.179151,71,blackbody_0.13.dat
41.931357,30.93432,10.997037,7.291823,38.226143,74,blackbody_0.14.dat
41.053818,31.04199,10.011816,5.785913,36.827876,77,blackbody_0.15.dat
40.649622,31.1361,9.513513,4.744292,35.88038,79,blackbody_0.16.dat
40.681719,31.24146,9.440235,4.108776,35.350244,82,blackbody_0.17.dat
41.111421,31.37085,9.740547,3.830946,35.2018,84,blackbody_0.18.dat
41.854644,31.48341,10.371231,3.870055,35.353463,87,blackbody_0.19.dat
42.90351,31.60782,11.295675,4.191572,35.799387,89,blackbody_0.2.dat
44.235048,31.75242,12.482595,4.765922,36.518334,91,blackbody_0.21.dat
45.789627,31.88454,13.905072,5.567646,37.452177,94,blackbody_0.22.dat
47.551803,32.01201,15.539787,6.574659,38.586671,96,blackbody_0.23.dat
49.51362,32.14722,17.366409,7.767697,39.914897,98,blackbody_0.24.dat
51.654057,32.2869,19.367145,9.129869,41.416764,100,blackbody_0.25.dat
53.95611,32.42982,21.526299,10.646258,43.076066,102,blackbody_0.26.dat
56.406246,32.57625,23.830002,12.303683,44.879927,104,blackbody_0.27.dat
58.993779,32.72784,26.265942,14.090398,46.818209,106,blackbody_0.28.dat
61.708413,32.88534,28.823103,15.995931,48.881255,107,blackbody_0.29.dat
64.50873,33.0171,31.491657,18.010881,51.027958,109,blackbody_0.3.dat
67.419612,33.15684,34.262766,20.126813,53.283663,111,blackbody_0.31.dat
70.438173,33.30972,37.128447,22.336097,55.645817,113,blackbody_0.32.dat
73.556574,33.47508,40.0815,24.631838,58.106909,114,blackbody_0.33.dat
76.72002,33.60459,43.115409,27.007785,60.612364,116,blackbody_0.34.dat
79.982916,33.7587,46.224234,29.45824,63.216942,118,blackbody_0.35.dat
83.31687,33.91431,49.402566,31.978023,65.892338,119,blackbody_0.36.dat
86.698872,34.05339,52.645473,34.562381,68.61576,121,blackbody_0.37.dat
90.171393,34.22292,55.948446,37.206967,71.429906,122,blackbody_0.38.dat
93.660684,34.35333,59.307336,39.907791,74.261109,124,blackbody_0.39.dat
97.241976,34.52364,62.718336,42.661178,77.184812,125,blackbody_0.4.dat
100.832511,34.65456,66.177945,45.463754,80.11832,127,blackbody_0.41.dat
104.499564,34.81662,69.682932,48.31239,83.12901,128,blackbody_0.42.dat
108.189627,34.9593,73.230309,51.204202,86.163491,130,blackbody_0.43.dat
111.924618,35.10729,76.817322,54.136516,89.243815,131,blackbody_0.44.dat
115.715886,35.27448,80.441415,57.10684,92.381341,133,blackbody_0.45.dat
119.505321,35.40513,84.100203,60.112878,95.518016,134,blackbody_0.46.dat
123.350604,35.55909,87.79149,63.152488,98.711597,135,blackbody_0.47.dat
127.235862,35.72265,91.51326,66.223661,101.946322,137,blackbody_0.48.dat
131.117883,35.85441,95.26347,69.324542,105.178975,138,blackbody_0.49.dat
135.043194,36.00273,99.0405,72.45336,108.456139,139,blackbody_0.5.dat
139.00731,36.16473,102.84255,75.60861,111.7733,140,blackbody_0.51.dat
142.978797,36.31062,106.66818,78.78857,115.099193,142,blackbody_0.52.dat
146.963544,36.44769,110.51586,81.99198,118.439701,143,blackbody_0.53.dat
150.978789,36.59457,114.38424,85.21744,121.811992,144,blackbody_0.54.dat
155.021334,36.74928,118.27206,88.46369,125.212995,145,blackbody_0.55.dat
159.088215,36.91014,122.17806,91.72954,128.639676,146,blackbody_0.56.dat
