chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
68.768856,31.29789,37.470969,36.016085,67.313989,61,0
73.160646,31.1757,41.984964,40.553597,71.72931,64,1
73.988148,30.34626,43.6419,42.070686,72.416955,73,2
39.634218,31.98708,7.647147,3.121615,35.108671,77,3
62.404017,49.69971,12.704301,4.884551,54.58425,116,4
40.592097,29.09163,11.500461,4.382063,33.473678,92,5
38.284545,29.51295,8.771616,3.316929,32.829878,87,6
42.706599,30.8421,11.864493,4.894246,35.736339,92,7
41.330133,31.7061,9.624042,3.860717,35.566805,88,8
48.347169,34.18098,14.166216,6.610947,40.791908,94,9
46.40337,34.72167,11.681721,5.335764,40.057421,90,10
50.190816,34.00179,16.189047,7.869827,41.871605,96,11
49.279425,34.31391,14.965488,7.254674,41.568612,94,12
48.390264,34.07232,14.317956,6.81737,40.889699,93,13
48.48753,34.3731,14.114421,6.816019,41.18914,93,14
50.395956,36.37761,14.018364,5.399016,41.776626,94,15
48.964305,31.89969,17.064612,7.517482,39.417173,98,16
49.218741,31.52079,17.697951,8.123766,39.644575,99,17
58.588257,32.98335,25.60491,14.182896,47.166231,104,18
57.642039,33.52911,24.112953,13.050905,46.580003,102,19
60.338772,34.51089,25.827867,14.532833,49.043722,103,20
57.021159,33.27114,23.75001,12.893776,46.1649,103,21
57.022992,33.63351,23.389488,12.860652,46.494163,102,22
55.824288,33.24747,22.576806,12.072011,45.319487,102,23
55.819881,33.68022,22.139667,12.020918,45.701142,101,24
119.205528,31.46124,87.744294,85.07324,116.53446,22,25
104.835744,33.48942,71.346294,69.167686,102.657129,31,26
84.088875,30.1467,53.942202,52.212881,82.359558,38,27
71.642844,29.11935,42.523497,41.006581,70.125952,52,28
117.345189,31.30407,86.041089,83.37455,114.678651,23,29
103.403001,32.90646,70.496559,68.291048,101.197479,32,30
85.156734,29.95686,55.199871,53.448437,83.405289,39,31
74.131122,28.8048,45.326295,43.818859,72.623674,55,32
103.617267,30.64689,72.970371,70.60319,101.250056,28,33
91.722618,30.74367,60.978951,58.94448,89.688148,36,34
77.948988,28.93425,49.014711,47.313903,76.248157,49,35
71.67264,28.33182,43.340805,41.796685,70.128505,67,36
52.937586,30.93234,22.005261,18.659977,49.592321,41,37
55.052829,39.02676,16.026057,9.097914,48.124679,100,38
42.488472,32.41047,10.078011,3.894989,36.305473,88,39
41.761161,31.98351,9.777654,4.858679,36.842195,78,40
49.011222,34.39863,14.612589,6.684209,41.082839,100,41
162.514248,101.391,61.123239,53.406493,154.797492,147,42
117.57213,93.2103,24.361848,16.565843,109.776114,143,43
86.620326,72.09831,14.521995,6.694681,78.79298,133,44
41.498067,30.46686,11.031201,4.132919,34.599773,90,45
38.124918,29.86434,8.260587,3.14797,33.012325,83,46
41.364063,30.23247,11.131605,4.180813,34.413256,90,47
38.147538,29.74554,8.401995,3.206028,32.951571,84,48
40.925079,29.58942,11.335671,4.28596,33.875387,91,49
38.063961,29.4447,8.619255,3.271422,32.716103,85,50
40.61304,29.17275,11.44026,4.339069,33.511825,92,51
84.684795,41.06808,43.616736,30.665194,71.733269,123,52
41.90745,30.40035,11.507103,4.626412,35.02679,90,53
39.66885,30.41241,9.256437,3.624075,34.036485,85,54
41.996331,30.43092,11.565441,4.659991,35.090911,90,55
39.926913,30.57927,9.347661,3.680572,34.259854,86,56
42.302364,30.60177,11.700585,4.755611,35.357385,91,57
40.606917,31.10964,9.497277,3.772314,34.881972,87,58
42.531957,30.77181,11.760165,4.796715,35.568507,92,59
179.01117,91.27053,87.740631,75.4726,166.743127,157,60
46.692009,32.8608,13.831209,6.297088,39.157877,92,61
44.129007,32.80086,11.328174,5.023172,37.824027,88,62
47.136804,33.22614,13.910688,6.369139,39.595291,93,63
44.73495,33.30537,11.429577,5.111848,38.417211,89,64
47.866299,33.81792,14.04837,6.497337,40.315274,93,65
45.78054,34.19742,11.58309,5.248068,39.445515,90,66
48.228726,34.13178,14.096934,6.54311,40.674914,94,67
52.442208,29.99409,22.448124,11.94732,41.941387,103,68
50.010168,34.00452,16.005636,7.684754,41.689269,96,69
49.097958,34.31133,14.786613,7.07455,41.385869,94,70
50.059074,34.00947,16.049592,7.728364,41.73785,96,71
49.154313,34.31973,14.834574,7.123207,41.442923,94,72
50.12514,34.00635,16.118811,7.798182,41.804524,96,73
49.224903,34.31892,14.905989,7.19565,41.514555,94,74
50.159031,34.00476,16.15428,7.833966,41.838712,96,75
58.312566,32.36409,25.948476,14.630644,46.994736,105,76
48.228219,34.07865,14.149557,6.648782,40.727454,93,77
48.328995,34.3797,13.949298,6.650399,41.030114,93,78
48.27966,34.07763,14.202036,6.701856,40.779476,93,79
48.384219,34.37928,14.004927,6.707204,41.086502,93,80
48.347442,34.07532,14.272137,6.772976,40.848296,93,81
48.455199,34.37751,14.077683,6.78104,41.158541,93,82
48.376458,34.07427,14.30217,6.80351,40.877785,93,83
48.483201,34.37643,14.106771,6.810902,41.187327,93,84
49.847538,35.8491,13.998438,5.393626,41.242716,94,85
49.031853,31.9689,17.062965,7.523642,39.492542,98,86
49.983219,35.98647,13.996773,5.387865,41.374325,94,87
49.010208,31.94787,17.062344,7.520891,39.468751,98,88
50.229933,36.23163,13.998294,5.383189,41.614825,94,89
48.976317,31.91337,17.062938,7.517895,39.43127,98,90
50.359062,36.35601,14.003082,5.384134,41.740144,94,91
48.966606,31.90218,17.064432,7.517384,39.419578,98,92
49.243155,31.52799,17.715186,8.13778,39.665776,98,93
58.486506,32.87283,25.613685,14.187698,47.060522,104,94
49.232313,31.52688,17.70543,8.129233,39.656119,98,95
58.490913,32.90499,25.58592,14.161105,47.066072,104,96
49.217493,31.5234,17.694099,8.119321,39.642725,99,97
58.521489,32.96292,25.558569,14.135282,47.098188,104,98
49.211838,31.52166,17.690193,8.115982,39.637619,99,99
58.533345,32.98317,25.55019,14.128107,47.111286,104,100
57.578235,33.47862,24.099606,13.036107,46.514735,102,101
60.250788,34.4433,25.807491,14.511147,48.954441,103,102
57.582291,33.49842,24.083865,13.020966,46.519397,102,103
60.254766,34.46907,25.785702,14.489727,48.958807,103,104
57.609396,33.52398,24.085449,13.022947,46.546925,102,105
60.289398,34.503,25.786395,14.491337,48.994327,103,106
57.617586,33.52914,24.088437,13.026321,46.555472,102,107
60.303945,34.51089,25.793064,14.497931,49.008831,103,108
57.011565,33.26952,23.742045,12.885383,46.15491,103,109
57.007977,33.63129,23.376681,12.847912,46.479178,102,110
57.010629,33.27048,23.740155,12.883584,46.154059,103,111
57.007743,33.63252,23.375214,12.846267,46.478808,102,112
57.013788,33.27129,23.742504,12.886111,46.157389,103,113
57.012306,33.63363,23.378679,12.849844,46.48347,102,114
57.016323,33.27126,23.745087,12.888792,46.160053,103,115
57.015582,33.63354,23.382036,12.85333,46.486874,102,116
55.823547,33.24768,22.575879,12.07045,45.318118,102,117
55.81719,33.68061,22.136571,12.017411,45.698034,101,118
55.82109,33.24771,22.573377,12.068098,45.315787,102,119
55.813758,33.68052,22.133259,12.014205,45.694704,101,120
55.820622,33.24756,22.57308,12.068273,45.315824,102,121
55.815123,33.6804,22.134717,12.015941,45.696369,101,122
55.822338,33.2475,22.574817,12.069967,45.317489,102,123
55.817112,33.68028,22.136823,12.018027,45.698293,101,124
62.663835,55.60398,7.059852,2.762627,58.366612,93,125
41.478294,31.24053,10.237743,4.736109,35.976654,86,126
44.077332,33.05751,11.019825,4.260053,37.317571,92,127
47.144916,34.40001,12.7449,5.154968,39.554961,94,128
62.932545,56.42931,6.503229,2.341367,58.770689,93,129
41.750124,31.24236,10.507743,5.017964,36.260333,86,130
44.032716,33.16404,10.868688,4.27476,37.43882,92,131
46.968636,34.33602,12.632634,5.123797,39.459797,93,132
83.093712,76.5366,6.557103,3.702468,80.239051,112,133
42.991923,30.77034,12.221586,7.446166,38.216523,82,134
42.472482,32.58243,9.890037,4.363247,36.945684,88,135
