chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
87.198852,76.00365,13.4271,6.202056,85.900384,79,0
93.725229,89.36751,8.675514,3.244353,93.336126,79,1
183.584661,187.72374,7.487118,2.74323,182.778002,79,2
805.06296,707.9184,119.30427,91.46256,784.62237,79,3
1402.94934,1332.5262,133.75692,102.88103,1377.30502,79,4
951.7794,812.9181,159.05655,124.79733,920.18482,79,5
959.28417,814.9557,163.58976,129.04668,925.00296,79,6
1028.88591,877.4382,172.94445,136.43623,995.01473,79,7
983.90214,835.7403,167.88501,132.40808,950.36979,79,8
989.42922,843.7143,166.3686,131.12393,956.8422,79,9
915.44232,778.7895,155.30364,121.90808,884.94602,79,10
904.85109,770.8608,152.69571,119.68054,874.56493,79,11
862.99434,733.9095,146.60172,114.66903,833.73654,79,12
845.50908,719.3718,143.38233,111.96794,817.00477,79,13
836.30469,710.7579,142.40844,111.20312,807.84209,79,14
896.36976,778.4757,140.13414,107.97955,872.31163,79,15
1032.31011,892.4019,164.48742,128.5109,1002.56717,79,16
1034.77335,887.3979,170.23014,133.75502,1002.57494,79,17
1104.73545,944.2152,184.12515,145.53616,1069.10279,79,18
1099.46967,934.3863,187.24338,148.66313,1062.15493,79,19
1109.65491,939.2517,191.82096,152.68806,1070.67603,79,20
1084.78968,919.5789,186.49206,148.20337,1047.11813,79,21
1084.23315,915.4809,189.11592,150.59716,1045.32437,79,22
1068.8613,904.833,184.6863,146.75164,1031.38129,79,23
1075.77873,907.7115,188.11458,149.79363,1036.98346,79,24
186.93909,182.9313,13.79079,9.378523,184.748104,79,25
51.784863,33.94674,16.366176,7.807464,50.130042,79,26
61.183434,45.51876,15.27831,6.979756,60.120227,79,27
73.862646,61.98525,13.169331,5.6665,73.283569,79,28
151.630908,150.05313,9.931284,6.192963,151.00625,79,29
42.398109,30.29493,11.523447,4.597439,41.799825,79,30
55.307538,44.95695,10.953765,4.504451,54.809913,79,31
77.407395,70.65441,9.530541,3.759007,77.040549,79,32
100.353825,97.18776,8.164188,4.690532,99.242362,79,33
30.085926,23.10564,6.970923,2.177378,29.916276,79,34
98.620314,93.96414,9.181764,3.578295,98.132399,79,35
162.677736,163.74558,8.584371,3.257002,162.013084,79,36
346.736403,271.61196,76.347342,54.23215,334.464201,79,37
1315.18491,1173.7251,181.97073,146.74562,1277.50381,79,38
997.92264,879.918,146.07603,114.90983,966.10811,79,39
631.54026,535.8093,108.23319,82.40071,612.79178,79,40
880.37781,772.5306,131.6763,100.78271,856.51522,79,41
1855.33569,1747.5492,187.8786,153.40542,1828.01238,79,42
1695.19818,1622.0091,152.69157,120.52453,1668.4484,79,43
1467.63825,1395.8574,138.50703,107.27115,1441.72535,79,44
949.84734,810.9369,158.98176,124.70185,918.4288,79,45
945.31476,800.8455,162.88947,128.39729,911.50092,79,46
948.77679,811.3338,157.81941,123.63141,917.35173,79,47
945.33231,804.1374,160.43463,126.11683,911.50425,79,48
948.97101,811.6293,157.75452,123.58675,917.51157,79,49
949.78455,809.3598,160.11378,125.82031,915.83584,79,50
948.83139,811.4334,157.78881,123.62476,917.31288,79,51
1315.16073,1173.7218,181.95372,146.73274,1277.48124,79,52
1014.46878,862.8888,172.21221,135.73203,980.82005,79,53
963.49656,815.1468,166.84857,131.43382,930.29174,79,54
1015.14309,866.3037,170.19531,133.86212,981.50862,79,55
965.16927,820.2324,164.38536,129.14454,931.9634,79,56
1019.44713,871.5678,169.72389,133.43344,985.76547,79,57
