chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
46.532421,31.21314,15.319269,6.27655,37.489695,99,0
42.806361,31.32891,11.477448,4.54489,35.873794,102,1
41.531607,31.66983,9.861777,3.79785,35.467682,114,2
155.264694,39.31056,115.95411,87.54256,126.853131,147,3
177.818706,49.97448,127.84419,96.47449,146.448997,171,4
179.584002,34.91079,144.6732,110.87972,145.790508,152,5
179.054694,33.95952,145.09521,111.32793,145.287456,152,6
194.982723,35.88537,159.09732,123.41371,159.299023,155,7
189.109791,35.68095,153.42885,118.73652,154.417502,153,8
192.334779,37.59243,154.74231,120.23753,157.829938,153,9
181.891164,37.33245,144.55872,111.64167,148.974099,151,10
179.822214,37.81659,142.0056,109.38361,147.200208,150,11
174.036018,37.74006,136.29591,104.63992,142.379996,148,12
171.168114,37.62267,133.54542,102.3232,139.945877,148,13
170.137383,37.65915,132.4782,101.46199,139.12111,147,14
173.351178,38.24877,135.10242,102.51346,140.762245,151,15
192.698571,37.43883,155.25972,119.53011,156.968985,156,16
194.766195,36.73872,158.02749,122.13264,158.87134,156,17
206.238786,36.82872,169.41006,131.81868,168.647406,158,18
208.000065,37.33914,170.66088,133.37898,170.718074,158,19
210.817971,37.31694,173.50101,135.86552,173.182459,158,20
206.6025,37.3662,169.23636,132.29944,169.665609,157,21
207.695631,37.31976,170.37585,133.36001,170.679816,157,22
204.503442,37.22259,167.28084,130.67761,167.900154,156,23
206.605815,37.2783,169.32753,132.49894,169.777201,156,24
44.227521,29.92047,14.307066,9.317238,39.237686,50,25
47.328879,30.66702,16.661889,5.993834,36.660858,89,26
48.09636,30.66591,17.430471,7.030464,37.696377,93,27
47.411754,31.14525,16.266519,6.802411,37.947681,97,28
44.593068,31.40946,13.183605,8.788976,40.198428,54,29
43.974723,30.15252,13.822209,5.025384,35.177898,88,30
44.117268,30.39264,13.724631,5.554542,35.947202,93,31
43.646577,31.18839,12.458169,5.120787,36.309173,99,32
39.567918,29.93865,9.629253,5.444425,35.3831,60,33
39.012324,29.78265,9.229671,3.045637,32.828287,84,34
42.06072,30.12231,11.93841,4.807901,34.930183,103,35
43.478409,32.1498,11.328615,4.53565,36.685463,111,36
114.776376,39.65259,75.123756,50.8018,90.454418,121,37
207.048348,41.31291,165.73545,132.74436,174.05725,166,38
168.622311,38.98281,129.63951,99.0283,138.01111,155,39
143.857818,38.2359,105.62193,79.02636,117.262287,139,40
161.433636,36.96645,124.46721,92.87411,129.840548,150,41
265.493163,65.40741,200.08575,168.73157,234.138997,180,42
212.775654,59.64831,153.12735,121.71642,181.36475,180,43
186.16572,52.03503,134.13069,102.6991,154.734148,173,44
180.173916,35.5071,144.66681,110.83667,146.343806,152,45
179.036793,34.37847,144.65835,110.89708,145.275542,152,46
179.6574,35.30904,144.34839,110.53882,145.847858,152,47
177.78462,34.22244,143.56215,109.81628,144.038743,152,48
179.533107,35.05698,144.4761,110.68925,145.746219,152,49
177.574566,34.04877,143.52579,109.78394,143.832727,152,50
179.443992,34.95441,144.4896,110.71137,145.665781,152,51
207.033567,41.31573,165.71781,132.73113,174.046853,166,52
193.980774,35.69949,158.28129,122.5679,158.267426,154,53
187.685589,35.34642,152.33913,117.63703,152.983419,152,54
192.579816,35.68206,156.89772,121.20227,156.884329,155,55
186.006132,35.37918,150.62697,115.93869,151.317901,152,56
192.365121,35.72919,156.63591,120.95664,156.685824,155,57
185.711643,35.46882,150.24285,115.56538,151.034185,153,58
192.437232,35.84064,156.59658,120.92437,156.765004,155,59
265.482555,65.40222,200.08035,168.72611,234.128378,180,60
191.304555,37.44885,153.85572,119.34097,156.789794,153,61
180.86367,37.19031,143.6733,110.7505,147.9408,150,62
191.032686,37.51428,153.5184,119.007,156.521285,153,63
180.587238,37.25904,143.32815,110.41128,147.670293,150,64
191.180106,37.56927,153.61083,119.10437,156.673651,153,65
180.721788,37.31361,143.40816,110.49626,147.809894,150,66
191.283807,37.59276,153.69102,119.18564,156.778398,153,67
180.821043,37.33242,143.48862,110.57718,147.909572,151,68
179.201802,37.81323,141.38856,108.76656,146.579792,150,69
173.4408,37.73601,135.70479,104.04961,141.785628,148,70
179.062299,37.81539,141.2469,108.62537,146.440783,150,71
173.276961,37.73784,135.5391,103.88644,141.624271,148,72
179.215998,37.81683,141.39918,108.77881,146.595702,150,73
173.414202,37.73922,135.675,104.02448,141.763724,148,74
179.33331,37.8177,141.51564,108.8948,146.712511,150,75
185.842644,35.46495,150.37767,115.68116,151.14611,153,76
170.526174,37.62387,132.90228,101.67976,139.303668,148,77
169.540956,37.66047,131.88051,100.86307,138.523523,147,78
170.388777,37.62462,132.76422,101.54501,139.169654,148,79
169.386126,37.66083,131.72535,100.71138,138.37223,147,80
170.546337,37.62519,132.92109,101.70482,139.329975,148,81
169.52793,37.66104,131.86683,100.85628,138.517307,147,82
170.669694,37.62549,133.04421,101.82844,139.453925,148,83
169.64454,37.66101,131.98356,100.97374,138.634745,147,84
173.336826,38.223,135.11385,102.52347,140.746446,151,85
192.712767,37.44306,155.26971,119.53872,156.981787,156,86
173.374188,38.22852,135.14562,102.55637,140.784852,151,87
192.712884,37.44501,155.26791,119.53732,156.982342,156,88
173.420247,38.24235,135.17793,102.58941,140.831768,151,89
192.704187,37.44153,155.2626,119.53298,156.974498,156,90
173.433117,38.24844,135.18468,102.5962,140.844681,151,91
192.701535,37.43913,155.26242,119.53277,156.971908,156,92
194.769627,36.72804,158.04162,122.14468,158.872746,156,93
206.229036,36.81447,169.41456,131.82246,168.636972,158,94
194.727156,36.73557,157.99158,122.09561,158.831158,156,95
206.172603,36.82407,169.3485,131.75652,168.580584,158,96
194.691003,36.73953,157.95144,122.0562,158.795749,156,97
206.125218,36.8298,169.2954,131.70381,168.533631,158,98
194.681019,36.73875,157.94226,122.04731,158.786055,156,99
206.114688,36.82878,169.28595,131.69436,168.523123,158,100
207.998193,37.33725,170.66097,133.37842,170.715669,158,101
210.814578,37.3146,173.50002,135.86405,173.178611,158,102
207.968124,37.33869,170.62947,133.34706,170.685736,158,103
210.781896,37.31634,173.46555,135.82961,173.14594,158,104
207.96204,37.3392,170.62281,133.34069,170.679853,158,105
210.774564,37.31703,173.45754,135.82177,173.138836,158,106
207.959115,37.33917,170.61993,133.33782,170.676967,158,107
210.771873,37.31703,173.45484,135.81911,173.136135,158,108
206.602188,37.3662,169.236,132.29895,169.665165,157,109
207.693798,37.31973,170.37405,133.35833,170.67804,157,110
206.597157,37.36617,169.23096,132.29391,169.660096,157,111
207.688962,37.31967,170.36928,133.35343,170.673156,157,112
206.597664,37.36617,169.2315,132.2944,169.660577,157,113
207.689859,37.3197,170.37018,133.3542,170.673933,157,114
206.598054,37.3662,169.23186,132.29475,169.660947,157,115
207.69021,37.3197,170.37054,133.35455,170.674266,157,116
