chi_full(39),chi_nircam(30),chi_miri(9),chi_miri_wo_shadow(7),chi_full_wo_shadow(37),nircam_offset,run
72.485439,47.72586,22.751532,19.77073,68.1392,79,0
73.187049,38.70429,30.084417,26.910534,65.854376,79,1
67.6611,27.87036,33.746571,30.388274,58.698206,79,2
65.970606,53.74497,12.975228,6.079934,65.499583,79,3
459.52686,462.5439,24.248457,13.986091,455.73196,79,4
155.621739,128.03319,29.669598,19.371499,149.511117,79,5
130.97682,104.94276,27.0819,17.885413,124.679492,79,6
168.078924,139.61871,31.042035,20.34662,162.527458,79,7
144.839487,119.01855,27.721827,17.952074,139.672447,79,8
175.212102,146.63451,31.541607,20.385442,170.47343,79,9
151.243092,126.04278,27.625797,17.417603,147.167574,79,10
173.631354,146.77044,30.162888,19.198053,169.160855,79,11
158.190318,133.65501,27.527841,17.206651,154.198055,79,12
152.872317,129.33972,26.469,16.362024,149.14256,79,13
148.805943,125.83812,25.81083,15.89434,145.166429,79,14
161.675631,142.2099,23.926752,13.13725,159.906933,79,15
214.419309,183.64188,35.453412,22.733844,209.662868,79,16
231.36828,194.68959,40.857201,27.422794,224.766009,79,17
278.549349,230.7549,51.916014,36.637643,268.760822,79,18
264.759417,219.10731,49.513653,34.680604,255.844788,79,19
270.98955,222.07464,52.320195,37.143512,260.968178,79,20
261.132222,217.46868,47.812959,33.339418,252.651133,79,21
258.237486,213.44781,48.490578,34.075636,249.18575,79,22
251.518371,209.09811,46.325862,32.18117,243.265824,79,23
250.619226,206.937,47.220453,33.093011,241.78168,79,24
533.78637,504.339,52.880913,47.812177,529.30202,79,25
383.398899,355.6623,42.921666,38.610579,377.1891,79,26
257.432916,231.43821,34.347951,30.603832,249.842315,79,27
120.079284,91.77171,28.158336,24.81584,113.240646,79,28
529.20933,490.0353,59.912028,54.407955,519.8648,79,29
378.027897,342.6477,48.344463,43.757308,368.620603,79,30
246.533547,211.92174,40.18194,36.284437,236.499412,79,31
110.859762,75.15864,33.171597,29.785497,102.479492,79,32
443.57664,401.532,57.124539,51.952488,430.98821,79,33
304.133037,264.6996,47.121228,42.740502,292.39176,79,34
152.27901,112.90518,38.3157,34.629693,142.044369,79,35
67.083198,28.89594,32.510619,29.209404,58.771281,79,36
82.161456,78.55833,7.442433,2.616467,81.773367,79,37
347.347923,312.9942,45.804654,33.687031,337.491171,79,38
152.861865,131.66766,24.714621,15.414546,147.532098,79,39
57.788016,45.71994,12.384999,5.529965,57.408238,79,40
207.249627,187.51767,26.755677,16.22929,204.349113,79,41
1060.65765,1048.977,69.952392,56.701288,1054.60027,79,42
929.32203,950.019,38.091879,26.909547,923.73534,79,43
675.01551,690.723,27.16245,16.691276,670.38746,79,44
146.990805,119.12208,29.381796,19.187168,140.920716,79,45
115.656723,89.18457,26.526618,17.489276,109.497541,79,46
148.014516,120.64611,29.06559,18.873498,141.954977,79,47
118.005693,92.34198,26.055801,17.021683,111.835867,79,48
151.950201,124.7958,29.132163,18.898299,145.889187,79,49
124.751211,99.51741,26.122527,17.031994,118.53875,79,50
154.25319,127.19655,29.19168,18.938017,148.166278,79,51
347.959755,313.5642,45.871173,33.747021,338.086168,79,52
154.247535,125.2467,30.649509,20.008373,148.76183,79,53
128.715405,102.31011,27.229851,17.536729,123.646045,79,54
157.553877,129.18981,30.362706,19.732979,152.065375,79,55
132.541344,106.83012,26.930025,17.2452,127.461411,79,56
163.664319,135.76227,30.368709,19.727848,158.154539,79,57
139.598628,114.41115,26.944362,17.241567,134.48279,79,58
166.456602,138.72402,30.402693,19.755512,160.92521,79,59
1060.70055,1049.0229,69.952446,56.701337,1054.64282,79,60
169.028418,140.54829,31.11174,19.988325,164.327175,79,61
144.555333,119.42319,27.188838,17.017294,140.52119,79,62
170.87187,142.54182,31.105557,19.981143,166.163818,79,63
146.525184,121.54362,27.189531,17.016202,142.483263,79,64
173.675814,145.41075,31.218552,20.085226,168.953137,79,65
149.539767,124.63392,27.306693,17.123351,145.482335,79,66
174.761496,146.50332,31.276026,20.13858,170.031502,79,67
124.827729,99.58887,26.130753,17.038133,118.614526,79,68
173.176224,146.57703,29.940318,18.989859,168.709307,79,69
157.709682,133.43091,27.307719,17.001446,153.721976,79,70
173.245371,146.64348,29.94633,18.995508,168.77846,79,71
157.762215,133.48434,27.310068,17.004162,153.775182,79,72
173.372043,146.70045,30.005946,19.051403,168.905481,79,73
157.881126,133.53669,27.366867,17.057768,153.894544,79,74
173.456517,146.73546,30.047895,19.090715,168.989804,79,75
140.186943,114.93105,27.029619,17.305162,135.058325,79,76
152.618271,129.36,26.248581,16.156532,148.888037,79,77
148.5627,125.85909,25.598655,15.696583,144.922747,79,78
152.593974,129.32433,26.255709,16.164099,148.866725,79,79
148.530213,125.81973,25.601922,15.700643,144.893406,79,80
152.619636,129.27564,26.312976,16.218643,148.895696,79,81
148.553379,125.77107,25.657128,15.753318,144.919676,79,82
152.662224,129.26691,26.353926,16.256996,148.938801,79,83
148.591911,125.75961,25.696836,15.790642,144.958785,79,84
162.771726,143.33916,23.965092,13.17533,160.980932,79,85
214.548243,183.7302,35.491302,22.76876,209.778678,79,86
162.412809,142.93275,23.980032,13.188945,160.628951,79,87
214.477848,183.68337,35.469585,22.748642,209.71341,79,88
161.94672,142.41657,23.99067,13.197296,160.172741,79,89
214.397196,183.62994,35.44452,22.72578,209.639965,79,90
161.767788,142.22718,23.988204,13.194657,159.997953,79,91
214.394817,183.63531,35.438553,22.72018,209.639299,79,92
230.935458,194.1978,40.876434,27.438439,224.333146,79,93
277.540926,229.66827,51.916473,36.637027,267.763931,79,94
231.05355,194.36055,40.849767,27.414296,224.451398,79,95
277.870593,230.076,51.876945,36.60027,268.089568,79,96
231.238137,194.595,40.82301,27.390594,224.636361,79,97
278.318118,230.60532,51.841404,36.567867,268.532162,79,98
231.324132,194.69322,40.818798,27.386779,224.721794,79,99
278.447637,230.75355,51.834852,36.561812,268.660256,79,100
264.575961,218.91855,49.507074,34.673989,255.662045,79,101
270.779496,221.85912,52.312194,37.135609,260.759313,79,102
264.630444,219.00576,49.485654,34.654123,255.71625,79,103
270.847278,221.96451,52.287876,37.112929,260.826209,79,104
264.709692,219.09579,49.482144,34.651176,255.795541,79,105
270.933702,222.06309,52.283745,37.109408,260.912641,79,106
264.725058,219.10911,49.484565,34.653388,255.810563,79,107
270.948951,222.07731,52.28541,37.110948,260.927774,79,108
261.115686,217.45824,47.807442,33.33442,252.634557,79,109
258.22524,213.44115,48.485673,34.071093,249.173133,79,110
261.119547,217.46469,47.805723,33.332712,252.63822,79,111
258.223563,213.4437,48.482406,34.068041,249.171505,79,112
261.121653,217.46682,47.805849,33.332789,252.640588,79,113
258.228984,213.44898,48.482829,34.068335,249.177166,79,114
261.124851,217.46781,47.807676,33.33449,252.643733,79,115
258.232533,213.45006,48.484908,34.070267,249.180718,79,116
251.538261,209.11557,46.328832,32.183557,243.284324,79,117
250.622424,206.94084,47.220156,33.092675,241.784196,79,118
251.528121,209.10981,46.324971,32.180071,243.274704,79,119
250.617354,206.93961,47.216997,33.089742,241.779312,79,120
251.513028,209.09739,46.322109,32.177698,243.260533,79,121
250.614624,206.93748,47.216385,33.089203,241.777055,79,122
251.514588,209.09778,46.323045,32.178573,243.26205,79,123
250.616106,206.9376,47.21751,33.090253,241.778535,79,124
92.304927,78.17625,15.92181,8.943669,89.343271,79,125
125.524737,96.22398,29.217375,20.990081,122.333248,79,126
163.222722,138.1797,28.198953,18.866288,158.521394,79,127
176.103642,154.57995,26.302599,16.018632,171.032648,79,128
94.488576,79.84581,16.433352,9.53309,91.809025,79,129
126.14472,95.75406,30.070593,21.800296,122.969352,79,130
162.265857,137.11464,28.224909,18.920923,157.623589,79,131
177.07209,155.47989,26.40987,16.243178,171.839803,79,132
149.630286,137.69484,17.584092,11.67327,148.340696,79,133
114.796773,77.47695,34.612758,26.655258,112.115735,79,134
130.069914,104.09277,26.986905,18.758306,126.675309,79,135
129.784863,112.7715,20.247615,11.951212,126.240448,79,136
585.77103,496.3833,100.83537,87.2284,579.94207,79,137
143.958282,60.50718,70.893621,61.508713,140.320872,79,138
124.889739,66.29556,51.150807,42.437325,122.004614,79,139
118.554345,86.63922,30.776004,22.504069,115.719165,79,140
496.01565,334.7904,149.53527,132.82493,491.39663,79,141
271.7403,132.60852,120.02616,105.95641,259.306656,79,142
263.678532,139.50516,108.34227,94.6981,253.523297,79,143
276.464253,175.27635,91.84077,78.53958,270.184212,79,144
153.166104,114.18699,38.070855,26.655951,141.47801,79,145
98.580651,60.7308,34.074729,23.668848,86.906266,79,146
123.184074,90.8985,31.320945,22.909355,120.268611,79,147
128.196042,94.22502,32.874183,24.390527,125.100922,79,148
161.395143,133.24989,30.42018,20.835143,157.310347,79,149
165.289059,134.89866,32.328702,22.713131,160.856094,79,150
175.564077,150.8514,28.663209,18.26209,171.02621,79,151
179.914371,153.8898,29.898099,19.374782,175.060986,79,152
151.89642,107.54952,42.023448,28.969178,139.898295,79,153
112.659846,70.42614,38.174868,25.876158,101.113378,79,154
123.898203,90.70461,32.043177,23.591295,120.996845,79,155
129.073932,94.05069,33.714,25.178937,125.990698,79,156
159.899805,131.70081,30.374235,20.830579,155.871306,79,157
164.680074,133.77939,32.676282,23.090193,160.215883,79,158
172.492086,148.11783,28.232145,17.931396,168.063842,79,159
176.577882,150.90582,29.44125,19.026511,171.835474,79,160
110.238687,81.0333,28.263969,17.141033,104.189003,79,161
77.510082,52.07208,23.550228,13.529173,72.231696,79,162
114.4923,75.40644,35.91972,27.784512,112.018647,79,163
118.913457,77.43663,37.968012,29.726053,116.270946,79,164
129.057825,100.24986,29.051631,20.640914,126.14928,79,165
134.277429,103.05984,31.15998,22.609209,131.073055,79,166
123.794151,104.35128,21.724128,13.394206,121.007908,79,167
130.16835,108.57231,23.706747,15.23893,126.899381,79,168
167.958414,143.95299,27.69399,16.352714,163.070988,79,169
150.236892,128.77344,24.765084,14.087633,145.853963,79,170
147.769908,62.90742,72.172044,62.60709,144.194957,79,171
151.748259,63.79737,74.717901,64.991325,148.021016,79,172
133.070106,68.11899,56.390454,47.266632,130.228086,79,173
137.275788,69.03717,59.098734,49.79324,134.281843,79,174
130.623012,86.35632,40.735944,31.811178,127.845471,79,175
135.429021,88.06971,43.332696,34.214488,132.441463,79,176
165.34713,145.99509,24.053274,13.624772,161.054488,79,177
161.661435,143.1498,23.210361,12.963041,157.430301,79,178
278.040633,139.64235,119.8395,105.71099,265.866164,79,179
282.134697,140.77665,122.29551,108.003,269.800189,79,180
280.611942,152.4888,112.28148,98.33236,270.481322,79,181
285.573483,154.15521,115.03908,100.8994,275.282886,79,182
321.980685,208.09716,103.98843,89.93523,315.046379,79,183
329.278599,212.17554,106.82415,92.53314,322.145532,79,184
187.182918,169.59216,23.992074,13.519709,185.154771,79,185
225.145167,194.7975,35.749872,23.079413,220.055317,79,186
194.356734,162.32505,35.236638,24.40249,192.181219,79,187
235.171755,193.72935,44.649396,31.496374,229.888696,79,188
175.421883,141.45678,35.594316,25.218081,173.537807,79,189
231.329124,187.14741,46.482183,33.291223,225.974503,79,190
161.991375,127.82604,34.969662,24.811871,160.316338,79,191
228.096063,184.0884,46.165131,33.033168,222.855699,79,192
230.23689,192.64728,41.475123,27.786094,223.417322,79,193
276.551535,225.81168,54.009774,38.016741,266.268761,79,194
230.935146,190.46646,43.674687,29.909257,224.388017,79,195
283.710726,235.38558,52.611777,36.352379,273.512325,79,196
225.346524,184.53033,43.612893,30.124626,219.279908,79,197
303.04365,253.15704,54.898245,38.116757,292.483557,79,198
223.232451,183.10233,42.976386,29.693111,217.443265,79,199
313.894659,264.33207,55.281249,38.397408,303.217405,79,200
269.288994,223.32639,50.007852,34.821157,260.078032,79,201
278.171751,228.46485,53.328555,37.635682,267.699588,79,202
265.707078,223.67349,46.85445,31.782618,256.757393,79,203
274.29129,231.11448,48.207123,32.636464,263.968545,79,204
268.357713,226.23249,47.076093,31.987403,259.64602,79,205
281.607612,238.9191,48.262968,32.527145,271.271198,79,206
270.14871,228.16257,47.075112,32.015466,261.519774,79,207
285.772266,243.39381,48.270699,32.514384,275.413718,79,208
267.166497,224.40087,47.48769,32.842481,258.47682,79,209
266.75064,222.8121,48.343383,33.678043,257.371186,79,210
257.53182,219.37359,43.476264,29.0416,249.157297,79,211
253.264791,216.18789,42.419106,28.077959,244.238517,79,212
257.645388,219.55368,43.432947,29.000391,249.54983,79,213
251.58705,215.58858,41.51349,27.229076,242.846281,79,214
258.14568,219.98364,43.514559,29.08941,250.130027,79,215
251.520906,215.73864,41.34753,27.090637,242.859194,79,216
258.667695,217.27341,45.968868,31.650283,250.183159,79,217
260.229021,217.58031,46.999746,32.63008,251.024354,79,218
247.92495,211.52727,41.601627,27.531651,239.787417,79,219
245.638497,210.18255,40.763412,26.767559,236.827084,79,220
246.050688,209.96265,41.261283,27.228313,238.247699,79,221
241.231458,207.10737,39.510252,25.635358,232.788941,79,222
245.684712,209.5659,41.263218,27.244553,237.986257,79,223
239.876715,206.01873,39.232548,25.405177,231.555842,79,224
113.070789,94.82016,20.2113,11.729998,109.719652,79,225
104.39988,66.90717,34.142616,26.325208,102.120037,79,226
133.727139,105.26847,29.059038,20.36006,130.7728,79,227
185.899155,162.91938,27.95976,17.460618,181.598442,79,228
115.038261,95.46513,21.316671,12.904451,111.832722,79,229
104.78598,66.85809,34.491267,26.655258,102.49925,79,230
133.39326,104.87853,29.081808,20.393485,130.455081,79,231
184.358304,161.48469,27.791271,17.340022,180.099646,79,232
140.887422,123.35073,21.280662,14.594587,139.294159,79,233
106.225002,61.0056,40.042908,32.133024,103.995012,79,234
117.796887,86.28132,30.432663,22.241443,115.3882,79,235
138.065538,118.3335,22.764357,13.924484,135.224603,79,236
440.69259,356.9007,88.268607,75.97002,436.25997,79,237
151.099845,60.85398,76.401702,66.80604,146.690089,79,238
128.679954,61.08606,58.119264,49.084203,125.668428,79,239
