# T(K)	P(bar)
3088.5      	1e-08       
3057.4163673940584	1.1885022274370215e-08
3036.9855811900593	1.4125375446227554e-08
3018.046535459068	1.6788040181225588e-08
2994.2350659979825	1.9952623149688826e-08
2967.517639513252	2.3713737056616554e-08
2939.8453833582253	2.818382931264461e-08
2912.5770916174124	3.3496543915782795e-08
2887.274944655989	3.981071705534969e-08
2865.5189779865923	4.731512589614813e-08
2849.7657237581193	5.6234132519034905e-08
2838.1377526167694	6.683439175686162e-08
2828.575795401984	7.94328234724282e-08
2820.2660755796087	9.440608762859226e-08
2812.375134674432	1.1220184543019653e-07
2804.4728256114804	1.333521432163324e-07
2796.2532048113376	1.584893192461114e-07
2787.677582798734	1.883649089489802e-07
2778.822297470494	2.2387211385683422e-07
2769.967394775488	2.6607250597988136e-07
2761.6944125360706	3.162277660168379e-07
2753.4937926268317	3.7583740428844433e-07
2745.418964059916	4.466835921509635e-07
2737.487826788293	5.308844442309889e-07
2729.68686842241	6.309573444801942e-07
2721.963197893018	7.498942093324558e-07
2713.854444163445	8.912509381337459e-07
2705.14614711391	1.0592537251772896e-06
2695.617499114492	1.2589254117941687e-06
2685.690796084939	1.4962356560944327e-06
2675.205979164386	1.7782794100389227e-06
2663.874239954475	2.1134890398366474e-06
2651.491407905656	2.511886431509582e-06
2637.848297421008	2.9853826189179636e-06
2623.1049445056588	3.5481338923357534e-06
2606.5236063882435	4.216965034285822e-06
2587.52197594158	5.011872336272725e-06
2565.6235521259546	5.95662143529011e-06
2540.979789030722	7.079457843841388e-06
2513.5093789609546	8.413951416451948e-06
2481.190536851683	1e-05       
2443.1792272899993	1.188502227437019e-05
2398.972128891945	1.4125375446227555e-05
2350.013454732303	1.678804018122562e-05
2295.180084748253	1.9952623149688786e-05
2230.1547858384906	2.371373705661655e-05
2158.5495543189236	2.818382931264455e-05
2091.112494951517	3.349654391578279e-05
2052.688441333908	3.981071705534977e-05
2025.2547385734674	4.731512589614803e-05
2006.0362226700217	5.623413251903491e-05
1992.9329027564522	6.683439175686148e-05
1985.0489284211733	7.943282347242821e-05
1980.5625453551418	9.440608762859246e-05
1977.3564861257287	0.00011220184543019629
1975.323928556169	0.0001333521432163324
1974.408919261174	0.00015848931924611142
1974.4875392340762	0.00018836490894898024
1975.3457452011392	0.00022387211385683424
1976.8007926059952	0.0002660725059798809
1978.8336355756658	0.0003162277660168379
1981.4362511770528	0.00037583740428844437
1984.6142530395948	0.0004466835921509635
1988.2127006354021	0.0005308844442309889
1992.1060159269512	0.000630957344480193
1996.2066816400113	0.0007498942093324559
2000.4513879439594	0.0008912509381337458
2004.8284178048705	0.0010592537251772895
2009.273265865791	0.0012589254117941673
2013.6247806226208	0.0014962356560944345
2017.7579460122422	0.0017782794100389225
2021.6318308849045	0.0021134890398366475
2025.0090957570721	0.002511886431509582
2028.14894056604	0.0029853826189179603
2031.088376369726	0.0035481338923357567
2033.8956600785089	0.004216965034285822
2036.62595993813	0.0050118723362727255
2039.6492013709924	0.005956621435290103
2043.5512650307612	0.00707945784384138
2048.6753714947995	0.008413951416451957
2055.2      	0.01        
2063.2017272054895	0.01188502227437019
2073.5936214101052	0.014125375446227554
2086.758364087868	0.016788040181225587
2102.9470810311973	0.01995262314968883
2121.9514409414664	0.023713737056616554
2144.3191465632226	0.02818382931264455
2170.4950853646596	0.033496543915782793
2200.3245434971336	0.03981071705534969
2233.4396015225543	0.04731512589614813
2268.708081138539	0.056234132519034905
2305.5034442010833	0.06683439175686148
2342.4766984007606	0.07943282347242821
2378.0405440273357	0.09440608762859228
2410.5270468518065	0.11220184543019629
2436.0772241044015	0.1333521432163324
2456.9437741626393	0.1584893192461114
2473.27055483428	0.18836490894898023
2485.233564486573	0.22387211385683378
2493.3705020982	0.26607250597988086
2498.176964933045	0.3162277660168379
2501.483700416486	0.3758374042884443
2503.6420065345606	0.4466835921509634
2504.992015746519	0.5308844442309879
2505.701193779781	0.630957344480193
2506.065472084279	0.7498942093324559
2506.289538789369	0.8912509381337458
2506.42418519395	1.0592537251772898
2506.495449211832	1.2589254117941662
2506.4178968444135	1.4962356560944328
2506.4      	1.7782794100389228
2506.4      	2.1134890398366473
2506.381714164151	2.511886431509582
2506.301460573065	2.9853826189179573
2506.2245049193	3.548133892335753
2506.1465027314784	4.216965034285823
2506.067498037234	5.011872336272725
2505.975071074765	5.956621435290109
2505.816590283156	7.079457843841373
2505.6621018224982	8.413951416451948
2505.5      	10.0        
