# T(K)	P(bar)
3306.8      	1e-08       
3292.5349875390007	1.1253283237644972e-08
3277.0031909176523	1.2663638362666104e-08
3262.999256487481	1.4250750931418829e-08
3249.5484402300667	1.60367736580389e-08
3240.7915613442046	1.804663561919156e-08
3233.346208021389	2.030839021093346e-08
3228.523692541089	2.2853606714425076e-08
3224.952935835596	2.571781093591703e-08
3222.4987453771005	2.8940981071407764e-08
3221.035359448758	3.256810571718728e-08
3219.9830878631856	3.6649811814907294e-08
3219.6308029936404	4.124307129595389e-08
3219.4055775037746	4.641199628837544e-08
3219.599080804401	5.222873398576149e-08
3219.828227146265	5.87744736685388e-08
3220.0866870152126	6.614057993355734e-08
3220.3124569782944	7.442986794944183e-08
3220.3650396760854	8.375803853755807e-08
3220.2641957914866	9.425529310927238e-08
3219.890708866287	1.0606815100058886e-07
3219.19829673878	1.1936149457029222e-07
3218.164739848984	1.3432087060681182e-07
3216.7556633085624	1.5115508016655146e-07
3215.0435222076917	1.7009909299231353e-07
3212.771863283437	1.9141732719090116e-07
3210.1312763992523	2.154073399472171e-07
3207.0412728794145	2.42403980789371e-07
3203.54893348523	2.727840653755443e-07
3199.526866466032	3.0697163503872566e-07
3195.0366533933056	3.4544387550137614e-07
3190.109744463642	3.8873777737267524e-07
3184.7293539001644	4.374576313947289e-07
3178.9694416245284	4.922834630554166e-07
3172.9333947363275	5.539805242971336e-07
3166.5920631910694	6.234099748054707e-07
3160.229580175538	7.015409019659078e-07
3153.508653279507	7.894638472615269e-07
3147.0595837721207	8.88406027911485e-07
3140.114683194026	9.997484662119067e-07
3133.086997313615	1.125045265668372e-06
3125.362964091401	1.2660453029737697e-06
3118.4597306580777	1.4247166386053873e-06
3111.1726879137127	1.6032739867611894e-06
3104.893449123213	1.8042096280571902e-06
3098.4062482694117	2.030328196461365e-06
3092.2440175745687	2.2847858260156597e-06
3086.4300080591265	2.5711342037510848e-06
3081.131497637464	2.8933701436807705e-06
3076.616777333754	3.2559913738185237e-06
3072.442731099367	3.664059314890858e-06
3069.0053272352443	4.123269726999821e-06
3065.5416219416816	4.6400322103136e-06
3062.6231273643584	5.221559669445478e-06
3059.499748811052	5.875968990253375e-06
3057.1904010422836	6.612394334293996e-06
3054.728468422386	7.441114632280914e-06
3052.5911917663807	8.373697056084145e-06
3050.2839546938812	9.423158471834877e-06
3047.9029291780703	1.060414712767715e-05
3045.2199913978375	1.1933147112141036e-05
3042.196473918098	1.3428708436940807e-05
3038.732288184744	1.511170595566476e-05
3034.7911730425913	1.7005630732310175e-05
3030.187202672196	1.913691792654863e-05
3024.9441934279916	2.1535315772301705e-05
3018.882487955795	2.4234300799783416e-05
3012.0436289804306	2.7271545096624854e-05
3004.573374985214	3.068944213005274e-05
2996.4572562731423	3.453569846947976e-05
2988.9139428850854	3.886399966869577e-05
2980.4952006755593	4.3734759601957335e-05
2971.1924820298163	4.921596371311389e-05
2960.6390526541873	5.538411794773273e-05
2948.6492207221895	6.232531661329726e-05
2935.8492430427377	7.013644407253331e-05
2921.9730399694945	7.892652704294632e-05
2907.0886475894836	8.881825637779195e-05
2890.6387864577405	9.994969956930598e-05
2873.234310441121	0.00011247622787709206
2853.8375854671326	0.00012657268498028162
2836.232924562653	0.00014243582742323193
2816.880052526133	0.0001602870709181948
2798.0892499659626	0.00018037558083749305
2778.030826062385	0.00020298175003190337
2758.437776694068	0.00022842111251818599
2738.071592580005	0.0002570487476625119
2717.648795269878	0.0002892642363328174
2696.998231421128	0.0003255172381974264
2675.72731346699	0.00036631376801715844
2655.442995969754	0.0004122232585346058
2634.2904112930205	0.0004638865085434864
2615.3806663102973	0.0005220246270762061
2595.1114668859523	0.0005874490985514539
2578.1859529425997	0.0006610731093698724
2559.8920169855123	0.0007439242940529818
2544.1631742699024	0.0008371590788343281
2527.668308051907	0.000942078822908865
2512.817831517079	0.0010601479826380638
2497.9051059214853	0.0011930145522444043
2484.0786626858808	0.0013425330663038462
2470.6924048969595	0.001510790485102118
2457.617302830259	0.0017001353241593161
2445.9253015560153	0.0019132104345090134
2434.3230697770273	0.0021529898912747707
2425.1810733515917	0.0024228205054301452
2415.84670790107	0.002726468538157954
2408.992471866597	0.0030681722698419297
2401.710199504032	0.0034527011574419274
2396.0884335816377	0.0038854224059638636
2390.133232921369	0.004372375883220331
2384.732065299152	0.004920358423532647
2378.9342463310736	0.005537018697074511
2372.911526228835	0.006230963969031541
2366.30345761957	0.007011880238707234
2359.0389613601556	0.007890667435461815
2351.0861918054998	0.00887959155853134
2342.2626887272513	0.00999245588427545
2329.494481195358	0.01124479363054238
2314.339009049681	0.012654084767335923
2272.0      	0.014239999999999992
