# T(K)	P(bar)
3255.1      	1e-08       
3237.324858860897	1.1022909065552144e-08
3217.731482420528	1.2150452426743176e-08
3208.8114039688876	1.3393333220530755e-08
3203.2231800077498	1.4763349417454932e-08
3199.8591634371346	1.6273505813157845e-08
3198.9343680691013	1.793813747561733e-08
3198.451064975701	1.9773045819910313e-08
3199.4408493159635	2.1795648602186754e-08
3200.532294229799	2.4025145256663353e-08
3201.750568806967	2.6482699145088184e-08
3203.0934617950666	2.9191638448668285e-08
3204.0829839257926	3.2177677609414654e-08
3205.0324504104588	3.546916142292314e-08
3205.633082923732	3.9097334099627304e-08
3205.8982300010102	4.3096635848570323e-08
3205.9546552121737	4.750502979900059e-08
3205.437246243506	5.236436236307289e-08
3204.8290197378155	5.772076046037742e-08
3203.4804266952347	6.362506937492587e-08
3201.993884847754	7.013333540092552e-08
3199.9108434259297	7.730733785882718e-08
3197.5076588120173	8.521517553177713e-08
3194.673589840848	9.393191308918443e-08
3191.403027926025	1.0354029363354282e-07
3187.8053208318875	1.1413152413431113e-07
3183.855915057201	1.2580614120453828e-07
3179.532823300449	1.3867496543856398e-07
3175.0999520719415	1.5286015336978786e-07
3170.2136384268274	1.6849635703415292e-07
3165.514468329537	1.857320021464277e-07
3160.4693603601067	2.0473069702230102e-07
3155.5735015310315	2.2567278562039337e-07
3150.6458969258765	2.4875705944634447e-07
3145.673559869463	2.742026445691207e-07
3141.0711847427788	3.022510816619336e-07
3136.1579428263285	3.331686188124273e-07
3132.051394198695	3.6724873886649987e-07
3127.5247829891277	4.048149452964138e-07
3123.679299560068	4.4622383303788393e-07
3119.620984878439	4.918684734458722e-07
3115.9384966746616	5.421821455005805e-07
3112.3747824140155	5.976424486818873e-07
3108.845798770997	6.587758365534365e-07
3105.6286235853254	7.261626140911579e-07
3102.17822434415	8.004424461930476e-07
3098.9931368130415	8.823204296594097e-07
3095.4822437909183	9.72573786281458e-07
3091.545063499857	1.0720592405720268e-06
3087.1970327811982	1.1817211521710353e-06
3083.632162190999	1.302600480122086e-06
3080.379043317642	1.4358446641130328e-06
3077.4016711887357	1.582718516477624e-06
3075.045208536148	1.744616228349846e-06
3072.6040513910602	1.923074603938695e-06
3070.730593823344	2.119787648548896e-06
3068.665498582633	2.3366226488235115e-06
3066.9940979066	2.575637897849117e-06
3065.204009215724	2.839102233378073e-06
3063.529002820131	3.1295165746332567e-06
3061.82765997748	3.4496376621320656e-06
3059.9576743127764	3.8025042258785692e-06
3057.903607412897	4.191465830323726e-06
3055.5953219824796	4.620214669902753e-06
3052.8605316920543	5.092820616966813e-06
3049.8459972235837	5.61376985479944e-06
3046.1117159317696	6.1880074624392154e-06
3041.9746120552772	6.820984355542569e-06
3037.0903554844713	7.518709028869961e-06
3031.567953020337	8.287804591557954e-06
3025.2138215246828	9.135571636580895e-06
3017.8905392126603	1.0070057541186878e-05
3009.9239230262992	1.110013285613807e-05
3001.525932085296	1.2235575508875767e-05
2992.268903037695	1.3487163619903462e-05
2983.301501452225	1.486677781344192e-05
2973.4397577389013	1.638751399353386e-05
2961.495216963616	1.8063807656118725e-05
2947.929930584201	1.9911570917102154e-05
2933.670936340734	2.194834355715101e-05
2918.688851364069	2.4193459516997312e-05
2902.5493673390383	2.6668230423697886e-05
2885.9241065603933	2.9396147889961322e-05
2867.633002576033	3.240310650685667e-05
2850.9136256761994	3.571764964664825e-05
2832.484008556243	3.937124040902549e-05
2814.9245050293875	4.3398560282668046e-05
2796.453856682768	4.783783835717335e-05
2778.1697444425786	5.273121421037048e-05
2759.9988812651586	5.812513791570654e-05
2741.1178324471343	6.407081096675112e-05
2723.388411100733	7.062467230426794e-05
2703.9973373993157	7.784893405943657e-05
2686.7920317570943	8.581217209873354e-05
2667.8267798031707	9.458997697618523e-05
2650.833993450858	0.00010426567147211618
2633.163725855641	0.00011493110152958734
2616.3712356201486	0.00012668750809643835
2600.1835677048566	0.00013964648814884423
2583.5934254871704	0.00015393105401884167
2568.2802538933356	0.00016967680108142885
2551.6655968268933	0.00018703319488543718
2537.1692587191887	0.00020616498994618706
2521.190077044716	0.00022725379366772945
2506.790920459827	0.00025049979024011337
2491.643369818633	0.00027612364087566626
2476.5606884437448	0.0003043685784221649
2461.171022031547	0.00033550271623589037
2445.2849858001337	0.00036982159323139684
2430.0060690146956	0.0004076509792667306
2413.604011439201	0.0004493499674940463
2400.03034318998	0.000495314383029569
2385.068212110267	0.0005459805402995008
2372.7591293575174	0.0006018293847282431
2359.9641365965167	0.0006633910580836635
2348.278768570194	0.000731249930815665
2337.0342913031604	0.000806050149157238
2325.4969214041153	0.0008885017496434986
2314.3477033096706	0.0009793873990904282
2300.2889244065573	0.0010795698240121429
2271.2      	0.0011899999999999997
