# T(K)	P(bar)
3034.9      	1e-08       
2985.5064481010622	1.1233585154024236e-08
2934.665967344988	1.2619343541271375e-08
2917.7253706007637	1.4176047025875779e-08
2902.1569188593617	1.592478314126276e-08
2897.580041189973	1.788924074767448e-08
2894.2      	2.0096030927984147e-08
2894.2      	2.2575047468741462e-08
2894.8424309323564	2.5359871809624656e-08
2896.425073160298	2.848822794685573e-08
2898.222181156138	3.200249345282569e-08
2900.257671564518	3.595027353434205e-08
2902.1394196380948	4.0385045905849617e-08
2904.034684591999	4.536688521325396e-08
2905.531253049633	5.096327682159314e-08
2907.0137190981604	5.725003099034763e-08
2907.903272299376	6.431230982005966e-08
2908.7927995382274	7.224578088156294e-08
2908.7004734178267	8.115791315520136e-08
2908.482829542992	9.116943283518583e-08
2907.262039759043	1.0241595871981535e-07
2905.704375766781	1.1504983934100768e-07
2903.2361362227125	1.2924221671940176e-07
2900.147594255529	1.4518534470122545e-07
2895.982513190289	1.630951932817578e-07
2891.104283207535	1.8321437419426716e-07
2885.348407509152	2.0581542739525613e-07
2878.7759703835372	2.3120451296565026e-07
2871.2985427312346	2.5972555843943327e-07
2863.231057880517	2.917649177405873e-07
2854.354912490691	3.2775660483957634e-07
2845.1848603094877	3.6818817302592536e-07
2835.1465707036696	4.1360731943913425e-07
2825.52813195572	4.6462930432472195e-07
2814.9757710769873	5.219452855186806e-07
2805.280315361679	5.863316810615592e-07
2794.6457269374096	6.586606867707205e-07
2784.952398858378	7.399120912446991e-07
2774.631906367698	8.311865483489478e-07
2765.37608442546	9.337204869757389e-07
2755.7057003097066	1.0489028600498943e-06
2746.508019734514	1.1782939596670054e-06
2737.4043855927935	1.3236465532391707e-06
2728.9495986037905	1.48692962696429e-06
2720.997652017129	1.6703550582544846e-06
2713.4708630675045	1.8764075784356868e-06
2706.0231820892727	2.10787843160137e-06
2698.2386572302617	2.3679031855725073e-06
2690.5157530069228	2.6600042071614018e-06
2682.189143017964	2.9881383771210334e-06
2675.6518651874903	3.356750691139692e-06
2668.7689712266933	3.7708344729747444e-06
2664.098934471419	4.23599901538919e-06
2659.1208032442305	4.758545565173734e-06
2655.6737839078887	5.345552681568353e-06
2652.2796221601766	6.0049721243720704e-06
2650.5342312264243	6.7457365706675475e-06
2649.022549086104	7.577880619320935e-06
2648.3986584722466	8.512676722417164e-06
2647.878717530805	9.562787884995316e-06
2647.562739499572	1.0742439201596634e-05
2647.297116766551	1.2067610553306392e-05
2647.083691315324	1.355625307561689e-05
2646.7810423475257	1.5228532329444531e-05
2646.403169244669	1.710710146936262e-05
2645.9679752197426	1.921740810946182e-05
2645.475234378902	2.1588039043727548e-05
2644.930386226406	2.425110749061134e-05
2644.3198595698946	2.7242688107517754e-05
2643.668705748744	3.060330566803241e-05
2642.9505931708663	3.4378484021647464e-05
2642.2927002859133	3.8619362772343846e-05
2641.582415432536	4.3383390029727815e-05
2640.915375762033	4.8735100616919405e-05
2640.212300972299	5.474699027701032e-05
2639.536950227967	6.150049772033325e-05
2638.7822609564814	6.908710781562371e-05
2637.94053423514	7.760959086920623e-05
2636.966560902254	8.718339477982101e-05
2635.8445981744676	9.793820892760326e-05
2634.531142113102	0.0001100197209820848
2633.023156619175	0.00012359159042742368
2631.2479436903045	0.00013883766553877508
2629.223368906906	0.00015596447384157663
2626.784100026898	0.00017520401979019367
2624.0132144148656	0.00019681692756404884
2620.81904901341	0.00022109597155441627
2617.2233111687906	0.00024837004236682585
2613.128058140009	0.00027900860206363454
2608.543047465687	0.00031342668899871014
2603.4664940794855	0.00035209054004108856
2597.825909728311	0.0003955239063477949
2591.649146126934	0.0004443151482410262
2584.8929150712115	0.000499125205298847
2577.590511605975	0.0005606965496244427
2569.76210247757	0.0006298632435773754
2561.347817931845	0.0007075622382116357
2552.4377844141272	0.0007948460654722392
2542.7783818388875	0.0008928970960823523
2532.7771215282323	0.0010030435562622066
2521.87064607786	0.0011267775202466813
2510.686577205571	0.001265775122333136
2498.339008693824	0.0014219192622574733
2485.925269933475	0.0015973251114716647
2472.169793537012	0.0017943687658378222
2458.423816040574	0.0020157194328760553
2443.3151462847154	0.002264375589583461
2428.0185028227543	0.0025437056006279647
2411.3977503082224	0.0028574933471422616
2394.239482459387	0.003209989484218033
2375.817064908792	0.0036059690214485618
2356.52019688021	0.004050796006521592
2335.7447492717124	0.004550496188084162
2313.34425892301	0.005111838642190613
2288.8965656652426	0.0057424274680679885
2261.908197531345	0.006450804795334955
2233.0584085252544	0.0072465664980383105
2201.241639640431	0.008140492183001266
2157.355365511315	0.00914469121334134
2106.340484769731	0.010272766745232715
1974.1      	0.01154000000000001
